Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier
54877-9508,SF,Carmelo,Carmelo Anthony,Anthony,23.19629584,27,4700,WAS@POR,POR,WAS,,,
54877-9581,C,Marc,Marc Gasol,Gasol,16.33333333,30,4700,MIA@LAL,LAL,MIA,,,
54877-145308,PF,Patrick,Patrick Williams,Williams,19.68148239,27,4700,SAC@CHI,CHI,SAC,,,
54877-145347,C,James,James Wiseman,Wiseman,24.01999969,20,4700,GS@CHA,GS,CHA,O,Wrist,
54877-14543,PF,Davis,Davis Bertans,Bertans,19.343478,23,4700,WAS@POR,WAS,POR,,,
54877-84711,SG,Grayson,Grayson Allen,Allen,19.59499969,20,4700,PHO@MEM,MEM,PHO,O,Rest,
54877-9673,PG,Goran,Goran Dragic,Dragic,24.90588199,17,4600,MIA@LAL,MIA,LAL,O,Ankle,
54877-15628,SF,Otto,Otto Porter,Porter,23.4375,16,4500,SAC@CHI,CHI,SAC,O,Back,
54877-117779,PF,Juan,Juan Toscano-Anderson,Toscano-Anderson,18.30588307,17,4500,GS@CHA,GS,CHA,,,
54877-19781,SF,Kent,Kent Bazemore,Bazemore,16.04999978,28,4400,GS@CHA,GS,CHA,,,
54877-85137,SF,Duncan,Duncan Robinson,Robinson,20.29655088,29,4400,MIA@LAL,MIA,LAL,,,
54877-66968,SF,Derrick,Derrick Jones,Jones,18.92083359,24,4400,WAS@POR,POR,WAS,,,
54877-80816,SF,Malik,Malik Monk,Monk,16.1,15,4400,GS@CHA,CHA,GS,,,
54877-15814,C,Alex,Alex Len,Len,15.11499939,20,4400,WAS@POR,WAS,POR,,,
54877-84714,PF,Moritz,Moritz Wagner,Wagner,13.43571472,14,4400,WAS@POR,WAS,POR,,,
54877-16448,PF,Frank,Frank Kaminsky,Kaminsky,16.74761963,21,4300,PHO@MEM,PHO,MEM,,,
54877-55056,PF,Dario,Dario Saric,Saric,18.05454601,11,4200,PHO@MEM,PHO,MEM,,,
54877-11074,SF,Garrett,Garrett Temple,Temple,19.5,27,4200,SAC@CHI,CHI,SAC,,,
54877-67707,PF,Marquese,Marquese Chriss,Chriss,17.79999924,2,4200,GS@CHA,GS,CHA,O,Lower leg,
54877-14529,PG,Cory,Cory Joseph,Joseph,15.16071429,28,4200,SAC@CHI,SAC,CHI,,,
54877-145336,PF,Xavier,Xavier Tillman,Tillman,20.13000031,20,4100,PHO@MEM,MEM,PHO,,,
54877-24546,SF,Denzel,Denzel Valentine,Valentine,17.17083359,24,4100,SAC@CHI,CHI,SAC,,,
54877-110337,SG,Talen,Talen Horton-Tucker,Horton-Tucker,15.22692284,26,4000,MIA@LAL,LAL,MIA,,,
54877-12511,PG,Ish,Ish Smith,Smith,18.48421117,19,4000,WAS@POR,WAS,POR,O,Quadriceps,
54877-23097,PG,Tomas,Tomas Satoransky,Satoransky,17.70588235,17,3900,SAC@CHI,CHI,SAC,,,
54877-23981,PG,Alex,Alex Caruso,Caruso,14.48260896,23,3900,MIA@LAL,LAL,MIA,,,
54877-145334,SG,Desmond,Desmond Bane,Bane,17.33809553,21,3900,PHO@MEM,MEM,PHO,,,
54877-58576,C,Kevon,Kevon Looney,Looney,12.47142828,21,3900,GS@CHA,GS,CHA,O,Ankle,
54877-58081,PG,Tyus,Tyus Jones,Jones,22.14800049,25,3900,PHO@MEM,MEM,PHO,,,
54877-58084,SF,Justise,Justise Winslow,Winslow,26.32727328,11,3900,PHO@MEM,MEM,PHO,GTD,Hip,
54877-110316,SF,Cameron,Cameron Johnson,Johnson,19.38214329,28,3900,PHO@MEM,PHO,MEM,,,
54877-110323,C,Eric,Eric Paschall,Paschall,16.05555556,27,3900,GS@CHA,GS,CHA,,,
54877-15904,SG,Rodney,Rodney Hood,Hood,10.25217405,23,3800,WAS@POR,POR,WAS,,,
54877-42550,PF,Jabari,Jabari Parker,Parker,26.5473681,38,3800,SAC@CHI,SAC,CHI,,,
54877-9873,C,Robin,Robin Lopez,Lopez,15.74230722,26,3800,WAS@POR,WAS,POR,,,
54877-14511,PF,Markieff,Markieff Morris,Morris,10.42499987,24,3800,MIA@LAL,LAL,MIA,GTD,Ankle,
54877-84703,PG,De'Anthony,De'Anthony Melton,Melton,22.79230675,13,3800,PHO@MEM,MEM,PHO,,,
54877-40208,PG,Raul,Raul Neto,Neto,15.89999971,21,3700,WAS@POR,WAS,POR,,,
54877-15771,C,Gorgui,Gorgui Dieng,Dieng,19.01052696,19,3700,PHO@MEM,MEM,PHO,,,
54877-48567,PG,Cameron,Cameron Payne,Payne,15.11764706,17,3700,PHO@MEM,PHO,MEM,,,
54877-84722,PF,Isaac,Isaac Bonga,Bonga,6.770588146,17,3700,WAS@POR,WAS,POR,,,
54877-110322,PG,Jordan,Jordan Poole,Poole,8.740000407,15,3700,GS@CHA,GS,CHA,,,
54877-110325,PF,Daniel,Daniel Gafford,Gafford,14.43333308,24,3700,SAC@CHI,CHI,SAC,,,
54877-110343,SF,Nassir,Nassir Little,Little,8.438461304,13,3600,WAS@POR,POR,WAS,,,
54877-110351,SG,Cody,Cody Martin,Martin,7.517647238,17,3600,GS@CHA,CHA,GS,,,
54877-117307,SF,DaQuan,DaQuan Jeffries,Jeffries,11.30000019,4,3600,SAC@CHI,SAC,CHI,,,
54877-145539,SF,Deni,Deni Avdija,Avdija,17.14090937,22,3600,WAS@POR,WAS,POR,,,
54877-16790,PG,Brad,Brad Wanamaker,Wanamaker,12.43333333,30,3600,GS@CHA,GS,CHA,,,
54877-80815,PF,Zach,Zach Collins,Collins,18.16363664,11,3600,WAS@POR,POR,WAS,O,Ankle,
54877-84668,SF,Troy,Troy Brown,Brown,10.42307692,13,3600,WAS@POR,WAS,POR,,,
54877-9664,SG,Andre,Andre Iguodala,Iguodala,15.84814792,27,3600,MIA@LAL,MIA,LAL,,,
54877-84677,PG,Jerome,Jerome Robinson,Robinson,11.35384662,13,3600,WAS@POR,WAS,POR,,,
54877-14554,SF,E'Twaun,E'Twaun Moore,Moore,11.3799998,15,3600,PHO@MEM,PHO,MEM,,,
54877-84717,PG,Anfernee,Anfernee Simons,Simons,14.16400024,25,3600,WAS@POR,POR,WAS,,,
54877-18435,SF,Alfonzo,Alfonzo McKinnie,McKinnie,3.380000051,15,3500,MIA@LAL,LAL,MIA,,,
54877-111622,SF,Garrison,Garrison Mathews,Mathews,12.7,20,3500,WAS@POR,WAS,POR,,,
54877-101387,PG,Gabe,Gabe Vincent,Vincent,9.931578787,19,3500,MIA@LAL,MIA,LAL,GTD,Knee,
54877-19726,SF,Abdel,Abdel Nader,Nader,11.369231,13,3500,PHO@MEM,PHO,MEM,,,
54877-110350,PF,Jalen,Jalen McDaniels,McDaniels,7.219999695,10,3500,GS@CHA,CHA,GS,,,
54877-111376,SG,John,John Konchar,Konchar,14.44999981,16,3500,PHO@MEM,MEM,PHO,,,
54877-15636,SG,Kentavious,Kentavious Caldwell-Pope,Caldwell-Pope,15.16923053,26,3500,MIA@LAL,LAL,MIA,,,
54877-110358,SG,Kyle,Kyle Guy,Guy,6.718181957,11,3500,SAC@CHI,SAC,CHI,,,
54877-117273,SF,Mychal,Mychal Mulder,Mulder,7.441379416,29,3500,GS@CHA,GS,CHA,,,
54877-117274,PF,Chris,Chris Silva,Silva,9.099999746,6,3500,MIA@LAL,MIA,LAL,O,Hip,
54877-110365,PF,Alen,Alen Smailagic,Smailagic,8.635714395,14,3500,GS@CHA,GS,CHA,,,
54877-110882,SG,Adam,Adam Mokoka,Mokoka,4.114285605,7,3500,SAC@CHI,CHI,SAC,,,
54877-12334,SG,Avery,Avery Bradley,Bradley,14.26000061,10,3500,MIA@LAL,MIA,LAL,O,Calf,
54877-16178,SF,Maurice,Maurice Harkless,Harkless,4.629999924,10,3500,MIA@LAL,MIA,LAL,,,
54877-119602,SF,Jontay,Jontay Porter,Porter,0,,3500,PHO@MEM,MEM,PHO,,,
54877-117301,PF,Devontae,Devontae Cacok,Cacok,2.5,2,3500,MIA@LAL,LAL,MIA,,,
54877-15669,C,Meyers,Meyers Leonard,Leonard,6.46666654,3,3500,MIA@LAL,MIA,LAL,O,Shoulder,
54877-117821,PG,Keljin,Keljin Blevins,Blevins,1.375,8,3500,WAS@POR,POR,WAS,,,
54877-145730,SG,Nate,Nate Darling,Darling,0,,3500,GS@CHA,CHA,GS,,,
54877-112708,SF,Max,Max Strus,Strus,9.462499619,16,3500,MIA@LAL,MIA,LAL,,,
54877-9799,SG,Wesley,Wesley Matthews,Matthews,10.2782606,23,3500,MIA@LAL,LAL,MIA,,,
54877-17230,SG,Langston,Langston Galloway,Galloway,7.056521872,23,3500,PHO@MEM,PHO,MEM,,,
54877-113267,SF,Caleb,Caleb Martin,Martin,13.66521686,23,3500,GS@CHA,CHA,GS,O,Covid-19,
54877-9589,PF,Udonis,Udonis Haslem,Haslem,7.925000191,4,3500,MIA@LAL,MIA,LAL,,,
54877-41082,C,Damian,Damian Jones,Jones,3.933333397,12,3500,PHO@MEM,PHO,MEM,,,
54877-41083,PF,Luke,Luke Kornet,Kornet,4.571428571,7,3500,SAC@CHI,CHI,SAC,,,
54877-145548,PF,Anthony,Anthony Gill,Gill,4.929999924,10,3500,WAS@POR,WAS,POR,,,
54877-145306,SF,CJ,CJ Elleby,Elleby,6.075000127,12,3500,WAS@POR,POR,WAS,,,
54877-145311,SG,Grant,Grant Riller,Riller,0,,3500,GS@CHA,CHA,GS,,,
54877-145314,SF,Precious,Precious Achiuwa,Achiuwa,13.93793146,29,3500,MIA@LAL,MIA,LAL,,,
54877-145312,PF,Vernon,Vernon Carey,Carey,3.700000127,3,3500,GS@CHA,CHA,GS,,,
54877-145318,C,Nick,Nick Richards,Richards,2.150000095,8,3500,GS@CHA,CHA,GS,,,
54877-145322,PF,Jalen,Jalen Smith,Smith,4.25,8,3500,PHO@MEM,PHO,MEM,,,
54877-14505,C,Bismack,Bismack Biyombo,Biyombo,18.54615432,26,3500,GS@CHA,CHA,GS,,,
54877-14509,SG,Klay,Klay Thompson,Thompson,0,,3500,GS@CHA,GS,CHA,O,Achilles,
54877-80819,PF,Harry,Harry Giles,Giles,11.527273,22,3500,WAS@POR,POR,WAS,O,Calf,
54877-145338,PG,Jahmi'us,Jahmi'us Ramsey,Ramsey,3.325000048,4,3500,SAC@CHI,SAC,CHI,,,
54877-23740,PG,Ryan,Ryan Arcidiacono,Arcidiacono,9.125,12,3500,SAC@CHI,CHI,SAC,,,
54877-145345,PG,Nico,Nico Mannion,Mannion,6.766666412,6,3500,GS@CHA,GS,CHA,,,
54877-145350,PF,Robert,Robert Woodard,Woodard,3.600000064,6,3500,SAC@CHI,SAC,CHI,,,
54877-145349,PG,Cassius,Cassius Winston,Winston,4.799999873,6,3500,WAS@POR,WAS,POR,,,
54877-18376,SG,Damion,Damion Lee,Lee,14.3200002,30,3500,GS@CHA,GS,CHA,,,
54877-145354,SG,Devon,Devon Dotson,Dotson,5.199999809,1,3500,SAC@CHI,CHI,SAC,,,
54877-84683,PF,Jaren,Jaren Jackson,Jackson,29.97931119,58,3500,PHO@MEM,MEM,PHO,O,Knee,
54877-9677,SF,Jared,Jared Dudley,Dudley,1.885714258,7,3500,MIA@LAL,LAL,MIA,,,
54877-145356,SF,Sean,Sean McDermott,McDermott,5.442856925,7,3500,PHO@MEM,MEM,PHO,,,
54877-84696,SG,Jevon,Jevon Carter,Carter,7.954166412,24,3500,PHO@MEM,PHO,MEM,,,
54877-145624,SG,Ty-Shon,Ty-Shon Alexander,Alexander,0.900000016,3,3500,PHO@MEM,PHO,MEM,,,
54877-84701,C,Chimezie,Chimezie Metu,Metu,8.463636225,11,3500,SAC@CHI,SAC,CHI,O,Wrist,
54877-15582,PG,Quinn,Quinn Cook,Cook,3.09375,16,3500,MIA@LAL,LAL,MIA,,,
54877-84707,SF,Chandler,Chandler Hutchison,Hutchison,5.857142857,7,3500,SAC@CHI,CHI,SAC,O,Personal,
54877-145632,PF,Killian,Killian Tillie,Tillie,,,3500,PHO@MEM,MEM,PHO,O,Foot,
54877-110309,SF,KZ,KZ Okpala,Okpala,4.866666667,15,3500,MIA@LAL,MIA,LAL,,,
54877-84725,PF,Kostas,Kostas Antetokounmpo,Antetokounmpo,8.800000191,1,3500,MIA@LAL,LAL,MIA,GTD,Kneecap,
54877-63478,C,Cristiano,Cristiano Felicio,Felicio,5.983333588,6,3500,SAC@CHI,CHI,SAC,,,
54877-23800,SF,Glenn,Glenn Robinson,Robinson,9.347826087,23,3500,SAC@CHI,SAC,CHI,GTD,Knee,
54877-110334,SG,Justin,Justin James,James,4.877777947,9,3500,SAC@CHI,SAC,CHI,,,
