,name,team,date,location,opponent,minutes,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers,recent_average,10_game_average,3_game_average,10_3_ratio,10_3_difference,hot,cold,fantasy_points,Opponent Defensive Rank vs Position,predicted_points,actual_points
211,Brandon Goodwin,ATLANTA HAWKS,2020-02-12,AWAY,CLEVELAND CAVALIERS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,27,22.136000000000003,5.1
212,Treveon Graham,ATLANTA HAWKS,2020-02-12,AWAY,CLEVELAND CAVALIERS,12.19,0.65,0.4,0.44,1.88,0.37,0.3,0.28,0.46,8.67,6.37,10.77,0.6261682242990655,-4.3999999999999995,0.0,0.0,0,30,7.031,0.0
213,Allen Crabbe,MINNESOTA TIMBERWOLVES,2020-02-12,HOME,CHARLOTTE HORNETS,13.61,0.33,0.61,0.26,1.23,0.57,0.17,0.2,0.34,6.63,6.56,6.6,0.9947368421052631,-0.040000000000000036,0.0,0.0,0,,5.850999999999999,2.4
214,Matt Thomas,TORONTO RAPTORS,2020-02-12,AWAY,BROOKLYN NETS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15,22.136000000000003,1.2
215,Alen Smailagić,GOLDEN STATE WARRIORS,2020-02-12,AWAY,PHOENIX SUNS,8.8,0.47,0.13,0.31,1.06,0.31,0.12,0.08,0.29,8.56,9.91,9.87,1.003679852805888,0.040000000000000924,0.0,0.0,0,16,3.6869999999999994,0.0
216,P.J. Washington,CHARLOTTE HORNETS,2020-02-12,AWAY,MINNESOTA TIMBERWOLVES,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,17,22.136000000000003,17.299999999999997
217,Kelly Olynyk,MIAMI HEAT,2020-02-12,AWAY,UTAH JAZZ,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,24,22.136000000000003,5.4
218,Gary Clark,ORLANDO MAGIC,2020-02-12,HOME,DETROIT PISTONS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,30,22.366999999999994,5.4
219,Sekou Doumbouya,DETROIT PISTONS,2020-02-12,AWAY,ORLANDO MAGIC,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,12,22.136000000000003,9.6
220,Ky Bowman,GOLDEN STATE WARRIORS,2020-02-12,AWAY,PHOENIX SUNS,11.85,0.6,0.21,0.34,0.87,1.67,0.08,0.44,0.91,12.78,14.2,11.8,1.1874999999999998,2.3999999999999986,0.0,0.0,0,18,6.369,-1.0
221,Zach Norvell,GOLDEN STATE WARRIORS,2020-02-12,AWAY,PHOENIX SUNS,14.44,0.42,0.75,0.36,1.35,0.94,0.11,0.29,0.49,7.12,7.83,12.25,0.6664150943396226,-4.42,0.0,0.0,0,,7.19,-1.0
222,Cedi Osman,CLEVELAND CAVALIERS,2020-02-12,HOME,ATLANTA HAWKS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,25,22.366999999999994,14.2
223,Terence Davis,TORONTO RAPTORS,2020-02-12,AWAY,BROOKLYN NETS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15,22.136000000000003,3.4
224,Jeff Teague,ATLANTA HAWKS,2020-02-12,AWAY,CLEVELAND CAVALIERS,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,27,22.136000000000003,0.19999999999999996
225,Reggie Bullock,NEW YORK KNICKS,2020-02-12,HOME,WASHINGTON WIZARDS,23.37,2.9,1.2,1.76,4.41,2.47,0.47,0.7,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,16,22.366999999999994,8.4
226,Derrick Rose,DETROIT PISTONS,2020-02-12,AWAY,ORLANDO MAGIC,23.61,2.87,1.2,1.75,4.33,2.38,0.45,0.74,1.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9,22.136000000000003,11.0
