Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
249,DeAndre Jordan\jordade01,C,32,BRK,35,799,16.4,.737,.007,.371,9.4,26.5,18.4,11.1,0.7,5.4,25.1,12.8,,1.3,1.0,2.3,.140,,-0.6,1.3,0.7,0.5
250,Cory Joseph\josepco01,PG,29,SAC,36,749,9.3,.534,.373,.174,2.9,8.8,5.8,14.7,1.5,0.8,14.3,14.3,,0.4,-0.1,0.3,.018,,-3.5,-1.2,-4.7,-0.5
251,Mfiondu Kabengele\kabenmf01,PF,23,LAC,20,81,1.1,.360,.577,.154,1.4,13.5,7.6,7.9,1.2,3.2,15.3,17.9,,-0.2,0.1,-0.2,-0.089,,-9.2,-1.5,-10.6,-0.2
252,Frank Kaminsky\kaminfr01,C,27,PHO,27,428,16.4,.554,.376,.176,5.9,21.4,13.9,15.5,0.9,2.5,7.3,20.0,,0.6,0.6,1.3,.141,,0.9,1.1,2.1,0.4
253,Enes Kanter\kanteen01,C,28,POR,35,919,22.0,.622,.000,.282,16.4,31.9,23.9,6.7,1.0,2.5,10.9,17.6,,2.8,0.9,3.6,.191,,1.2,-2.1,-0.9,0.3
254,Luke Kennard\kennalu01,SG,24,LAC,34,684,11.0,.604,.562,.074,1.3,13.1,7.4,11.5,0.8,0.8,12.2,15.4,,0.7,0.5,1.2,.083,,-0.7,-1.3,-2.0,0.0
255,Maxi Kleber\klebima01,PF,29,DAL,22,569,11.8,.651,.752,.211,3.7,18.6,11.2,7.0,0.9,3.3,9.2,10.1,,0.9,0.5,1.4,.122,,-0.2,0.0,-0.1,0.3
256,Nathan Knight\knighna01,PF,23,ATL,10,58,14.4,.528,.391,.348,15.1,13.1,14.1,2.6,1.7,4.6,15.9,23.3,,0.0,0.1,0.1,.058,,-1.8,-1.1,-2.9,0.0
257,Kevin Knox\knoxke01,SF,21,NYK,26,397,8.3,.531,.605,.118,2.5,10.6,6.6,6.2,1.0,1.5,11.3,15.7,,0.0,0.4,0.4,.050,,-1.7,-0.5,-2.2,0.0
258,John Konchar\konchjo01,SG,24,MEM,19,308,12.4,.534,.348,.273,6.2,18.1,12.0,9.4,2.8,1.5,9.8,11.2,,0.3,0.5,0.8,.122,,-2.2,1.2,-1.0,0.1
259,Furkan Korkmaz\korkmfu01,SG,23,PHI,25,467,9.2,.520,.628,.167,1.2,12.7,7.2,6.4,1.5,0.8,11.0,19.7,,-0.2,0.5,0.3,.033,,-2.6,-1.0,-3.6,-0.2
260,Luke Kornet\kornelu01,PF,25,CHI,10,83,11.5,.484,.846,.077,1.4,18.4,10.1,6.2,1.1,6.2,3.6,14.4,,0.0,0.1,0.1,.066,,0.8,1.3,2.1,0.1
261,Rodions Kurucs\kurucro01,SF-PF,22,TOT,16,91,2.1,.322,.708,.083,2.2,14.4,8.3,8.6,3.1,3.8,26.6,15.9,,-0.4,0.1,-0.2,-0.117,,-8.8,1.8,-7.0,-0.1
262,Rodions Kurucs\kurucro01,PF,22,BRK,5,16,7.7,.500,.667,.000,0.0,20.0,10.5,14.9,0.0,0.0,0.0,8.2,,0.0,0.0,0.0,.081,,-1.2,0.4,-0.8,0.0
263,Rodions Kurucs\kurucro01,SF,22,HOU,11,75,0.9,.297,.714,.095,2.7,13.2,7.8,7.3,3.8,4.6,29.1,17.6,,-0.4,0.1,-0.2,-0.160,,-10.4,2.1,-8.3,-0.1
264,Kyle Kuzma\kuzmaky01,SF,25,LAL,36,932,13.2,.541,.488,.104,9.2,19.5,14.4,6.4,0.7,2.2,12.4,20.3,,0.2,1.5,1.7,.088,,-0.3,-1.0,-1.3,0.2
265,Jeremy Lamb\lambje01,SG,28,IND,21,486,16.8,.635,.461,.309,3.5,14.6,9.0,9.9,1.8,2.0,7.9,18.1,,1.1,0.5,1.6,.156,,1.7,0.4,2.1,0.5
266,Zach LaVine\lavinza01,SG,25,CHI,34,1209,22.8,.653,.414,.273,2.4,13.7,8.2,23.8,1.4,1.0,15.1,31.1,,2.9,1.1,4.0,.157,,4.9,-0.8,4.1,1.9
267,Jake Layman\laymaja01,SF,26,MIN,24,372,13.1,.607,.409,.235,1.9,9.0,5.3,6.4,2.5,2.4,11.8,16.2,,0.2,0.3,0.6,.071,,-1.9,0.5,-1.4,0.1
268,Jalen Lecque\lecquja01,PG,20,IND,3,9,24.1,.470,.250,.750,12.5,37.6,25.0,29.4,0.0,0.0,0.0,25.6,,0.0,0.0,0.0,.221,,2.9,-0.3,2.6,0.0
269,Damion Lee\leeda03,SG,28,GSW,37,712,11.8,.624,.780,.175,2.2,16.1,9.2,10.0,1.6,0.5,8.2,12.4,,0.9,0.9,1.8,.124,,-0.7,0.4,-0.3,0.3
270,Saben Lee\leesa01,PG,21,DET,15,238,16.3,.608,.086,.557,2.7,8.2,5.4,23.3,2.3,1.9,13.8,18.5,,0.4,0.2,0.6,.129,,-1.5,1.0,-0.5,0.1
271,Alex Len\lenal01,C,27,TOT,26,352,15.5,.660,.233,.488,5.6,19.2,12.2,9.4,1.2,8.2,19.3,15.4,,0.3,0.5,0.8,.108,,-2.0,1.8,-0.2,0.2
272,Alex Len\lenal01,C,27,TOR,7,76,4.3,.633,.600,.600,0.0,16.6,8.1,5.2,0.6,8.1,38.8,11.7,,-0.1,0.1,-0.1,-0.032,,-6.8,1.2,-5.6,-0.1
273,Alex Len\lenal01,C,27,WAS,19,276,18.6,.664,.184,.474,7.1,19.8,13.4,10.6,1.3,8.2,15.6,16.3,,0.5,0.4,0.8,.147,,-0.7,2.0,1.2,0.2
274,Kawhi Leonard\leonaka01,SF,29,LAC,30,1039,26.7,.619,.276,.336,3.1,16.8,10.1,23.6,2.1,1.3,8.2,29.9,,3.9,1.2,5.1,.234,,5.5,0.5,6.0,2.1
275,Meyers Leonard\leoname01,C,28,MIA,3,29,6.6,.635,1.000,.286,0.0,25.9,13.6,10.0,0.0,0.0,20.2,15.2,,0.0,0.0,0.0,.045,,-3.5,-0.9,-4.4,0.0
276,Caris LeVert\leverca01,SG,26,BRK,12,334,19.2,.516,.315,.170,3.6,13.4,8.7,33.6,1.9,1.5,10.8,31.4,,0.3,0.3,0.6,.087,,1.3,-0.7,0.6,0.2
277,Kira Lewis Jr.\lewiski01,PG,19,NOP,21,273,10.5,.471,.361,.185,0.8,6.1,3.5,19.0,2.1,0.4,7.2,19.6,,0.1,0.1,0.2,.029,,-3.4,-1.4,-4.8,-0.2
278,Damian Lillard\lillada01,PG,30,POR,34,1224,26.6,.618,.537,.359,1.3,11.6,6.3,37.8,1.4,0.7,11.9,32.7,,5.1,0.3,5.4,.212,,7.8,-1.6,6.2,2.6
279,Nassir Little\littlna01,PF,20,POR,20,239,14.7,.648,.529,.357,6.1,14.1,10.0,4.2,0.6,1.9,11.0,16.4,,0.5,0.1,0.6,.115,,0.3,-2.4,-2.0,0.0
280,Kevon Looney\looneke01,C,24,GSW,27,401,14.3,.637,.081,.284,12.7,16.9,14.8,14.4,1.2,1.8,17.0,10.6,,0.9,0.5,1.4,.168,,-0.9,0.5,-0.4,0.2
281,Brook Lopez\lopezbr01,C,32,MIL,36,975,13.2,.588,.523,.202,5.4,14.0,9.8,2.9,0.9,4.4,8.9,15.5,,1.1,1.1,2.2,.108,,-0.4,-0.5,-0.9,0.3
282,Robin Lopez\lopezro01,C,32,WAS,34,690,15.0,.632,.069,.402,11.7,10.3,11.0,6.7,0.7,2.7,14.3,15.6,,1.2,0.4,1.6,.109,,-0.6,-1.8,-2.4,-0.1
283,Kevin Love\loveke01,PF,32,CLE,2,46,11.1,.470,.500,.278,4.8,25.2,14.7,15.9,1.1,0.0,12.9,21.7,,0.0,0.0,0.0,.012,,-1.2,-0.8,-2.1,0.0
284,Kyle Lowry\lowryky01,PG,34,TOR,29,1002,17.4,.610,.541,.278,2.6,15.6,8.9,31.1,1.6,0.6,16.1,22.0,,2.1,0.9,2.9,.140,,2.0,-0.6,1.4,0.9
285,Timothé Luwawu-Cabarrot\luwawti01,SF,25,BRK,34,669,9.3,.527,.661,.118,3.2,9.9,6.7,8.3,1.7,0.6,9.7,16.7,,0.2,0.4,0.6,.042,,-2.1,-1.3,-3.5,-0.2
286,Trey Lyles\lylestr01,PF,25,SAS,19,311,12.9,.602,.446,.229,2.6,23.4,12.9,4.9,0.8,0.3,3.2,13.1,,0.4,0.3,0.8,.117,,-0.2,-0.4,-0.6,0.1
287,Thon Maker\makerth01,C,23,CLE,8,76,18.8,.657,.111,.611,11.6,15.2,13.4,7.7,1.3,4.8,11.6,14.7,,0.2,0.1,0.3,.180,,0.3,1.2,1.5,0.1
288,Théo Maledon\maledth01,PG,19,OKC,31,797,8.0,.519,.583,.147,0.9,11.1,6.0,18.4,1.9,0.2,19.4,15.8,,-0.5,0.9,0.4,.023,,-4.6,0.0,-4.6,-0.5
289,Karim Mané\maneka01,PG,20,ORL,6,56,-0.8,.325,.222,.444,0.0,19.2,9.3,2.3,0.0,1.7,21.8,10.5,,-0.1,0.0,-0.1,-0.093,,-9.4,-2.0,-11.4,-0.1
290,Terance Mann\mannte01,SG,24,LAC,35,549,11.8,.576,.264,.310,6.5,16.5,11.6,10.8,1.3,1.0,13.6,13.7,,0.7,0.5,1.2,.108,,-1.8,0.1,-1.8,0.0
291,Nico Mannion\mannini01,PG,19,GSW,7,67,5.1,.363,.609,.174,0.0,18.6,9.4,35.1,2.1,0.0,22.0,20.1,,-0.2,0.1,-0.1,-0.059,,-6.3,-0.2,-6.6,-0.1
292,Boban Marjanović\marjabo01,C,32,DAL,18,141,20.1,.525,.056,.194,21.1,33.8,27.5,3.6,0.3,0.7,9.3,26.9,,0.2,0.2,0.3,.105,,-0.1,-4.5,-4.6,-0.1
293,Lauri Markkanen\markkla01,PF,23,CHI,14,426,17.3,.654,.546,.243,2.1,19.7,11.1,4.2,1.0,1.0,10.5,22.9,,0.7,0.4,1.1,.119,,1.8,-1.4,0.3,0.3
294,Naji Marshall\marshna01,SF,23,NOP,3,8,-0.5,.174,.500,1.000,0.0,27.9,13.9,14.1,0.0,0.0,0.0,15.3,,0.0,0.0,0.0,-0.158,,-7.0,-3.0,-10.0,0.0
295,Caleb Martin\martica02,SF,25,CHO,26,395,11.7,.495,.429,.195,5.4,14.8,10.1,10.6,2.6,1.8,10.5,17.3,,0.0,0.4,0.4,.053,,-1.7,-0.3,-2.0,0.0
296,Cody Martin\martico01,SF,25,CHO,23,268,12.7,.570,.313,.156,7.6,14.4,11.0,12.2,2.1,1.5,18.0,13.2,,0.2,0.3,0.5,.084,,-1.3,-0.2,-1.4,0.0
297,Kelan Martin\martike03,SF,25,IND,12,48,4.6,.431,.450,.100,2.3,25.9,14.1,0.0,3.0,0.0,16.1,22.5,,-0.2,0.1,-0.1,-0.096,,-7.4,-0.9,-8.3,-0.1
298,Kenyon Martin Jr.\martike04,SF,20,HOU,7,69,9.1,.394,.148,.185,11.9,17.6,14.6,8.9,1.4,6.3,14.6,21.2,,-0.2,0.1,-0.1,-0.040,,-5.9,-0.6,-6.5,-0.1
299,Frank Mason III\masonfr01,PG,26,ORL,4,79,7.5,.462,.208,.292,3.8,12.3,7.9,21.8,0.0,0.0,15.6,17.4,,0.0,0.0,0.0,-0.007,,-6.1,-3.1,-9.2,-0.1
300,Garrison Mathews\mathega01,SG,24,WAS,28,454,13.6,.649,.794,.397,2.5,9.0,5.7,3.9,2.0,1.0,2.6,13.9,,1.0,0.3,1.3,.143,,0.0,0.0,0.0,0.2
301,Dakota Mathias\mathida01,SG,25,PHI,8,123,9.8,.474,.542,.125,0.9,5.2,3.1,15.1,0.4,2.2,1.9,17.8,,0.1,0.1,0.1,.054,,-1.9,-1.7,-3.6,0.0
302,Wesley Matthews\matthwe02,SG,34,LAL,30,605,6.3,.510,.780,.127,2.3,5.8,4.1,7.1,1.2,1.6,10.7,10.0,,0.1,0.8,0.9,.070,,-3.2,0.1,-3.1,-0.2
303,Tyrese Maxey\maxeyty01,SG,20,PHI,32,519,12.6,.504,.227,.103,1.7,10.6,6.3,17.4,1.4,0.9,8.0,22.5,,0.1,0.5,0.6,.059,,-2.2,-0.9,-3.1,-0.1
304,Skylar Mays\mayssk01,SG,23,ATL,16,132,16.3,.545,.469,.367,5.0,4.9,5.0,20.2,2.2,0.0,6.6,19.8,,0.3,0.1,0.4,.138,,2.1,-0.6,1.5,0.1
305,Patrick McCaw\mccawpa01,SF,25,TOR,3,20,5.9,,,,5.4,0.0,2.8,24.2,0.0,0.0,,0.0,,0.1,0.0,0.0,.117,,-2.4,0.8,-1.7,0.0
306,CJ McCollum\mccolcj01,SG,29,POR,13,440,26.4,.620,.550,.173,1.6,10.9,6.1,26.2,1.9,0.8,4.4,28.6,,1.9,0.2,2.1,.228,,7.7,-0.7,6.9,1.0
307,T.J. McConnell\mccontj01,PG,28,IND,32,810,16.0,.543,.100,.095,3.1,13.2,8.1,35.8,3.7,1.3,23.3,13.8,,0.8,1.2,2.0,.121,,-0.3,2.4,2.1,0.8
308,Jaden McDaniels\mcdanja02,PF,20,MIN,30,574,7.3,.484,.557,.154,3.2,16.2,9.4,7.2,0.8,4.3,12.6,13.3,,-0.3,0.4,0.1,.008,,-4.7,-0.2,-4.8,-0.4
309,Jalen McDaniels\mcdanja01,SF,23,CHO,17,213,6.9,.518,.348,.288,4.0,19.2,11.5,5.2,0.5,1.9,15.8,17.6,,-0.2,0.2,0.0,-0.002,,-5.1,-2.3,-7.4,-0.3
310,Doug McDermott\mcderdo01,PF,29,IND,34,882,14.2,.608,.439,.160,4.3,12.9,8.6,7.6,0.6,0.3,8.2,19.7,,1.2,0.5,1.7,.094,,0.9,-2.1,-1.2,0.2
311,Sean McDermott\mcderse01,SF,24,MEM,8,126,7.3,.605,.652,.261,3.4,7.1,5.2,3.9,0.4,1.5,13.5,9.9,,0.1,0.1,0.2,.061,,-2.7,-2.0,-4.7,-0.1
312,JaVale McGee\mcgeeja01,C,33,CLE,27,411,16.5,.523,.098,.264,11.2,27.3,19.1,10.4,1.6,7.3,15.6,24.1,,-0.2,0.7,0.5,.057,,-3.2,0.9,-2.3,0.0
313,Rodney McGruder\mcgruro01,SG,29,DET,12,115,16.2,.624,.372,.140,3.7,8.0,5.8,17.4,1.7,0.8,11.6,19.5,,0.2,0.1,0.3,.114,,1.0,-0.7,0.2,0.1
314,Alfonzo McKinnie\mckinal01,SF,28,LAL,18,84,17.5,.626,.400,.267,9.5,17.0,13.3,1.8,1.2,0.0,2.9,17.9,,0.2,0.1,0.3,.191,,1.7,-1.3,0.4,0.1
315,Jordan McLaughlin\mclaujo01,PG,24,MIN,24,467,12.1,.447,.326,.071,2.8,10.3,6.4,33.8,2.4,0.7,15.2,15.4,,0.1,0.3,0.4,.044,,-1.8,-0.5,-2.3,0.0
316,Ben McLemore\mclembe01,SG,27,HOU,24,372,7.9,.496,.729,.164,2.7,12.2,7.3,9.3,1.8,0.2,13.3,19.9,,-0.4,0.4,0.0,-0.005,,-3.5,-1.2,-4.7,-0.3
317,Nicolò Melli\mellini01,PF,30,NOP,17,186,3.8,.344,.825,.125,1.8,21.0,11.4,10.3,2.1,0.5,14.2,11.3,,-0.2,0.1,-0.1,-0.029,,-6.0,0.7,-5.4,-0.2
318,De'Anthony Melton\meltode01,PG,22,MEM,20,408,17.6,.590,.484,.130,2.6,14.2,8.2,20.4,2.8,3.3,12.8,20.2,,0.5,0.6,1.1,.135,,1.5,2.1,3.6,0.6
319,Sam Merrill\merrisa01,SG,24,MIL,13,77,10.4,.531,.647,.118,5.6,13.2,9.5,17.0,1.2,0.0,14.4,11.4,,0.1,0.1,0.2,.105,,-1.3,-1.0,-2.3,0.0
320,Chimezie Metu\metuch01,C,23,SAC,11,71,20.3,.545,.100,.300,16.7,19.2,18.0,10.4,2.0,7.2,15.0,23.9,,0.1,0.1,0.1,.084,,-0.7,-0.5,-1.3,0.0
321,Khris Middleton\middlkh01,SF,29,MIL,36,1203,19.7,.612,.350,.235,2.8,16.1,9.6,24.7,1.6,0.4,13.4,24.4,,2.9,1.2,4.1,.164,,3.2,-0.4,2.8,1.5
322,Darius Miller\milleda01,SF,30,OKC,12,111,12.6,.671,.875,.125,0.9,13.1,7.0,12.8,2.2,3.2,16.5,11.9,,0.1,0.2,0.3,.124,,-0.9,2.4,1.5,0.1
323,Patty Mills\millspa02,PG,32,SAS,32,824,14.4,.601,.650,.119,1.2,6.2,3.7,15.2,1.2,0.1,8.7,20.4,,1.1,0.6,1.7,.099,,1.6,-1.7,-0.1,0.4
324,Paul Millsap\millspa01,PF,35,DEN,26,621,17.1,.630,.413,.312,7.6,16.8,12.3,9.5,1.7,2.2,10.8,17.0,,1.3,0.7,2.0,.156,,1.6,-0.7,0.9,0.5
325,Shake Milton\miltosh01,SG,24,PHI,28,703,14.5,.555,.324,.317,2.7,6.5,4.7,18.3,1.2,0.9,11.0,23.7,,0.8,0.6,1.4,.098,,-1.0,-1.4,-2.4,-0.1
326,Donovan Mitchell\mitchdo01,SG,24,UTA,34,1154,19.0,.549,.433,.266,3.5,10.9,7.3,26.0,1.4,0.7,11.7,32.2,,1.9,1.3,3.2,.134,,2.7,-1.0,1.7,1.1
327,Adam Mokoka\mokokad01,SG,22,CHI,7,42,5.4,.393,.571,.000,2.7,7.8,5.3,12.4,2.3,2.0,12.5,16.3,,-0.1,0.0,0.0,-0.032,,-5.8,-0.8,-6.6,0.0
328,Malik Monk\monkma01,SG,22,CHO,22,499,14.4,.609,.552,.211,1.7,12.2,6.9,12.6,0.6,0.4,11.9,23.5,,0.5,0.2,0.8,.073,,0.7,-2.6,-1.8,0.0
329,E'Twaun Moore\mooreet01,SG,31,PHO,22,334,8.4,.473,.263,.105,3.8,9.2,6.5,13.9,2.1,1.1,15.3,15.7,,-0.2,0.4,0.3,.036,,-4.8,0.9,-3.9,-0.2
330,Ja Morant\moranja01,PG,21,MEM,24,738,19.2,.540,.237,.364,2.9,8.9,5.8,38.3,1.6,0.5,13.6,29.1,,1.0,0.7,1.7,.108,,2.4,-1.8,0.6,0.5
331,Juwan Morgan\morgaju01,PF,23,UTA,15,71,7.2,.494,.714,.357,6.2,14.5,10.5,7.3,2.1,0.0,11.0,11.0,,0.0,0.1,0.1,.084,,-4.1,1.5,-2.6,0.0
332,Marcus Morris\morrima03,PF,31,LAC,28,684,13.9,.588,.509,.153,3.4,13.7,8.7,5.3,1.1,1.0,7.8,20.6,,0.8,0.5,1.4,.097,,0.5,-1.7,-1.2,0.1
333,Markieff Morris\morrima02,PF,31,LAL,31,539,9.3,.526,.600,.200,4.6,19.4,12.1,7.7,0.6,1.3,10.2,14.2,,0.2,0.8,1.0,.091,,-2.3,-0.2,-2.5,-0.1
334,Monte Morris\morrimo01,PG,25,DEN,35,949,13.8,.570,.372,.205,0.9,8.1,4.6,16.8,1.2,1.0,6.9,16.1,,1.6,0.6,2.2,.112,,0.2,-1.3,-1.1,0.2
335,Mychal Mulder\muldemy01,PG,26,GSW,34,360,10.1,.611,.861,.139,0.3,8.7,4.5,5.8,1.0,1.7,6.5,14.4,,0.2,0.3,0.6,.077,,-1.4,-0.7,-2.2,0.0
336,Dejounte Murray\murrade01,PG,24,SAS,32,992,17.2,.520,.231,.152,2.0,21.9,11.8,26.5,2.5,0.3,9.9,23.4,,0.5,1.5,2.1,.101,,-0.1,1.2,1.1,0.8
337,Jamal Murray\murraja01,PG,23,DEN,34,1204,18.7,.602,.403,.219,2.3,11.0,6.7,19.5,1.6,0.9,11.3,25.2,,2.5,1.0,3.4,.136,,2.7,-1.1,1.5,1.1
338,Mike Muscala\muscami01,C,29,OKC,34,633,14.6,.594,.692,.133,3.1,18.0,10.6,6.9,0.6,1.5,7.0,20.6,,0.6,0.7,1.4,.103,,0.7,-1.2,-0.5,0.3
339,Sviatoslav Mykhailiuk\mykhasv01,SF,23,DET,35,608,9.9,.528,.759,.142,1.9,11.2,6.4,12.2,2.0,0.9,14.4,18.8,,-0.3,0.5,0.2,.019,,-1.5,-1.0,-2.5,-0.1
340,Abdel Nader\naderab01,SF,27,PHO,19,273,13.0,.599,.367,.278,1.3,17.2,9.4,7.7,1.1,2.3,11.4,18.7,,0.2,0.4,0.6,.100,,-1.4,0.8,-0.7,0.1
341,Larry Nance Jr.\nancela02,PF,28,CLE,19,635,13.1,.571,.434,.145,4.7,18.6,11.5,13.7,2.9,1.4,15.4,12.4,,0.5,0.8,1.2,.094,,-1.0,2.0,1.0,0.5
342,Aaron Nesmith\nesmiaa01,SF,21,BOS,18,281,6.2,.549,.762,.190,4.0,13.8,8.8,3.3,0.5,1.7,13.9,12.1,,0.0,0.2,0.2,.035,,-3.8,-0.9,-4.7,-0.2
343,Raul Neto\netora01,PG,28,WAS,29,591,12.6,.547,.383,.153,2.3,9.6,5.9,14.3,2.6,0.3,9.1,16.1,,0.4,0.5,0.9,.074,,-1.5,0.1,-1.4,0.1
344,Georges Niang\niangge01,PF,27,UTA,36,481,9.9,.573,.701,.030,2.8,14.1,8.6,7.0,1.1,0.5,12.0,17.2,,0.2,0.6,0.8,.081,,-2.0,0.1,-1.9,0.0
345,Zeke Nnaji\nnajize01,PF,20,DEN,23,248,10.4,.640,.590,.115,4.7,10.4,7.6,1.6,0.6,0.8,7.2,12.2,,0.3,0.1,0.5,.090,,-0.7,-2.2,-2.9,-0.1
346,Nerlens Noel\noelne01,C,26,NYK,32,710,14.8,.629,.018,.297,10.4,18.8,14.7,3.9,2.3,9.0,22.8,10.1,,0.5,1.6,2.1,.144,,-2.7,3.4,0.7,0.5
347,Jaylen Nowell\nowelja01,SG,21,MIN,22,367,12.5,.531,.424,.218,2.8,9.8,6.1,9.9,1.3,0.9,6.1,22.6,,0.2,0.2,0.4,.047,,-1.6,-1.9,-3.5,-0.1
348,Frank Ntilikina\ntilila01,PG,22,NYK,9,127,13.0,.663,.568,.135,0.9,5.0,2.9,8.2,3.1,0.0,11.3,15.4,,0.2,0.2,0.4,.135,,-1.5,2.0,0.5,0.1
349,Kendrick Nunn\nunnke01,PG,25,MIA,28,839,13.1,.573,.482,.118,2.0,10.2,6.3,14.8,1.9,1.1,12.6,21.2,,0.2,1.0,1.2,.067,,-0.9,0.2,-0.7,0.3
350,Jusuf Nurkić\nurkiju01,C,26,POR,12,280,16.1,.514,.117,.262,8.5,26.8,17.4,17.7,1.9,3.5,16.7,21.2,,0.1,0.3,0.4,.063,,-2.6,0.0,-2.6,0.0
351,David Nwaba\nwabada01,SF,28,HOU,28,642,14.4,.555,.303,.317,5.9,11.3,8.5,6.8,2.2,2.7,6.7,16.9,,0.7,0.8,1.5,.110,,-1.4,1.0,-0.5,0.3
352,Jordan Nwora\nworajo01,SF,22,MIL,10,82,12.9,.616,.432,.270,1.3,17.4,9.6,0.0,2.3,2.2,19.5,26.3,,-0.1,0.1,0.0,.024,,-3.6,-1.9,-5.4,-0.1
353,Royce O'Neale\onealro01,SF,27,UTA,36,1181,10.0,.606,.709,.131,4.2,17.3,11.0,10.2,1.2,1.3,15.7,9.7,,1.4,1.6,3.0,.120,,-1.1,1.5,0.4,0.7
354,Semi Ojeleye\ojelese01,PF,26,BOS,34,645,9.0,.572,.709,.185,3.4,13.8,8.6,5.5,0.8,0.0,7.9,11.8,,0.7,0.3,1.0,.074,,-1.0,-1.1,-2.1,0.0
355,Jahlil Okafor\okafoja01,C,25,DET,12,120,15.5,.595,.071,.048,11.7,13.5,12.5,4.3,0.8,1.5,8.5,17.0,,0.2,0.1,0.2,.098,,-0.6,-2.5,-3.1,0.0
356,Chuma Okeke\okekech01,PF,22,ORL,20,437,9.2,.487,.512,.116,4.1,12.8,8.3,12.1,1.8,1.5,12.6,10.2,,0.1,0.4,0.5,.054,,-2.9,0.2,-2.7,-0.1
357,Josh Okogie\okogijo01,SG,22,MIN,29,558,7.0,.451,.410,.306,4.7,9.4,7.0,7.2,2.0,2.1,12.6,13.1,,-0.3,0.4,0.1,.005,,-5.2,-0.3,-5.5,-0.5
358,Onyeka Okongwu\okongon01,C,20,ATL,16,159,12.3,.585,.027,.405,8.3,18.5,13.4,4.6,1.8,3.9,15.5,13.9,,0.1,0.2,0.3,.090,,-4.2,0.6,-3.6,-0.1
359,Isaac Okoro\okorois01,SG,20,CLE,31,1030,6.5,.503,.413,.236,3.2,6.0,4.5,7.8,1.7,1.4,15.6,12.3,,-0.4,0.6,0.3,.013,,-4.6,-0.3,-4.9,-0.7
360,KZ Okpala\okpalkz01,PF,21,MIA,19,199,3.3,.446,.600,.150,4.8,11.3,8.2,4.9,0.7,2.1,17.4,11.6,,-0.2,0.2,0.0,-0.011,,-6.4,-1.4,-7.7,-0.3
361,Victor Oladipo\oladivi01,SG,28,TOT,24,786,15.0,.501,.415,.218,1.1,16.6,8.7,23.2,2.2,1.2,10.0,29.0,,-0.5,1.0,0.5,.032,,-0.1,-0.5,-0.5,0.3
362,Victor Oladipo\oladivi01,SG,28,IND,9,300,15.9,.535,.454,.243,0.4,18.8,9.6,19.4,2.4,0.6,9.7,26.9,,0.1,0.4,0.4,.068,,1.5,-0.8,0.6,0.2
363,Victor Oladipo\oladivi01,SG,28,HOU,15,486,14.4,.483,.394,.204,1.5,15.2,8.1,25.5,2.0,1.6,10.2,30.3,,-0.5,0.6,0.1,.009,,-1.0,-0.2,-1.3,0.1
364,Kelly Olynyk\olynyke01,C,29,MIA,35,927,12.0,.564,.672,.100,4.1,20.0,12.5,12.5,1.5,2.2,12.8,17.3,,0.3,1.3,1.6,.083,,-1.2,0.7,-0.6,0.3
365,Miye Oni\onimi01,SG,23,UTA,26,206,7.5,.566,.868,.158,7.5,16.0,11.9,3.7,0.7,1.5,14.7,9.9,,0.2,0.3,0.4,.096,,-2.9,0.4,-2.5,0.0
366,Cedi Osman\osmande01,SF,25,CLE,35,904,11.0,.493,.578,.134,2.9,13.3,8.0,15.5,1.6,0.4,8.7,20.2,,0.1,0.6,0.7,.040,,-1.1,-0.9,-2.1,0.0
367,Daniel Oturu\oturuda01,C,21,LAC,10,42,21.6,.630,.067,.133,13.7,23.4,18.7,14.5,0.0,6.2,11.2,18.8,,0.1,0.1,0.2,.209,,0.2,0.3,0.5,0.0
368,Kelly Oubre Jr.\oubreke01,SF,25,GSW,35,1062,13.7,.532,.404,.225,5.1,15.4,10.3,6.9,1.7,2.3,8.1,22.1,,0.1,1.5,1.5,.069,,-1.5,-0.3,-1.8,0.0
369,Jabari Parker\parkeja01,PF,25,SAC,2,25,5.5,.571,.143,.000,4.3,22.7,13.3,5.5,0.0,3.4,30.0,17.0,,0.0,0.0,0.0,-0.089,,-7.9,-1.0,-8.9,0.0
370,Eric Paschall\pascher01,PF,24,GSW,34,599,13.5,.556,.170,.321,4.6,14.9,9.8,11.3,0.7,0.6,10.4,23.9,,0.2,0.6,0.8,.064,,-1.7,-1.7,-3.4,-0.2
371,Anžejs Pasečņiks\pasecan01,C,25,WAS,1,6,-40.9,.000,1.000,.000,17.2,0.0,8.8,19.4,0.0,0.0,83.3,41.5,,-0.1,0.0,-0.1,-1.124,,-40.1,-7.1,-47.1,-0.1
372,Patrick Patterson\pattepa01,PF,31,LAC,10,130,8.3,.566,.737,.105,3.5,13.5,8.6,5.1,1.1,0.7,15.0,15.9,,0.0,0.1,0.1,.038,,-2.0,-1.2,-3.1,0.0
373,Justin Patton\pattoju01,C,23,HOU,6,128,15.0,.626,.548,.129,4.0,16.4,10.0,5.8,2.6,6.8,5.8,11.6,,0.2,0.2,0.4,.158,,-2.3,3.1,0.8,0.1
