PLAYER,TEAM,GP,POSS,FREQ,PPP,PTS,FGM,FGA,FG%,EFG%,FT FREQ,TOV FREQ,SF FREQ,AND ONE FREQ,SCORE FREQ,PERCENTILE
Collin Sexton,CLE,65,1.9,9.10%,1,1.9,0.9,1.6,44.30%,47.20%,12.20%,5.70%,11.40%,4.10%,46.30%,80
De'Aaron Fox,SAC,51,2.5,11.10%,0.95,2.3,0.8,1.6,46.90%,48.80%,20.80%,16.80%,20.00%,2.40%,48.00%,69.2
Donovan Mitchell,UTA,69,1.9,7.70%,0.92,1.7,0.9,1.5,38.10%,43.80%,11.70%,7.80%,10.90%,1.60%,41.40%,64.4
Anthony Davis,LAL,63,1.9,8.20%,0.96,1.8,0.9,1.5,39.60%,40.10%,18.30%,5.00%,16.70%,3.30%,46.70%,71.3
Tobias Harris,PHI,72,1.9,10.20%,0.81,1.6,1.1,1.7,37.20%,38.80%,8.60%,5.80%,7.90%,1.40%,39.60%,41.3
Eric Paschall,GSW,60,1.9,13.70%,0.98,1.9,0.8,1.5,48.30%,48.90%,15.90%,9.70%,15.00%,4.40%,48.70%,74.9
Bojan Bogdanovic,UTA,63,1.8,9.50%,0.92,1.7,0.9,1.5,39.10%,50.00%,6.10%,13.90%,5.20%,0.00%,37.40%,64
Jimmy Butler,MIA,58,1.9,9.70%,0.95,1.8,0.8,1.4,41.80%,43.70%,23.10%,6.50%,23.10%,3.70%,49.10%,70
Carmelo Anthony,POR,58,2.1,12.60%,0.86,1.8,1.1,1.8,37.30%,37.70%,12.50%,5.00%,12.50%,2.50%,41.70%,51
Montrezl Harrell,LAC,63,1.6,9.20%,1.04,1.6,0.6,1.2,52.00%,52.00%,26.50%,9.20%,27.60%,13.30%,51.00%,84.2
Danilo Gallinari,OKC,62,1.6,9.70%,0.97,1.5,0.8,1.3,35.90%,44.20%,14.30%,8.20%,13.30%,2.00%,40.80%,72.9
Ja Morant,MEM,67,1.7,9.00%,0.8,1.4,0.9,1.4,36.30%,40.10%,13.70%,12.00%,13.70%,3.40%,37.60%,34.8
Nikola Jokic,DEN,73,1.2,6.30%,1.02,1.3,0.5,1,50.00%,52.00%,11.10%,7.80%,10.00%,1.10%,51.10%,82.6
Eric Bledsoe,MIL,61,1.4,8.90%,1.08,1.5,0.4,0.9,50.90%,60.90%,19.00%,19.00%,16.70%,3.60%,47.60%,88.7
Paul George,LAC,48,2.4,11.40%,0.75,1.8,1.3,1.9,30.30%,36.50%,11.40%,10.50%,10.50%,0.00%,34.20%,23.5
Derrick Rose,DET,50,1.6,8.40%,1.08,1.7,0.7,1.3,49.30%,50.00%,15.40%,5.10%,14.10%,6.40%,51.30%,87.8
Joel Embiid,PHI,51,1.9,8.30%,0.84,1.6,0.8,1.4,43.70%,45.10%,13.70%,15.80%,12.60%,4.20%,40.00%,46.9
D'Angelo Russell,GSW,33,2.3,9.50%,1.03,2.4,1.2,2.1,41.20%,48.50%,9.20%,2.60%,9.20%,1.30%,44.70%,83
Kemba Walker,BOS,56,1.3,6.70%,1.04,1.4,0.6,1,42.10%,49.10%,17.60%,8.10%,16.20%,2.70%,47.30%,83.8
Anfernee Simons,POR,70,1.1,11.80%,1,1.1,0.6,0.9,38.50%,43.10%,16.00%,4.00%,14.70%,6.70%,42.70%,80
Terry Rozier,CHA,63,1.3,7.40%,0.88,1.2,0.8,1.2,35.10%,43.90%,9.40%,7.10%,9.40%,3.50%,36.50%,57.1
Buddy Hield,SAC,72,1.2,6.20%,0.87,1,0.7,1.1,39.00%,48.10%,1.20%,10.50%,1.20%,1.20%,34.90%,54.3
Marcus Morris Sr.,NYK,43,1.8,9.80%,0.96,1.7,0.9,1.5,40.90%,47.00%,11.70%,6.50%,10.40%,3.90%,42.90%,71.7
Ish Smith,WAS,68,1.1,9.40%,0.95,1.1,0.5,1,46.40%,49.30%,5.20%,7.80%,5.20%,2.60%,44.20%,68.4
Bam Adebayo,MIA,72,1.2,7.60%,0.81,1,0.5,0.8,44.30%,44.30%,14.60%,19.10%,11.20%,2.20%,41.60%,39.7
Andrew Wiggins,MIN,42,2.1,9.10%,0.8,1.7,1.2,1.9,38.30%,42.00%,6.70%,6.70%,6.70%,3.30%,36.70%,36.1
Kyrie Irving,BKN,20,3.3,12.90%,1.06,3.5,1.6,2.9,46.60%,54.30%,6.10%,7.60%,1.50%,1.50%,45.50%,85.8
Jamal Murray,DEN,59,1.4,7.50%,0.85,1.2,0.8,1.3,39.20%,46.60%,2.40%,8.50%,2.40%,1.20%,36.60%,49.4
Jaylen Brown,BOS,57,1.5,7.40%,0.82,1.2,0.8,1.3,37.50%,40.30%,10.80%,6.00%,7.20%,3.60%,38.60%,42.9
Lou Williams,LAC,65,1.4,7.00%,0.77,1,0.7,1.1,33.80%,37.30%,11.40%,10.20%,10.20%,2.30%,36.40%,29.5
Devonte' Graham,CHA,63,1.6,7.90%,0.69,1.1,1,1.3,25.90%,30.90%,12.20%,8.20%,9.20%,3.10%,29.60%,20.2
Jeff Teague,MIN,34,2.4,17.40%,0.84,2,1.1,1.9,39.70%,44.40%,7.50%,13.80%,7.50%,0.00%,38.80%,46.2
Jordan Clarkson,UTA,42,1.5,9.70%,1.07,1.5,0.6,1.2,52.00%,57.00%,9.80%,13.10%,9.80%,4.90%,47.50%,86.6
Harrison Barnes,SAC,72,1.1,8.00%,0.8,0.9,0.5,0.8,35.20%,35.20%,20.00%,15.00%,17.50%,2.50%,41.30%,36.1
Gordon Hayward,BOS,52,1,6.30%,1.15,1.2,0.4,0.8,53.50%,58.10%,11.10%,9.30%,11.10%,0.00%,53.70%,94.3
Dejounte Murray,SAS,66,1.2,9.50%,0.81,0.9,0.5,0.9,44.10%,44.90%,9.10%,14.30%,9.10%,1.30%,40.30%,38.5
Rudy Gay,SAS,67,1.2,10.60%,0.79,0.9,0.6,0.9,38.10%,38.90%,10.10%,10.10%,10.10%,0.00%,40.50%,32.8
Kevin Porter Jr.,CLE,50,1.5,13.60%,0.8,1.2,0.8,1.3,36.50%,42.10%,10.50%,10.50%,9.20%,3.90%,35.50%,38.1
Fred VanVleet,TOR,54,1.4,7.60%,0.81,1.1,0.8,1.2,35.40%,39.20%,8.10%,5.40%,8.10%,1.40%,37.80%,40.5
Kyle Lowry,TOR,58,1.2,6.10%,0.87,1,0.6,0.9,37.30%,41.20%,14.70%,13.20%,10.30%,2.90%,39.70%,52.6
D'Angelo Russell,MIN,12,3.8,16.10%,1.29,4.8,1.8,3.4,46.30%,63.40%,8.90%,2.20%,8.90%,2.20%,48.90%,96.4
Jaren Jackson Jr.,MEM,57,1.1,6.40%,0.93,1,0.5,0.8,44.70%,50.00%,15.00%,8.30%,15.00%,1.70%,46.70%,66.5
Tristan Thompson,CLE,57,1.1,8.50%,0.89,1,0.5,0.9,42.30%,44.20%,11.10%,7.90%,9.50%,1.60%,44.40%,57.5
Karl-Anthony Towns,MIN,35,1.4,6.00%,1.12,1.6,0.5,1,48.60%,55.70%,18.40%,10.20%,14.30%,0.00%,53.10%,91.1
Tim Hardaway Jr.,DAL,71,0.9,6.40%,0.83,0.8,0.6,0.8,31.70%,40.00%,7.60%,1.50%,7.60%,0.00%,34.80%,45.1
Goran Dragic,MIA,59,0.8,4.80%,1.13,0.9,0.3,0.6,48.60%,59.50%,12.80%,10.60%,12.80%,2.10%,48.90%,91.9
Aaron Holiday,IND,66,0.8,7.70%,0.98,0.8,0.4,0.7,46.80%,51.10%,3.80%,7.50%,3.80%,0.00%,45.30%,74.5
Bogdan Bogdanovic,SAC,61,0.9,5.90%,0.94,0.8,0.5,0.8,40.80%,50.00%,3.70%,7.40%,1.90%,1.90%,38.90%,67.6
Kyle Kuzma,LAL,61,1.3,9.60%,0.65,0.8,0.8,1.1,31.30%,33.60%,8.90%,11.40%,8.90%,5.10%,30.40%,16.2
Eric Gordon,HOU,36,1.4,9.00%,1.02,1.4,0.5,1,50.00%,55.60%,16.30%,14.30%,16.30%,4.10%,49.00%,82.2
Ben Simmons,PHI,57,0.9,5.20%,0.98,0.9,0.2,0.5,56.70%,56.70%,27.50%,13.70%,25.50%,0.00%,56.90%,74.1
Mike Conley,UTA,47,0.9,6.10%,1.09,1,0.3,0.7,52.90%,64.70%,9.10%,18.20%,9.10%,4.50%,45.50%,89.1
Alec Burks,GSW,48,1.1,7.10%,0.87,1,0.6,0.9,29.50%,35.20%,16.40%,5.50%,14.50%,1.80%,38.20%,54.7
Andre Drummond,DET,49,1.2,6.30%,0.79,1,0.6,0.9,40.00%,40.00%,13.10%,13.10%,11.50%,0.00%,41.00%,34.4
Will Barton,DEN,58,1,6.40%,0.81,0.8,0.6,0.9,34.00%,43.00%,3.50%,8.80%,3.50%,0.00%,33.30%,39.3
Coby White,CHI,65,0.9,5.90%,0.79,0.7,0.5,0.8,35.30%,38.20%,7.10%,5.40%,7.10%,3.60%,35.70%,33.5
Kevin Love,CLE,56,0.9,5.20%,0.86,0.8,0.4,0.8,40.50%,40.50%,12.00%,4.00%,12.00%,2.00%,44.00%,51.4
T.J. Warren,IND,67,0.8,4.40%,0.84,0.6,0.4,0.7,43.20%,43.20%,7.80%,7.80%,7.80%,2.00%,43.10%,47.8
Marcus Smart,BOS,60,0.9,6.20%,0.81,0.7,0.4,0.7,33.30%,37.20%,17.00%,11.30%,13.20%,1.90%,37.70%,40.9
Darius Garland,CLE,59,1,6.50%,0.75,0.7,0.5,0.7,32.60%,37.20%,12.30%,12.30%,12.30%,0.00%,35.10%,25.5
Jordan Clarkson,CLE,29,1.6,11.60%,0.91,1.4,0.9,1.4,37.50%,41.30%,13.00%,6.50%,10.90%,6.50%,39.10%,61.5
RJ Barrett,NYK,56,1.1,6.50%,0.67,0.8,0.6,0.8,30.40%,30.40%,19.00%,12.70%,19.00%,4.80%,36.50%,17.1
Aaron Gordon,ORL,62,0.9,5.50%,0.76,0.6,0.5,0.7,31.00%,32.10%,18.90%,5.70%,18.90%,3.80%,39.60%,25.9
T.J. McConnell,IND,71,0.4,4.90%,1.5,0.5,0.1,0.4,76.00%,76.00%,3.80%,3.80%,3.80%,3.80%,73.10%,99.2
Joe Ingles,UTA,72,0.5,5.00%,1.05,0.5,0.3,0.4,37.50%,50.00%,10.80%,2.70%,8.10%,0.00%,43.20%,85
Kendrick Nunn,MIA,67,0.8,5.00%,0.74,0.6,0.4,0.7,34.80%,38.00%,3.80%,9.40%,3.80%,0.00%,34.00%,22.7
Jordan Poole,GSW,57,0.9,8.00%,0.76,0.6,0.5,0.7,33.30%,41.00%,6.10%,14.30%,4.10%,0.00%,32.70%,26.7
Rui Hachimura,WAS,48,0.8,5.90%,0.92,0.8,0.3,0.6,46.40%,46.40%,17.90%,10.30%,15.40%,0.00%,51.30%,65
Rodney Hood,POR,21,1.1,11.90%,1.42,1.6,0.4,1,63.60%,70.50%,12.50%,0.00%,12.50%,4.20%,66.70%,98
De'Andre Hunter,ATL,63,0.5,4.00%,1,0.5,0.2,0.4,50.00%,52.10%,26.50%,8.80%,23.50%,5.90%,47.10%,80
Jordan McRae,WAS,29,1.3,9.70%,0.9,1.2,0.7,1,36.70%,41.70%,15.80%,5.30%,13.20%,0.00%,44.70%,57.9
Jeremy Lamb,IND,46,0.9,7.30%,0.81,0.7,0.5,0.8,35.10%,39.20%,9.50%,4.80%,7.10%,2.40%,38.10%,40.1
Evan Fournier,ORL,66,0.7,3.80%,0.77,0.5,0.3,0.5,43.80%,45.30%,6.80%,22.70%,6.80%,2.30%,36.40%,29.5
Miles Bridges,CHA,65,0.7,4.90%,0.77,0.5,0.4,0.6,40.00%,42.50%,0.00%,9.10%,0.00%,0.00%,36.40%,29.5
Alec Burks,PHI,18,1.2,10.60%,1.52,1.8,0.4,1.1,57.90%,71.10%,14.30%,0.00%,9.50%,4.80%,61.90%,99.6
Taurean Prince,BKN,64,0.6,4.50%,0.78,0.5,0.4,0.6,35.10%,40.50%,2.40%,7.30%,2.40%,0.00%,34.10%,32.4
Dillon Brooks,MEM,73,0.7,4.20%,0.6,0.4,0.5,0.6,24.40%,27.80%,7.50%,7.50%,7.50%,0.00%,28.30%,11.3
Rajon Rondo,LAL,48,0.8,9.10%,0.78,0.6,0.5,0.7,35.30%,39.70%,7.50%,7.50%,5.00%,0.00%,37.50%,30.8
Delon Wright,DAL,73,0.4,6.00%,0.94,0.4,0.2,0.4,38.50%,40.40%,18.80%,6.30%,18.80%,6.30%,43.80%,67.2
Jarrett Culver,MIN,63,0.7,6.10%,0.7,0.5,0.3,0.5,37.50%,42.20%,11.60%,14.00%,11.60%,0.00%,34.90%,20.6
Josh Richardson,PHI,55,0.5,3.20%,1.12,0.5,0.2,0.4,45.80%,54.20%,7.70%,0.00%,7.70%,0.00%,50.00%,90.7
Seth Curry,DAL,64,0.4,4.20%,1,0.4,0.2,0.4,44.00%,52.00%,3.60%,7.10%,3.60%,0.00%,42.90%,80
Jerami Grant,DEN,71,0.4,4.00%,0.9,0.4,0.2,0.4,36.00%,36.00%,22.60%,3.20%,22.60%,6.50%,45.20%,59.9
Dennis Smith Jr.,NYK,34,1,11.60%,0.82,0.8,0.5,0.8,42.90%,50.00%,5.90%,11.80%,5.90%,0.00%,35.30%,43.5
Paul Millsap,DEN,51,0.7,6.30%,0.78,0.5,0.3,0.5,37.50%,37.50%,19.40%,13.90%,19.40%,0.00%,44.40%,31.7
George Hill,MIL,59,0.5,5.90%,0.96,0.5,0.3,0.4,38.50%,51.90%,0.00%,7.10%,0.00%,0.00%,35.70%,72.4
Tomas Satoransky,CHI,65,0.4,3.80%,0.96,0.4,0.2,0.4,44.40%,44.40%,10.70%,0.00%,10.70%,7.10%,46.40%,72.4
Kelly Oubre Jr.,PHX,56,0.6,3.10%,0.87,0.5,0.3,0.4,37.50%,39.60%,19.40%,3.20%,19.40%,0.00%,45.20%,53.8
Kristaps Porzingis,DAL,57,0.8,4.20%,0.54,0.5,0.5,0.7,26.80%,26.80%,8.30%,8.30%,8.30%,2.10%,29.20%,8.1
Michael Porter Jr.,DEN,55,0.4,4.70%,1.14,0.5,0.2,0.3,43.80%,59.40%,18.20%,9.10%,18.20%,0.00%,50.00%,92.7
Blake Griffin,DET,18,1.7,9.30%,0.81,1.4,1,1.4,28.00%,36.00%,16.10%,6.50%,12.90%,3.20%,35.50%,38.9
Emmanuel Mudiay,UTA,54,0.5,6.30%,0.86,0.4,0.2,0.4,47.60%,50.00%,10.70%,17.90%,10.70%,3.60%,42.90%,50.2
Bobby Portis,NYK,66,0.5,4.30%,0.8,0.4,0.3,0.5,40.00%,40.00%,0.00%,0.00%,0.00%,0.00%,40.00%,36.1
Quinn Cook,LAL,44,0.5,7.90%,1.15,0.5,0.2,0.4,57.90%,60.50%,0.00%,5.00%,0.00%,0.00%,55.00%,94.7
Donte DiVincenzo,MIL,66,0.4,3.90%,0.92,0.3,0.2,0.3,36.80%,39.50%,16.00%,8.00%,12.00%,0.00%,44.00%,63.6
Gary Trent Jr.,POR,61,0.5,6.20%,0.77,0.4,0.3,0.5,34.50%,39.70%,0.00%,3.30%,0.00%,0.00%,33.30%,27.5
J.J. Barea,DAL,29,1.1,12.50%,0.72,0.8,0.7,1,32.10%,33.90%,6.30%,6.30%,6.30%,0.00%,34.40%,21.9
Theo Pinson,BKN,33,0.9,14.90%,0.76,0.7,0.5,0.8,34.60%,36.50%,6.90%,3.40%,6.90%,0.00%,37.90%,27.1
Christian Wood,DET,62,0.6,5.20%,0.61,0.4,0.3,0.4,33.30%,33.30%,13.90%,19.40%,11.10%,0.00%,36.10%,11.8
D.J. Augustin,ORL,57,0.6,6.10%,0.6,0.4,0.4,0.4,16.00%,22.00%,16.20%,18.90%,13.50%,2.70%,24.30%,10.5
Terence Davis,TOR,72,0.2,3.00%,1.31,0.3,0.1,0.2,53.80%,65.40%,18.80%,6.30%,18.80%,6.30%,56.30%,96.8
Rondae Hollis-Jefferson,TOR,60,0.3,3.80%,1.24,0.4,0.1,0.2,57.10%,57.10%,17.60%,0.00%,17.60%,0.00%,64.70%,96
Norman Powell,TOR,52,0.4,2.60%,1.11,0.4,0.2,0.3,50.00%,59.40%,5.30%,10.50%,5.30%,0.00%,47.40%,90.3
Ricky Rubio,PHX,65,0.3,2.30%,0.96,0.3,0.2,0.3,35.30%,41.20%,18.20%,4.50%,13.60%,0.00%,45.50%,70.4
Patrick Beverley,LAC,51,0.5,5.60%,0.88,0.4,0.2,0.4,45.00%,47.50%,8.30%,12.50%,8.30%,4.20%,41.70%,55.5
Zion Williamson,NOP,24,1,4.80%,0.88,0.9,0.3,0.6,50.00%,50.00%,20.80%,29.20%,20.80%,8.30%,41.70%,55.5
Markieff Morris,DET,44,0.4,3.40%,1.18,0.5,0.2,0.3,53.30%,53.30%,11.80%,0.00%,11.80%,0.00%,58.80%,95.1
Larry Nance Jr.,CLE,56,0.4,4.00%,0.95,0.4,0.2,0.3,50.00%,55.60%,0.00%,14.30%,0.00%,0.00%,42.90%,69.6
E'Twaun Moore,NOP,56,0.4,4.70%,0.87,0.4,0.2,0.4,40.90%,45.50%,0.00%,4.30%,0.00%,0.00%,39.10%,53.3
P.J. Washington,CHA,58,0.4,3.10%,0.87,0.3,0.1,0.2,54.50%,63.60%,30.40%,30.40%,26.10%,8.70%,39.10%,53.3
Jeff Teague,ATL,25,1,10.40%,0.83,0.8,0.4,0.7,38.90%,38.90%,16.70%,16.70%,16.70%,8.30%,37.50%,45.1
Bruce Brown,DET,58,0.4,4.30%,0.77,0.3,0.2,0.3,31.60%,34.20%,15.40%,11.50%,15.40%,0.00%,38.50%,28.2
Troy Brown Jr.,WAS,69,0.4,3.50%,0.74,0.3,0.2,0.3,34.80%,34.80%,11.10%,3.70%,11.10%,0.00%,40.70%,23.1
Cory Joseph,SAC,72,0.4,5.90%,0.65,0.3,0.3,0.4,33.30%,33.30%,6.50%,9.70%,6.50%,3.20%,32.30%,15.8
Courtney Lee,DAL,24,0.5,11.50%,1.73,0.8,0.1,0.5,81.80%,86.40%,0.00%,0.00%,0.00%,0.00%,81.80%,100
Kris Dunn,CHI,51,0.4,4.40%,1,0.4,0.1,0.3,64.30%,64.30%,10.50%,21.10%,10.50%,5.30%,52.60%,80
Shabazz Napier,MIN,36,0.6,5.60%,0.86,0.5,0.3,0.5,41.20%,47.10%,4.50%,18.20%,4.50%,0.00%,36.40%,51.8
Jonas Valanciunas,MEM,70,0.3,2.40%,0.83,0.3,0.1,0.2,56.30%,56.30%,4.30%,26.10%,4.30%,0.00%,43.50%,44.1
Malik Monk,CHA,55,0.5,4.90%,0.63,0.3,0.4,0.5,19.20%,25.00%,10.00%,3.30%,10.00%,0.00%,26.70%,13.8
Isaac Bonga,WAS,66,0.2,4.60%,1.2,0.3,0.1,0.2,60.00%,60.00%,33.30%,20.00%,33.30%,20.00%,53.30%,95.5
Jabari Parker,ATL,32,0.5,3.50%,1.06,0.6,0.2,0.4,50.00%,50.00%,17.60%,11.80%,11.80%,0.00%,52.90%,85.4
Harry Giles III,SAC,46,0.4,6.30%,0.9,0.4,0.2,0.4,50.00%,50.00%,0.00%,10.00%,0.00%,0.00%,45.00%,59.3
Moritz Wagner,WAS,45,0.5,5.50%,0.86,0.4,0.2,0.3,30.80%,30.80%,28.60%,14.30%,28.60%,4.80%,42.90%,50.2
Omari Spellman,GSW,49,0.4,5.40%,0.86,0.4,0.2,0.4,47.40%,47.40%,0.00%,9.50%,0.00%,0.00%,42.90%,50.2
Jalen Brunson,DAL,57,0.4,4.50%,0.82,0.3,0.2,0.3,38.90%,38.90%,9.10%,9.10%,4.50%,0.00%,40.90%,42
Tyler Herro,MIA,55,0.5,3.40%,0.69,0.3,0.3,0.4,27.30%,27.30%,11.50%,3.80%,11.50%,0.00%,34.60%,19.8
Garrett Temple,BKN,62,0.5,4.10%,0.64,0.3,0.3,0.4,28.00%,32.00%,7.10%,7.10%,7.10%,3.60%,28.60%,15
JJ Redick,NOP,60,0.3,2.10%,1.06,0.3,0.1,0.1,57.10%,71.40%,31.30%,25.00%,31.30%,6.30%,50.00%,86.2
Monte Morris,DEN,73,0.3,3.10%,0.85,0.2,0.1,0.2,44.40%,44.40%,5.00%,10.00%,5.00%,5.00%,40.00%,48.6
Solomon Hill,MEM,48,0.4,6.90%,0.85,0.4,0.2,0.4,38.90%,44.40%,10.00%,5.00%,10.00%,5.00%,40.00%,48.6
Markelle Fultz,ORL,72,0.3,2.00%,0.85,0.2,0.1,0.2,61.50%,61.50%,5.00%,35.00%,5.00%,5.00%,40.00%,48.6
Elfrid Payton,NYK,45,0.5,3.80%,0.77,0.4,0.2,0.4,38.90%,38.90%,13.60%,4.50%,13.60%,0.00%,40.90%,29.5
Nemanja Bjelica,SAC,72,0.3,3.20%,0.68,0.2,0.2,0.3,38.90%,41.70%,4.00%,24.00%,4.00%,0.00%,32.00%,17.8
Terrence Ross,ORL,69,0.4,2.70%,0.65,0.2,0.2,0.3,33.30%,35.70%,3.80%,15.40%,0.00%,0.00%,30.80%,16.6
Lonzo Ball,NOP,63,0.5,3.60%,0.52,0.3,0.3,0.4,21.40%,26.80%,6.10%,12.10%,6.10%,3.00%,21.20%,6.5
Brandon Goodwin,ATL,34,0.3,4.70%,1.46,0.5,0.1,0.3,70.00%,70.00%,9.10%,0.00%,9.10%,0.00%,72.70%,98.4
John Collins,ATL,41,0.3,1.90%,1.14,0.4,0.1,0.2,50.00%,50.00%,28.60%,7.10%,14.30%,7.10%,57.10%,93.9
Robert Covington,MIN,48,0.3,2.30%,1.14,0.3,0.1,0.3,50.00%,66.70%,0.00%,14.30%,0.00%,0.00%,42.90%,93.9
Damyean Dotson,NYK,48,0.3,4.40%,1.14,0.3,0.1,0.3,46.20%,53.80%,7.10%,0.00%,7.10%,0.00%,50.00%,93.9
Andrew Wiggins,GSW,12,1.6,8.10%,0.84,1.3,0.8,1.4,41.20%,41.20%,15.80%,5.30%,15.80%,10.50%,42.10%,46.9
Darius Bazley,OKC,61,0.3,4.90%,0.84,0.3,0.2,0.3,37.50%,43.80%,10.50%,10.50%,10.50%,5.30%,36.80%,46.9
Derrick White,SAS,68,0.3,2.70%,0.8,0.2,0.1,0.2,42.90%,46.40%,10.00%,25.00%,10.00%,5.00%,35.00%,36.1
Michael Carter-Williams,ORL,45,0.4,5.60%,0.8,0.4,0.3,0.4,31.60%,31.60%,15.00%,0.00%,10.00%,10.00%,35.00%,36.1
Dwayne Bacon,CHA,39,0.6,7.30%,0.73,0.4,0.3,0.5,38.90%,38.90%,9.10%,9.10%,9.10%,0.00%,40.90%,22.3
Cam Reddish,ATL,58,0.4,3.50%,0.64,0.3,0.2,0.4,33.30%,35.70%,4.00%,12.00%,4.00%,0.00%,32.00%,14.2
Al Horford,PHI,67,0.4,3.00%,0.64,0.2,0.3,0.4,29.20%,31.30%,4.00%,0.00%,4.00%,0.00%,32.00%,14.2
Victor Oladipo,IND,19,1.6,9.40%,0.53,0.8,0.8,1.2,27.30%,29.50%,6.70%,20.00%,6.70%,0.00%,26.70%,6.9
Josh Okogie,MIN,62,0.2,1.80%,1.5,0.2,0,0.1,66.70%,75.00%,30.00%,10.00%,30.00%,0.00%,70.00%,99.2
Nickeil Alexander-Walker,NOP,47,0.4,5.40%,0.83,0.3,0.2,0.3,37.50%,37.50%,11.10%,0.00%,11.10%,0.00%,44.40%,45.1
Kyle Anderson,MEM,67,0.3,4.70%,0.75,0.2,0.1,0.2,42.90%,42.90%,25.00%,5.00%,25.00%,0.00%,45.00%,24.2
LaMarcus Aldridge,SAS,53,0.4,2.20%,0.71,0.3,0.2,0.3,33.30%,33.30%,14.30%,4.80%,14.30%,4.80%,38.10%,21.1
