,name,team,date,location,opponent,made_field_goals,made_two_point_field_goals,attempted_two_point_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,attempted_free_throws,made_free_throws,offensive_rebounds,defensive_rebounds,assists,blocks,turnovers,steals,seconds_played
1901,Enes Kanter,BOSTON CELTICS,2020-01-13,HOME,CHICAGO BULLS,5.27,5.27,8.44,8.63,0.0,0.19,1.08,0.96,3.94,8.8,1.27,0.4,1.55,0.12,1198.84
1902,Marvin Bagley,SACRAMENTO KINGS,2020-01-13,HOME,ORLANDO MAGIC,7.01,6.74,12.47,14.45,0.27,1.99,1.29,1.12,3.07,6.47,1.17,0.89,1.28,0.61,1902.5
1903,Daniel Gafford,CHICAGO BULLS,2020-01-13,AWAY,BOSTON CELTICS,3.0,3.0,4.69,4.69,0.0,0.0,1.26,0.63,2.57,2.34,0.95,1.59,1.52,1.09,1299.85
1904,Thaddeus Young,CHICAGO BULLS,2020-01-13,AWAY,BOSTON CELTICS,3.42,2.57,5.12,8.11,0.85,2.99,1.22,0.91,1.63,3.87,1.43,0.15,0.86,1.69,1555.27
1905,Willy Hernangómez,CHARLOTTE HORNETS,2020-01-13,AWAY,PORTLAND TRAIL BLAZERS,2.3,2.3,4.2,4.47,0.0,0.27,1.52,0.92,1.39,3.53,1.42,0.3,0.79,0.69,900.83
1906,Justin Holiday,INDIANA PACERS,2020-01-13,HOME,PHILADELPHIA 76ERS,3.81,0.78,1.83,7.5,3.03,5.68,0.78,0.54,0.24,1.86,2.92,0.12,0.8,0.96,1432.93
1907,Domantas Sabonis,INDIANA PACERS,2020-01-13,HOME,PHILADELPHIA 76ERS,9.06,9.06,12.01,12.72,0.0,0.7,6.03,4.45,3.63,8.31,6.36,0.44,2.34,1.11,2212.92
1908,Al Horford,PHILADELPHIA 76ERS,2020-01-13,AWAY,INDIANA PACERS,5.75,3.8,6.97,11.96,1.95,4.99,1.49,0.61,2.6,3.86,4.53,0.88,1.31,0.95,1991.62
1909,Frank Jackson,NEW ORLEANS PELICANS,2020-01-13,AWAY,DETROIT PISTONS,3.48,2.13,3.32,7.31,1.36,3.99,0.89,0.22,0.0,0.0,0.85,0.34,1.12,0.0,819.58
1910,Terrence Ross,ORLANDO MAGIC,2020-01-13,AWAY,SACRAMENTO KINGS,5.29,2.94,4.44,13.06,2.36,8.62,4.08,3.16,0.0,2.34,0.0,0.19,0.96,1.95,1649.6
1911,Tobias Harris,PHILADELPHIA 76ERS,2020-01-13,AWAY,INDIANA PACERS,7.85,5.42,11.85,17.57,2.43,5.72,1.04,1.04,0.68,6.25,2.37,0.17,0.49,0.54,1981.57
1912,Alex Caruso,LOS ANGELES LAKERS,2020-01-13,HOME,CLEVELAND CAVALIERS,2.62,1.73,3.85,5.35,0.89,1.5,1.95,1.65,0.34,1.08,1.72,0.3,0.69,0.54,1057.31
1913,Brad Wanamaker,BOSTON CELTICS,2020-01-13,HOME,CHICAGO BULLS,1.59,1.35,3.48,4.34,0.24,0.86,0.95,0.95,0.0,2.22,2.68,0.42,1.15,0.57,1086.72
1914,Collin Sexton,CLEVELAND CAVALIERS,2020-01-13,AWAY,LOS ANGELES LAKERS,8.68,6.67,14.42,18.76,2.01,4.35,3.43,2.94,0.97,2.8,1.46,0.48,1.18,0.97,2158.82
1915,JaVale McGee,LOS ANGELES LAKERS,2020-01-13,HOME,CLEVELAND CAVALIERS,3.08,2.93,4.68,5.02,0.15,0.34,1.58,0.86,1.95,3.48,0.59,1.95,1.08,1.28,1108.32
1916,Cedi Osman,CLEVELAND CAVALIERS,2020-01-13,AWAY,LOS ANGELES LAKERS,5.02,3.44,5.52,10.37,1.58,4.85,2.08,1.24,0.67,4.84,2.2,0.15,2.14,0.19,2144.44
1917,Troy Daniels,LOS ANGELES LAKERS,2020-01-13,HOME,CLEVELAND CAVALIERS,1.64,0.89,1.61,3.74,0.75,2.13,0.0,0.0,0.3,1.49,0.19,0.19,0.15,0.0,605.63
1918,Josh Okogie,MINNESOTA TIMBERWOLVES,2020-01-13,HOME,OKLAHOMA CITY THUNDER,2.63,1.44,1.86,5.77,1.19,3.91,2.34,2.05,1.23,2.53,2.67,0.9,1.3,2.13,1380.52
1919,Lonzo Ball,NEW ORLEANS PELICANS,2020-01-13,AWAY,DETROIT PISTONS,5.69,3.29,6.37,13.44,2.41,7.08,1.46,0.97,1.78,6.41,9.21,0.85,3.06,0.67,2143.87
1920,Jarrett Culver,MINNESOTA TIMBERWOLVES,2020-01-13,HOME,OKLAHOMA CITY THUNDER,6.14,4.25,8.18,12.73,1.89,4.56,1.73,1.07,2.4,3.43,2.49,0.54,2.85,1.11,1836.43
1921,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,2020-01-13,HOME,CLEVELAND CAVALIERS,3.35,1.64,3.43,6.92,1.71,3.49,2.12,1.76,0.54,1.5,0.81,0.24,0.46,0.39,1491.01
1922,Andre Drummond,DETROIT PISTONS,2020-01-13,HOME,NEW ORLEANS PELICANS,6.67,6.37,12.72,13.17,0.3,0.45,6.06,3.62,5.27,10.14,2.15,1.47,2.37,1.24,2064.38
1923,E'Twaun Moore,NEW ORLEANS PELICANS,2020-01-13,AWAY,DETROIT PISTONS,3.77,2.62,6.03,10.15,1.15,4.12,0.99,0.65,0.72,2.45,2.32,0.48,1.09,1.34,1369.82
1924,Langston Galloway,DETROIT PISTONS,2020-01-13,HOME,NEW ORLEANS PELICANS,2.45,1.14,2.0,5.84,1.3,3.84,0.57,0.12,0.0,0.88,1.86,0.0,0.36,1.02,1185.94
1925,Gordon Hayward,BOSTON CELTICS,2020-01-13,HOME,CHICAGO BULLS,6.37,4.62,8.05,11.94,1.75,3.89,1.09,0.94,0.91,3.75,2.91,0.64,1.44,0.61,1957.56
1926,Jaxson Hayes,NEW ORLEANS PELICANS,2020-01-13,AWAY,DETROIT PISTONS,6.1,6.1,8.25,8.25,0.0,0.0,4.73,2.25,2.05,3.79,0.99,1.98,0.78,0.24,1427.18
1927,Lauri Markkanen,CHICAGO BULLS,2020-01-13,AWAY,BOSTON CELTICS,5.63,2.97,5.33,12.09,2.66,6.76,1.5,1.31,1.64,4.25,1.86,0.0,1.35,0.27,1864.1
1928,Josh Hart,NEW ORLEANS PELICANS,2020-01-13,AWAY,DETROIT PISTONS,3.91,1.97,2.99,9.51,1.94,6.52,1.61,1.06,1.55,5.72,1.77,0.12,0.73,0.81,1943.07
1929,Avery Bradley,LOS ANGELES LAKERS,2020-01-13,HOME,CLEVELAND CAVALIERS,2.51,1.08,3.31,5.53,1.43,2.21,0.24,0.24,0.12,1.15,0.87,0.15,0.81,0.7,1375.7
1930,Andrew Wiggins,MINNESOTA TIMBERWOLVES,2020-01-13,HOME,OKLAHOMA CITY THUNDER,5.8,4.09,8.35,14.58,1.7,6.23,3.33,2.51,1.74,2.17,3.63,0.22,2.34,0.35,1674.26
1931,Kent Bazemore,PORTLAND TRAIL BLAZERS,2020-01-13,HOME,CHARLOTTE HORNETS,2.01,1.55,4.07,8.11,0.46,4.05,2.69,1.97,0.15,3.75,0.66,0.54,1.01,1.57,1807.87
1932,Quinn Cook,LOS ANGELES LAKERS,2020-01-13,HOME,CLEVELAND CAVALIERS,3.3,2.21,3.7,5.61,1.08,1.9,0.41,0.41,0.0,0.41,1.49,0.0,0.82,0.41,582.54
1933,Hassan Whiteside,PORTLAND TRAIL BLAZERS,2020-01-13,HOME,CHARLOTTE HORNETS,7.11,6.82,12.37,12.66,0.3,0.3,3.77,2.84,5.7,10.36,1.1,3.77,1.71,0.24,1938.01
1934,Mike Muscala,OKLAHOMA CITY THUNDER,2020-01-13,AWAY,MINNESOTA TIMBERWOLVES,1.61,0.92,1.34,4.52,0.69,3.17,1.09,0.86,0.55,4.04,0.88,0.3,0.48,0.19,880.98
1935,Jeff Teague,MINNESOTA TIMBERWOLVES,2020-01-13,HOME,OKLAHOMA CITY THUNDER,3.63,2.92,6.35,8.77,0.7,2.43,2.1,1.76,0.68,0.99,5.15,0.27,2.72,0.61,1388.69
1936,Raul Neto,PHILADELPHIA 76ERS,2020-01-13,AWAY,INDIANA PACERS,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.44,0.0,0.44,0.0,0.44,0.56,191.78
1937,Wesley Iwundu,ORLANDO MAGIC,2020-01-13,AWAY,SACRAMENTO KINGS,2.35,1.89,5.31,6.45,0.46,1.14,2.35,2.2,1.55,2.92,0.96,0.64,0.81,0.55,1545.73
1938,Dennis Schröder,OKLAHOMA CITY THUNDER,2020-01-13,AWAY,MINNESOTA TIMBERWOLVES,6.42,4.87,9.54,14.24,1.55,4.7,2.53,1.83,0.15,3.54,3.35,0.0,2.28,0.42,1958.36
1939,Doug McDermott,INDIANA PACERS,2020-01-13,HOME,PHILADELPHIA 76ERS,3.44,2.07,3.69,8.2,1.37,4.51,0.0,0.0,0.24,1.34,1.07,0.3,0.36,0.3,1174.33
1940,Gary Trent,PORTLAND TRAIL BLAZERS,2020-01-13,HOME,CHARLOTTE HORNETS,1.81,0.79,2.89,5.82,1.02,2.94,0.48,0.48,0.24,1.13,1.02,0.38,0.19,1.01,1111.9
1941,Cody Zeller,CHARLOTTE HORNETS,2020-01-13,AWAY,PORTLAND TRAIL BLAZERS,4.72,4.44,7.99,9.38,0.27,1.39,3.01,2.2,2.58,2.78,1.87,0.12,0.85,0.42,1316.26
1942,Denzel Valentine,CHICAGO BULLS,2020-01-13,AWAY,BOSTON CELTICS,0.89,0.89,0.89,1.33,0.0,0.44,0.0,0.0,0.0,0.44,0.56,0.0,0.0,0.0,260.89
1943,Aaron Holiday,INDIANA PACERS,2020-01-13,HOME,PHILADELPHIA 76ERS,4.89,3.71,7.67,11.09,1.18,3.42,2.22,1.77,0.5,1.39,6.65,0.39,1.47,0.53,1685.41
1944,Kris Dunn,CHICAGO BULLS,2020-01-13,AWAY,BOSTON CELTICS,3.75,2.52,4.68,8.3,1.23,3.62,0.61,0.49,0.39,3.9,3.56,0.0,1.81,2.06,1864.15
1945,Matisse Thybulle,PHILADELPHIA 76ERS,2020-01-13,AWAY,INDIANA PACERS,0.0,0.0,2.0,4.0,0.0,2.0,1.11,1.11,1.89,2.0,0.89,0.56,0.44,0.56,1157.78
1946,Coby White,CHICAGO BULLS,2020-01-13,AWAY,BOSTON CELTICS,4.91,2.72,5.74,10.83,2.19,5.08,1.84,0.77,0.73,2.74,2.08,0.0,1.93,0.66,1479.06
1947,Mohamed Bamba,ORLANDO MAGIC,2020-01-13,AWAY,SACRAMENTO KINGS,1.41,1.25,1.82,2.6,0.15,0.78,0.5,0.31,0.98,3.74,0.45,1.21,0.77,0.78,905.37
1948,Noah Vonleh,MINNESOTA TIMBERWOLVES,2020-01-13,HOME,OKLAHOMA CITY THUNDER,1.93,1.93,2.81,2.81,0.0,0.0,0.54,0.54,1.37,3.43,0.27,0.17,0.54,0.22,588.54
1949,Chris Paul,OKLAHOMA CITY THUNDER,2020-01-13,AWAY,MINNESOTA TIMBERWOLVES,6.74,4.36,7.21,13.59,2.38,6.38,2.76,2.1,0.15,5.61,6.27,0.0,2.2,1.78,1910.11
1950,Khem Birch,ORLANDO MAGIC,2020-01-13,AWAY,SACRAMENTO KINGS,1.22,1.22,2.44,2.44,0.0,0.0,3.28,2.5,1.95,4.23,1.02,0.66,1.02,0.71,1394.03
1951,John Henson,CLEVELAND CAVALIERS,2020-01-13,AWAY,LOS ANGELES LAKERS,3.2,3.2,4.75,5.43,0.0,0.67,0.41,0.41,2.31,4.43,2.15,0.41,0.67,0.33,1081.79
1952,Dwayne Bacon,CHARLOTTE HORNETS,2020-01-13,AWAY,PORTLAND TRAIL BLAZERS,5.08,4.06,6.42,8.46,1.02,2.04,2.01,0.99,0.31,3.33,1.43,0.0,1.59,0.49,1474.36
1953,Harry Giles,SACRAMENTO KINGS,2020-01-13,HOME,ORLANDO MAGIC,2.95,2.95,6.28,6.28,0.0,0.0,1.14,1.14,1.42,4.37,1.01,0.0,1.72,0.74,897.18
1954,Jared Dudley,LOS ANGELES LAKERS,2020-01-13,HOME,CLEVELAND CAVALIERS,0.66,0.33,0.33,1.39,0.33,1.07,0.0,0.0,0.0,1.72,0.0,0.33,0.0,0.0,699.92
1955,Gorgui Dieng,MINNESOTA TIMBERWOLVES,2020-01-13,HOME,OKLAHOMA CITY THUNDER,5.02,2.56,4.16,8.62,2.47,4.47,0.88,0.69,2.34,4.79,2.81,0.97,1.83,0.96,1313.77
1956,Kyle Kuzma,LOS ANGELES LAKERS,2020-01-13,HOME,CLEVELAND CAVALIERS,8.54,6.25,11.13,16.91,2.29,5.78,3.15,2.4,1.55,3.96,1.09,0.12,1.1,0.0,1759.63
1957,T.J. McConnell,INDIANA PACERS,2020-01-13,HOME,PHILADELPHIA 76ERS,2.52,2.33,4.16,4.35,0.19,0.19,0.59,0.0,0.61,1.94,5.33,0.0,1.62,0.57,1338.4
1958,Furkan Korkmaz,PHILADELPHIA 76ERS,2020-01-13,AWAY,INDIANA PACERS,2.11,0.9,1.73,5.44,1.2,3.72,0.56,0.39,0.0,1.98,1.07,0.0,0.27,0.51,989.92
1959,Mike Scott,PHILADELPHIA 76ERS,2020-01-13,AWAY,INDIANA PACERS,2.26,1.22,2.93,6.78,1.04,3.85,1.11,1.11,1.44,2.81,0.44,0.34,0.0,0.56,1278.79
1960,Dean Wade,CLEVELAND CAVALIERS,2020-01-13,AWAY,LOS ANGELES LAKERS,1.0,0.44,0.44,1.0,0.56,0.56,0.0,0.0,0.44,1.56,0.0,0.0,1.0,0.0,279.56
1961,Keita Bates-Diop,MINNESOTA TIMBERWOLVES,2020-01-13,HOME,OKLAHOMA CITY THUNDER,2.34,1.68,3.32,6.13,0.66,2.81,3.91,2.37,0.54,3.55,0.92,0.36,0.54,0.43,1153.35
1962,Romeo Langford,BOSTON CELTICS,2020-01-13,HOME,CHICAGO BULLS,0.48,0.24,1.39,2.65,0.24,1.26,1.05,0.38,0.3,0.19,0.3,0.0,0.59,0.3,750.6
1963,Jaylen Hoard,PORTLAND TRAIL BLAZERS,2020-01-13,HOME,CHARLOTTE HORNETS,1.49,1.49,3.66,4.27,0.0,0.61,1.83,1.22,1.17,1.83,0.0,0.0,1.17,0.88,649.59
1964,Marvin Williams,CHARLOTTE HORNETS,2020-01-13,AWAY,PORTLAND TRAIL BLAZERS,1.26,0.74,1.07,3.0,0.52,1.93,2.46,2.05,0.0,1.67,0.26,0.74,0.41,0.93,899.08
1965,D.J. Augustin,ORLANDO MAGIC,2020-01-13,AWAY,SACRAMENTO KINGS,3.38,1.73,5.28,8.88,1.66,3.6,7.84,6.11,0.3,1.92,5.44,0.0,1.73,0.55,1574.06
1966,Dante Exum,CLEVELAND CAVALIERS,2020-01-13,AWAY,LOS ANGELES LAKERS,5.69,3.46,4.8,7.62,2.23,2.82,1.34,1.34,0.0,2.87,2.0,0.0,1.56,0.41,1118.39
1967,Zylan Cheatham,NEW ORLEANS PELICANS,2020-01-13,AWAY,DETROIT PISTONS,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,656.0
1968,Treveon Graham,MINNESOTA TIMBERWOLVES,2020-01-13,HOME,OKLAHOMA CITY THUNDER,1.0,0.56,1.56,3.44,0.44,1.89,1.11,1.11,0.0,1.44,1.56,0.0,0.56,0.56,849.67
1969,Abdel Nader,OKLAHOMA CITY THUNDER,2020-01-13,AWAY,MINNESOTA TIMBERWOLVES,2.15,1.81,2.48,3.84,0.34,1.37,0.0,0.0,0.54,0.59,1.2,0.0,0.49,0.38,662.96
1970,Nickeil Alexander-Walker,NEW ORLEANS PELICANS,2020-01-13,AWAY,DETROIT PISTONS,2.7,0.95,3.14,8.16,1.76,5.02,1.0,0.22,0.56,2.47,4.09,0.0,0.88,0.0,1266.49
1971,Harrison Barnes,SACRAMENTO KINGS,2020-01-13,HOME,ORLANDO MAGIC,5.62,3.91,6.2,9.91,1.71,3.71,3.96,3.23,0.0,2.03,2.57,0.12,0.4,0.49,2038.0
1972,Dewayne Dedmon,SACRAMENTO KINGS,2020-01-13,HOME,ORLANDO MAGIC,2.44,2.0,3.0,6.44,0.44,3.44,2.67,2.22,1.44,4.67,0.44,0.0,1.89,0.0,1227.0
1973,Tyler Cook,CLEVELAND CAVALIERS,2020-01-13,AWAY,LOS ANGELES LAKERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,Chandler Hutchison,CHICAGO BULLS,2020-01-13,AWAY,BOSTON CELTICS,0.95,0.61,2.09,2.7,0.34,0.61,1.3,0.65,0.0,1.75,0.27,0.34,0.68,0.22,615.74
1975,Jordan Bone,DETROIT PISTONS,2020-01-13,HOME,NEW ORLEANS PELICANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,Semi Ojeleye,BOSTON CELTICS,2020-01-13,HOME,CHICAGO BULLS,0.98,0.49,0.98,2.28,0.49,1.31,0.38,0.38,0.49,0.79,0.43,0.0,0.0,0.0,662.85
1977,Darius Bazley,OKLAHOMA CITY THUNDER,2020-01-13,AWAY,MINNESOTA TIMBERWOLVES,1.39,0.73,2.95,4.65,0.65,1.7,0.24,0.24,0.66,2.64,0.42,0.91,0.78,0.36,893.21
1978,Goga Bitadze,INDIANA PACERS,2020-01-13,HOME,PHILADELPHIA 76ERS,0.89,0.89,1.45,1.96,0.0,0.51,0.89,0.72,0.17,1.68,0.34,0.34,0.89,0.34,470.77
1979,Cory Joseph,SACRAMENTO KINGS,2020-01-13,HOME,ORLANDO MAGIC,3.01,1.73,4.37,6.92,1.28,2.55,1.52,1.52,0.31,1.01,2.53,0.0,1.04,0.98,1323.66
1980,Javonte Green,BOSTON CELTICS,2020-01-13,HOME,CHICAGO BULLS,1.51,0.9,2.13,2.74,0.61,0.61,1.57,1.57,0.62,2.36,0.44,0.0,0.56,1.3,583.78
1981,Shaquille Harrison,CHICAGO BULLS,2020-01-13,AWAY,BOSTON CELTICS,1.0,0.74,1.0,1.92,0.26,0.92,0.0,0.0,0.33,0.0,0.41,0.0,0.0,0.26,430.1
1982,Thon Maker,DETROIT PISTONS,2020-01-13,HOME,NEW ORLEANS PELICANS,2.11,1.92,2.4,3.74,0.19,1.34,1.62,1.08,1.01,2.23,0.24,0.95,1.32,0.54,801.98
1983,Norvel Pelle,PHILADELPHIA 76ERS,2020-01-13,AWAY,INDIANA PACERS,2.44,2.44,3.56,3.56,0.0,0.0,1.11,0.0,1.67,3.44,0.0,1.89,0.44,0.56,840.22
1984,Cristiano Felício,CHICAGO BULLS,2020-01-13,AWAY,BOSTON CELTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,Justin James,SACRAMENTO KINGS,2020-01-13,HOME,ORLANDO MAGIC,0.48,0.24,1.15,1.39,0.24,0.24,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,181.78
1986,Jeremy Lamb,INDIANA PACERS,2020-01-13,HOME,PHILADELPHIA 76ERS,3.99,2.33,5.84,9.31,1.67,3.47,1.77,1.61,0.7,4.39,1.76,0.15,0.58,1.08,1531.05
1987,Tony Snell,DETROIT PISTONS,2020-01-13,HOME,NEW ORLEANS PELICANS,3.66,1.94,2.8,6.89,1.72,4.09,0.12,0.12,0.0,1.45,2.21,0.3,0.89,0.3,1683.82
1988,Luke Kornet,CHICAGO BULLS,2020-01-13,AWAY,BOSTON CELTICS,2.72,1.23,1.64,5.92,1.49,4.28,0.0,0.0,0.41,2.05,1.07,1.15,0.0,0.82,857.87
1989,Malik Monk,CHARLOTTE HORNETS,2020-01-13,AWAY,PORTLAND TRAIL BLAZERS,1.38,0.81,1.77,3.92,0.57,2.15,0.57,0.19,0.46,1.12,1.57,0.19,1.04,0.24,856.51
1990,Markieff Morris,DETROIT PISTONS,2020-01-13,HOME,NEW ORLEANS PELICANS,2.78,1.15,2.64,6.06,1.63,3.42,1.82,1.42,1.36,2.48,0.94,0.55,0.94,0.0,1111.55
1991,Ryan Arcidiacono,CHICAGO BULLS,2020-01-13,AWAY,BOSTON CELTICS,2.0,0.44,0.89,2.89,1.56,2.0,0.0,0.0,0.0,0.89,2.11,0.0,1.0,1.11,944.44
1992,Trevor Ariza,SACRAMENTO KINGS,2020-01-13,HOME,ORLANDO MAGIC,3.66,1.32,2.15,7.09,2.34,4.94,2.65,1.97,0.73,6.19,2.37,0.15,0.99,2.18,1857.17
1993,Nassir Little,PORTLAND TRAIL BLAZERS,2020-01-13,HOME,CHARLOTTE HORNETS,1.2,0.96,1.63,3.13,0.24,1.5,1.14,0.43,0.15,2.04,0.24,0.54,0.0,0.0,503.93
1994,Anfernee Simons,PORTLAND TRAIL BLAZERS,2020-01-13,HOME,CHARLOTTE HORNETS,3.71,3.02,5.85,8.19,0.69,2.33,2.2,1.66,0.12,2.62,1.22,0.3,2.09,0.24,1462.35
1995,Hamidou Diallo,OKLAHOMA CITY THUNDER,2020-01-13,AWAY,MINNESOTA TIMBERWOLVES,1.49,1.3,5.31,5.86,0.19,0.55,2.44,1.59,0.72,2.17,0.57,0.15,0.84,0.12,1058.89
1996,Vincent Poirier,BOSTON CELTICS,2020-01-13,HOME,CHICAGO BULLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Trey Burke,PHILADELPHIA 76ERS,2020-01-13,AWAY,INDIANA PACERS,2.97,2.2,3.47,5.58,0.77,2.11,0.69,0.17,0.27,1.06,1.83,0.0,0.39,0.0,786.0
1998,Alfonzo McKinnie,CLEVELAND CAVALIERS,2020-01-13,AWAY,LOS ANGELES LAKERS,2.7,2.7,4.48,6.6,0.0,2.12,0.54,0.54,1.41,2.02,0.85,0.0,0.66,1.66,1282.54
1999,Brandon Knight,CLEVELAND CAVALIERS,2020-01-13,AWAY,LOS ANGELES LAKERS,2.99,1.22,2.27,7.27,1.77,5.0,0.17,0.0,0.51,1.83,3.09,0.22,1.46,0.17,1311.1
2000,Miles Bridges,CHARLOTTE HORNETS,2020-01-13,AWAY,PORTLAND TRAIL BLAZERS,6.34,4.53,6.36,11.03,1.81,4.68,1.8,1.33,1.59,4.97,3.13,1.09,2.55,1.3,1978.25
2001,Kawhi Leonard,LOS ANGELES CLIPPERS,2020-01-14,HOME,CLEVELAND CAVALIERS,10.98,9.15,16.92,23.22,1.83,6.31,5.0,4.46,1.0,5.91,4.23,0.44,3.63,2.61,2053.11
2002,Giannis Antetokounmpo,MILWAUKEE BUCKS,2020-01-14,HOME,NEW YORK KNICKS,9.1,7.71,13.18,17.79,1.39,4.61,9.26,6.29,0.84,11.87,5.08,0.15,2.48,1.01,1800.11
2003,Kyrie Irving,BROOKLYN NETS,2020-01-14,HOME,UTAH JAZZ,10.48,7.01,11.59,18.73,3.47,7.14,5.15,4.79,1.29,3.32,4.89,0.42,4.14,1.16,1950.07
2004,Devin Booker,PHOENIX SUNS,2020-01-14,AWAY,ATLANTA HAWKS,8.53,6.5,11.27,17.47,2.03,6.2,7.84,7.39,0.19,3.15,6.97,0.3,3.97,1.2,2273.23
2005,Ja Morant,MEMPHIS GRIZZLIES,2020-01-14,HOME,HOUSTON ROCKETS,7.55,6.98,12.14,14.19,0.57,2.05,2.56,2.25,1.26,4.19,9.8,0.0,4.07,1.09,1837.45
2006,Trae Young,ATLANTA HAWKS,2020-01-14,HOME,PHOENIX SUNS,9.15,6.06,12.34,21.68,3.08,9.34,11.24,9.45,0.95,5.31,9.18,0.24,5.17,0.9,2167.68
2007,Rudy Gobert,UTAH JAZZ,2020-01-14,AWAY,BROOKLYN NETS,5.73,5.73,8.8,8.8,0.0,0.0,6.33,3.74,4.0,11.27,2.71,1.98,1.63,0.85,1939.7
2008,James Harden,HOUSTON ROCKETS,2020-01-14,AWAY,MEMPHIS GRIZZLIES,8.27,3.79,9.32,21.9,4.48,12.58,12.83,10.94,0.88,8.08,7.6,1.09,6.6,1.28,1936.33
2009,Joe Ingles,UTAH JAZZ,2020-01-14,AWAY,BROOKLYN NETS,4.97,1.71,4.39,10.96,3.26,6.57,2.35,2.16,0.19,1.58,5.87,0.0,0.72,1.26,1693.6
2010,Kevin Huerter,ATLANTA HAWKS,2020-01-14,HOME,PHOENIX SUNS,5.52,2.62,6.5,11.81,2.9,5.32,0.86,0.86,0.54,4.75,3.49,0.24,1.18,0.59,1861.91
2011,Dwight Powell,DALLAS MAVERICKS,2020-01-14,AWAY,GOLDEN STATE WARRIORS,5.52,5.52,6.43,7.32,0.0,0.89,5.09,3.1,1.97,5.99,1.5,0.5,1.72,0.85,1857.67
2012,Dillon Brooks,MEMPHIS GRIZZLIES,2020-01-14,HOME,HOUSTON ROCKETS,6.93,3.87,8.27,16.44,3.06,8.17,1.53,1.3,0.79,2.3,2.1,0.48,1.0,0.43,1735.27
2013,Mikal Bridges,PHOENIX SUNS,2020-01-14,AWAY,ATLANTA HAWKS,2.4,1.95,2.91,4.12,0.45,1.21,1.3,1.0,0.45,2.92,0.46,0.63,1.24,1.37,1526.4
2014,Lou Williams,LOS ANGELES CLIPPERS,2020-01-14,HOME,CLEVELAND CAVALIERS,7.9,4.63,9.13,15.88,3.27,6.75,6.69,6.1,1.24,1.73,6.48,0.24,3.65,0.42,1915.79
2015,Julius Randle,NEW YORK KNICKS,2020-01-14,AWAY,MILWAUKEE BUCKS,7.04,5.95,12.59,17.43,1.09,4.85,5.3,3.83,1.97,7.88,3.25,0.9,2.41,1.25,1969.95
2016,RJ Barrett,NEW YORK KNICKS,2020-01-14,AWAY,MILWAUKEE BUCKS,6.07,5.41,10.1,12.68,0.66,2.58,7.29,5.58,0.51,4.99,1.37,0.12,1.86,1.38,2033.67
2017,John Collins,ATLANTA HAWKS,2020-01-14,HOME,PHOENIX SUNS,5.0,4.18,8.55,12.37,0.82,3.81,4.06,2.9,2.24,7.22,1.71,2.61,1.4,0.31,1707.43
2018,Ivica Zubac,LOS ANGELES CLIPPERS,2020-01-14,HOME,CLEVELAND CAVALIERS,2.85,2.85,3.94,3.94,0.0,0.0,0.0,0.0,1.96,5.28,0.66,0.78,0.36,0.0,964.9
2019,Collin Sexton,CLEVELAND CAVALIERS,2020-01-14,AWAY,LOS ANGELES CLIPPERS,7.56,6.14,14.04,17.63,1.42,3.59,3.54,3.15,0.88,2.54,2.17,0.38,1.54,0.78,2136.62
2020,Deandre Ayton,PHOENIX SUNS,2020-01-14,AWAY,ATLANTA HAWKS,7.68,7.68,14.41,14.41,0.0,0.0,1.75,1.04,3.3,6.64,1.84,1.63,1.34,0.75,1889.41
2021,Patrick Beverley,LOS ANGELES CLIPPERS,2020-01-14,HOME,CLEVELAND CAVALIERS,3.0,0.79,2.54,7.66,2.21,5.11,1.31,0.98,0.33,7.05,7.39,0.98,2.21,0.67,1847.56
2022,Eric Gordon,HOUSTON ROCKETS,2020-01-14,AWAY,MEMPHIS GRIZZLIES,4.89,1.33,4.07,14.97,3.56,10.9,3.61,2.36,0.26,1.82,1.92,0.0,1.08,0.0,1707.82
2023,Bobby Portis,NEW YORK KNICKS,2020-01-14,AWAY,MILWAUKEE BUCKS,3.07,2.45,5.92,7.94,0.62,2.02,1.63,1.27,2.0,2.51,3.53,0.0,0.48,0.0,1210.72
2024,Clint Capela,HOUSTON ROCKETS,2020-01-14,AWAY,MEMPHIS GRIZZLIES,7.33,7.33,12.07,12.07,0.0,0.0,4.23,3.7,6.03,9.36,1.2,1.33,0.33,1.18,2005.89
2025,Jonas Valančiūnas,MEMPHIS GRIZZLIES,2020-01-14,HOME,HOUSTON ROCKETS,8.04,7.05,9.69,12.11,0.99,2.42,4.18,3.58,3.58,8.04,2.37,1.69,1.87,0.64,1605.28
