,name,team,date,location,opponent,made_field_goals,made_two_point_field_goals,attempted_two_point_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,attempted_free_throws,made_free_throws,offensive_rebounds,defensive_rebounds,assists,blocks,turnovers,steals,seconds_played
6213,James Ennis,ORLANDO MAGIC,2020-02-10,HOME,ATLANTA HAWKS,1.06,1.06,1.46,2.47,0.0,1.01,0.0,0.0,0.0,0.96,0.49,0.24,0.42,0.49,531.53
6214,PJ Dozier,DENVER NUGGETS,2020-02-10,HOME,SAN ANTONIO SPURS,1.76,1.63,3.82,5.6,0.12,1.78,0.9,0.51,0.65,1.42,1.26,0.95,0.74,0.84,944.5
6215,Dorian Finney-Smith,DALLAS MAVERICKS,2020-02-10,HOME,UTAH JAZZ,4.82,2.91,4.95,9.87,1.91,4.92,1.1,1.1,2.01,3.5,3.04,0.46,1.82,0.73,1939.36
6216,Damian Jones,ATLANTA HAWKS,2020-02-10,AWAY,ORLANDO MAGIC,1.9,1.9,2.69,2.93,0.0,0.24,0.93,0.93,1.51,3.92,0.89,0.85,1.01,1.1,1218.26
6217,JaVale McGee,LOS ANGELES LAKERS,2020-02-10,HOME,PHOENIX SUNS,2.69,2.69,4.5,4.74,0.0,0.24,1.56,1.22,1.5,3.72,0.39,0.97,1.17,0.3,1017.71
6218,Lonnie Walker,SAN ANTONIO SPURS,2020-02-10,AWAY,DENVER NUGGETS,2.41,2.03,4.32,5.96,0.38,1.63,1.27,0.79,0.38,1.4,0.78,0.58,0.79,0.42,1036.2
6219,Georges Niang,UTAH JAZZ,2020-02-10,AWAY,DALLAS MAVERICKS,1.91,0.88,1.68,5.05,1.03,3.36,0.72,0.72,0.15,1.51,0.27,0.0,0.49,0.19,713.41
6220,Brandon Goodwin,ATLANTA HAWKS,2020-02-10,AWAY,ORLANDO MAGIC,3.17,1.85,3.74,7.48,1.32,3.74,1.58,1.58,0.43,3.19,1.71,0.24,1.42,0.15,1035.27
6221,Allen Crabbe,MINNESOTA TIMBERWOLVES,2020-02-10,AWAY,TORONTO RAPTORS,1.24,0.66,0.79,3.03,0.57,2.24,0.3,0.15,0.0,0.98,0.59,0.0,0.7,0.0,878.99
6222,Ersan İlyasova,MILWAUKEE BUCKS,2020-02-10,HOME,SACRAMENTO KINGS,1.41,0.99,2.39,3.36,0.43,0.98,0.0,0.0,0.79,1.88,0.19,0.0,0.34,0.0,572.14
6223,Royce O'Neale,UTAH JAZZ,2020-02-10,AWAY,DALLAS MAVERICKS,1.0,0.12,0.98,3.94,0.88,2.97,0.0,0.0,0.24,4.76,1.13,1.29,1.35,0.5,1400.81
6224,Andre Iguodala,MIAMI HEAT,2020-02-10,AWAY,GOLDEN STATE WARRIORS,2.02,1.47,2.53,4.17,0.55,1.63,0.52,0.12,0.72,2.04,1.42,1.01,1.25,0.36,1104.4
6225,Juan Toscano-Anderson,GOLDEN STATE WARRIORS,2020-02-10,HOME,MIAMI HEAT,2.98,2.11,3.9,5.93,0.87,2.03,0.67,0.43,0.15,4.07,1.81,0.53,1.63,1.39,1314.63
6226,Devin Booker,PHOENIX SUNS,2020-02-10,AWAY,LOS ANGELES LAKERS,6.94,4.32,9.56,16.2,2.62,6.64,7.82,7.35,0.48,4.78,6.06,0.24,3.34,0.45,2091.96
6227,Tony Snell,DETROIT PISTONS,2020-02-10,HOME,CHARLOTTE HORNETS,3.65,2.26,4.47,8.58,1.39,4.11,0.24,0.24,0.0,0.86,3.99,0.0,1.29,0.34,2018.95
6228,Keita Bates-Diop,DENVER NUGGETS,2020-02-10,HOME,SAN ANTONIO SPURS,1.55,1.4,1.52,3.08,0.15,1.56,1.02,1.02,0.0,1.98,0.74,0.3,0.15,0.19,812.4
6229,Gary Clark,ORLANDO MAGIC,2020-02-10,HOME,ATLANTA HAWKS,0.99,0.0,0.0,2.54,0.99,2.54,0.59,0.59,0.97,1.95,0.24,0.69,0.0,0.38,847.03
6230,Chris Boucher,TORONTO RAPTORS,2020-02-10,HOME,MINNESOTA TIMBERWOLVES,2.34,1.95,3.39,5.51,0.39,2.11,3.1,2.91,1.06,2.9,0.39,1.26,0.75,0.54,838.71
6231,Danny Green,LOS ANGELES LAKERS,2020-02-10,HOME,PHOENIX SUNS,3.04,0.96,2.23,6.6,2.08,4.37,1.44,1.31,1.15,2.23,1.97,0.46,1.32,1.21,1544.98
6232,Markieff Morris,DETROIT PISTONS,2020-02-10,HOME,CHARLOTTE HORNETS,3.62,2.59,4.53,8.41,1.03,3.87,2.29,1.69,0.54,3.75,1.61,0.54,1.36,0.5,1516.97
6233,Kent Bazemore,SACRAMENTO KINGS,2020-02-10,AWAY,MILWAUKEE BUCKS,3.45,2.32,5.01,8.58,1.14,3.57,2.93,1.58,0.7,3.28,1.66,0.43,1.15,1.24,1356.33
6234,Caris LeVert,BROOKLYN NETS,2020-02-10,AWAY,INDIANA PACERS,7.8,4.77,11.44,15.9,3.03,4.46,5.28,4.64,1.03,1.84,5.31,0.12,2.32,1.04,1667.16
6235,Jeremy Pargo,GOLDEN STATE WARRIORS,2020-02-10,HOME,MIAMI HEAT,3.9,2.67,5.08,7.72,1.23,2.64,0.26,0.0,0.26,0.67,2.52,0.0,1.41,0.26,918.2
6236,Delon Wright,DALLAS MAVERICKS,2020-02-10,HOME,UTAH JAZZ,2.63,2.2,5.06,6.54,0.43,1.49,1.96,1.53,1.16,2.52,5.54,0.0,1.27,0.12,1385.13
6237,Tariq Owens,PHOENIX SUNS,2020-02-10,AWAY,LOS ANGELES LAKERS,0.26,0.26,0.79,1.46,0.0,0.67,0.82,0.82,0.52,0.41,0.0,0.0,0.0,0.33,298.82
6238,Reggie Jackson,DETROIT PISTONS,2020-02-10,HOME,CHARLOTTE HORNETS,7.73,4.78,11.44,18.54,2.95,7.1,2.39,1.85,1.15,2.54,6.45,0.0,1.6,0.49,1889.95
6239,Jalen Lecque,PHOENIX SUNS,2020-02-10,AWAY,LOS ANGELES LAKERS,1.04,1.04,1.56,2.65,0.0,1.1,0.54,0.54,0.0,0.0,0.56,0.0,0.27,0.0,400.11
6240,Alen Smailagić,GOLDEN STATE WARRIORS,2020-02-10,HOME,MIAMI HEAT,2.01,1.59,2.13,3.21,0.42,1.08,1.67,1.25,0.63,1.26,1.2,0.49,0.97,0.3,626.21
6241,Wilson Chandler,BROOKLYN NETS,2020-02-10,AWAY,INDIANA PACERS,1.75,0.84,0.96,5.17,0.92,4.21,1.2,1.2,0.31,3.97,1.99,0.31,1.14,0.66,1298.41
6242,Kevon Looney,GOLDEN STATE WARRIORS,2020-02-10,HOME,MIAMI HEAT,1.91,1.91,3.36,4.57,0.0,1.22,0.96,0.62,1.55,1.7,1.46,0.44,0.34,0.56,837.36
6243,Maxi Kleber,DALLAS MAVERICKS,2020-02-10,HOME,UTAH JAZZ,2.81,1.25,2.7,6.85,1.56,4.15,1.43,1.43,2.66,3.58,1.39,1.32,0.15,0.12,1768.94
6244,Malcolm Brogdon,INDIANA PACERS,2020-02-10,HOME,BROOKLYN NETS,6.28,4.62,9.42,14.57,1.66,5.15,2.68,2.32,1.34,5.37,6.75,0.39,2.52,0.0,1977.72
6245,Ky Bowman,GOLDEN STATE WARRIORS,2020-02-10,HOME,MIAMI HEAT,1.31,1.04,3.27,5.61,0.27,2.34,2.41,1.61,0.79,0.87,4.78,0.3,2.9,1.1,1339.94
6246,Troy Daniels,LOS ANGELES LAKERS,2020-02-10,HOME,PHOENIX SUNS,0.81,0.27,0.7,2.49,0.54,1.79,1.02,0.57,0.88,0.0,0.27,0.12,0.34,0.0,558.55
6247,Sekou Doumbouya,DETROIT PISTONS,2020-02-10,HOME,CHARLOTTE HORNETS,2.43,0.92,4.24,7.78,1.51,3.54,1.08,0.96,0.85,3.05,0.34,0.0,1.83,0.79,1270.41
6248,Caleb Martin,CHARLOTTE HORNETS,2020-02-10,AWAY,DETROIT PISTONS,1.6,0.67,2.29,4.01,0.93,1.72,0.24,0.12,1.02,2.03,1.7,0.49,0.77,0.12,959.34
6249,Justin Holiday,INDIANA PACERS,2020-02-10,HOME,BROOKLYN NETS,3.67,1.48,2.15,6.71,2.19,4.56,1.52,1.13,0.89,2.01,0.96,1.03,0.42,1.17,1542.43
6250,Courtney Lee,DALLAS MAVERICKS,2020-02-10,HOME,UTAH JAZZ,2.12,0.73,1.18,3.83,1.39,2.65,0.0,0.0,0.24,0.73,0.49,0.3,0.0,0.59,776.41
6251,Quinn Cook,LOS ANGELES LAKERS,2020-02-10,HOME,PHOENIX SUNS,0.94,0.39,1.89,2.74,0.55,0.85,0.37,0.12,0.12,0.42,0.0,0.0,0.3,0.0,241.87
6252,DaQuan Jeffries,SACRAMENTO KINGS,2020-02-10,AWAY,MILWAUKEE BUCKS,0.68,0.34,0.51,1.7,0.34,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,146.49
6253,Chris Silva,MIAMI HEAT,2020-02-10,AWAY,GOLDEN STATE WARRIORS,0.75,0.75,2.42,2.42,0.0,0.0,0.72,0.6,1.08,1.39,0.83,0.24,0.3,0.37,492.24
6254,Gabe Vincent,MIAMI HEAT,2020-02-10,AWAY,GOLDEN STATE WARRIORS,0.92,0.0,0.7,4.46,0.92,3.75,0.0,0.0,0.0,0.76,0.76,0.0,0.0,0.22,605.08
6255,Marco Belinelli,SAN ANTONIO SPURS,2020-02-10,AWAY,DENVER NUGGETS,1.93,0.54,0.9,4.21,1.38,3.3,0.75,0.56,0.15,1.24,1.63,0.0,0.15,0.0,787.35
6256,Robin Lopez,MILWAUKEE BUCKS,2020-02-10,HOME,SACRAMENTO KINGS,0.96,0.36,1.59,2.96,0.6,1.37,0.48,0.24,0.81,1.28,0.69,0.67,0.24,0.15,722.04
6257,Alex Caruso,LOS ANGELES LAKERS,2020-02-10,HOME,PHOENIX SUNS,1.9,0.97,1.76,3.8,0.93,2.04,0.63,0.48,0.3,0.87,1.35,0.0,0.39,1.03,829.76
6258,Kyle Korver,MILWAUKEE BUCKS,2020-02-10,HOME,SACRAMENTO KINGS,2.52,0.81,1.24,6.7,1.71,5.46,0.12,0.12,0.54,2.24,0.62,0.49,1.04,0.31,971.14
6259,Matt Thomas,TORONTO RAPTORS,2020-02-10,HOME,MINNESOTA TIMBERWOLVES,2.8,1.52,2.35,4.56,1.28,2.21,0.0,0.0,0.15,2.18,1.2,0.0,0.15,0.89,799.67
6260,Jared Dudley,LOS ANGELES LAKERS,2020-02-10,HOME,PHOENIX SUNS,0.52,0.12,0.37,1.04,0.4,0.67,0.0,0.0,0.12,1.45,0.0,0.12,0.0,0.24,369.7
6261,Yogi Ferrell,SACRAMENTO KINGS,2020-02-10,AWAY,MILWAUKEE BUCKS,0.88,0.46,1.08,2.96,0.42,1.88,0.79,0.49,0.0,0.46,0.85,0.3,0.62,0.24,366.28
6262,Zach Norvell,GOLDEN STATE WARRIORS,2020-02-10,HOME,MIAMI HEAT,0.85,0.0,0.92,3.43,0.85,2.51,0.26,0.26,0.0,1.38,0.85,0.0,1.0,0.52,678.64
6263,Willy Hernangómez,CHARLOTTE HORNETS,2020-02-10,AWAY,DETROIT PISTONS,3.82,3.69,6.83,8.11,0.12,1.28,3.04,2.32,2.14,3.88,1.73,0.15,2.28,0.59,1136.95
6264,Terence Davis,TORONTO RAPTORS,2020-02-10,HOME,MINNESOTA TIMBERWOLVES,6.58,2.77,5.12,11.57,3.81,6.45,0.84,0.45,2.03,3.56,1.12,0.48,1.14,0.96,1546.03
6265,Elie Okobo,PHOENIX SUNS,2020-02-10,AWAY,LOS ANGELES LAKERS,1.15,0.57,1.24,2.24,0.58,1.0,0.0,0.0,0.24,1.83,3.46,0.0,1.8,1.13,1225.35
6266,Brandon Knight,DETROIT PISTONS,2020-02-10,HOME,CHARLOTTE HORNETS,1.49,0.59,1.32,5.8,0.9,4.48,0.95,0.24,0.19,1.27,1.98,0.12,1.16,0.0,1246.5
6267,Kendrick Nunn,MIAMI HEAT,2020-02-10,AWAY,GOLDEN STATE WARRIORS,4.42,2.8,8.59,14.64,1.62,6.05,0.72,0.6,0.39,2.07,3.62,0.19,1.43,0.34,1711.37
6268,Zach LaVine,CHICAGO BULLS,2020-02-11,AWAY,WASHINGTON WIZARDS,8.39,6.39,11.46,18.06,2.0,6.61,6.62,5.19,0.43,2.71,6.74,0.54,4.75,1.98,2178.61
6269,James Harden,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,9.12,5.69,9.26,20.15,3.44,10.89,8.88,7.89,1.0,6.37,8.42,1.23,3.0,1.37,2173.73
6270,Zion Williamson,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,7.61,7.61,13.61,14.33,0.0,0.71,7.49,5.14,3.05,3.72,2.26,0.49,3.16,1.02,1760.61
6271,Russell Westbrook,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,15.04,14.2,26.5,28.85,0.85,2.35,5.46,4.24,1.59,5.38,5.81,0.42,4.06,1.43,2286.2
6272,Chris Paul,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,6.24,5.21,8.28,12.69,1.03,4.41,5.36,4.7,0.63,4.62,7.23,0.24,2.35,1.36,1922.77
6273,Kawhi Leonard,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,7.8,4.6,9.89,17.02,3.2,7.14,6.53,5.84,0.43,6.78,5.83,0.74,2.04,0.79,1757.28
6274,Dejounte Murray,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,3.99,3.06,7.48,9.45,0.93,1.96,2.68,2.14,1.29,4.62,6.08,0.0,0.12,1.45,1690.51
6275,Ben Simmons,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,6.58,6.58,10.96,11.11,0.0,0.15,7.39,5.05,2.05,6.86,8.74,0.43,5.61,2.41,2209.86
6276,Bradley Beal,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,10.98,8.36,17.24,25.26,2.62,8.03,9.29,7.57,0.69,4.08,5.34,0.88,2.49,1.43,2191.09
6277,LaMarcus Aldridge,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,8.32,6.51,13.03,17.79,1.81,4.76,3.6,2.37,1.59,5.65,3.01,1.15,2.16,1.07,2050.31
6278,Jrue Holiday,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,6.11,4.25,10.0,15.79,1.86,5.79,3.2,2.48,0.95,3.06,6.76,1.06,2.92,1.64,1715.73
6279,Rui Hachimura,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,5.66,4.59,9.23,11.36,1.07,2.13,2.0,1.0,1.56,7.02,0.74,0.0,1.18,0.66,1585.61
6280,Joel Embiid,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,5.73,4.32,11.08,14.91,1.41,3.83,9.22,7.22,4.01,6.47,3.77,1.86,3.23,1.52,1623.97
6281,Gordon Hayward,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,6.71,4.7,9.22,13.33,2.01,4.11,2.63,2.14,1.6,6.72,4.67,0.61,1.26,0.75,2065.68
6282,Derrick White,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,3.33,2.8,6.51,9.36,0.54,2.85,4.46,4.46,0.58,1.72,3.97,0.59,0.69,0.15,1335.97
6283,Josh Hart,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,3.66,1.17,2.68,8.58,2.5,5.9,1.4,1.01,0.7,7.24,2.64,0.31,0.87,1.2,1709.44
6284,Tomáš Satoranský,CHICAGO BULLS,2020-02-11,AWAY,WASHINGTON WIZARDS,3.63,2.44,5.48,9.34,1.19,3.87,1.81,1.81,1.18,2.78,5.22,0.15,1.52,0.93,1775.54
6285,Josh Richardson,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,2.54,2.27,4.76,5.92,0.27,1.15,1.86,0.97,0.39,0.76,1.69,0.36,2.25,0.69,1142.85
6286,J.J. Redick,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,5.19,2.83,4.98,11.13,2.35,6.15,3.01,2.82,0.0,1.86,2.88,0.3,0.91,0.61,1320.18
6287,Hassan Whiteside,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,6.21,6.21,9.51,9.51,0.0,0.0,4.74,2.67,3.98,12.28,0.48,3.4,1.57,0.93,1972.21
6288,Ish Smith,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,3.77,3.02,7.24,8.68,0.75,1.44,0.76,0.57,1.05,3.51,5.52,0.66,1.58,0.73,1616.4
6289,Shai Gilgeous-Alexander,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,7.25,5.38,9.69,13.92,1.88,4.23,5.66,4.03,0.93,5.46,3.46,1.25,1.31,0.5,2152.15
6290,Tobias Harris,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,6.48,4.09,10.54,14.39,2.38,3.85,0.95,0.72,0.34,4.8,3.57,0.48,0.73,0.31,1909.44
6291,Coby White,CHICAGO BULLS,2020-02-11,AWAY,WASHINGTON WIZARDS,3.82,1.91,4.65,11.27,1.91,6.63,0.78,0.63,0.57,3.41,4.14,0.15,1.2,0.0,1561.48
6292,Danuel House,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,3.72,1.35,3.76,9.85,2.37,6.09,1.17,1.17,1.47,4.47,1.56,0.34,0.19,2.44,1982.72
6293,Landry Shamet,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,3.28,0.76,1.73,7.67,2.52,5.95,1.6,1.29,0.0,1.65,3.06,0.54,0.19,0.51,1768.95
6294,Damian Lillard,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,12.08,6.57,12.58,24.83,5.51,12.25,5.03,4.5,0.69,2.86,8.54,0.77,3.42,0.81,2257.55
6295,Jayson Tatum,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,9.82,4.89,10.97,20.1,4.93,9.13,5.63,4.36,1.73,5.45,3.62,1.28,2.91,0.85,2133.04
6296,Al Horford,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,2.7,0.84,4.25,9.5,1.85,5.26,0.0,0.0,1.01,5.83,2.85,0.83,0.46,0.43,1775.4
6297,Daniel Theis,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,3.37,2.69,4.21,6.11,0.69,1.89,2.29,1.5,3.36,4.28,2.3,0.24,0.65,0.43,1568.63
6298,Patty Mills,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,3.26,1.11,1.45,7.26,2.16,5.82,0.57,0.38,0.43,0.73,1.07,0.0,0.3,0.12,1148.03
6299,Ian Mahinmi,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,1.64,1.64,3.77,4.37,0.0,0.6,1.67,1.07,1.12,3.92,0.81,1.26,0.94,0.34,1054.03
6300,Trevor Ariza,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,3.22,2.28,3.87,6.4,0.94,2.53,2.17,2.17,0.43,3.66,2.23,0.3,0.81,1.04,1701.95
6301,Robert Covington,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,4.67,1.9,2.97,10.8,2.77,7.83,0.73,0.61,1.91,4.12,1.07,1.07,1.26,1.8,1848.95
6302,Frank Jackson,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,1.29,0.99,1.63,3.21,0.3,1.58,2.04,1.77,0.59,1.09,0.42,0.39,1.47,0.42,685.76
6303,CJ McCollum,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,7.34,4.18,10.25,18.0,3.16,7.75,1.78,0.82,0.34,3.28,3.14,0.46,2.23,0.36,2185.23
6304,Jaylen Brown,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,8.41,6.93,12.52,17.66,1.48,5.14,3.12,2.11,0.82,4.43,0.99,0.12,2.13,0.62,2059.32
6305,Shabazz Napier,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,3.12,1.39,3.43,9.34,1.73,5.92,3.77,3.29,1.12,2.1,6.33,0.36,1.82,1.02,1508.46
6306,Brad Wanamaker,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,2.95,1.79,4.33,6.25,1.17,1.92,1.57,1.45,0.0,2.63,3.36,0.0,1.11,1.77,1326.39
6307,Steven Adams,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,3.49,3.49,7.53,7.83,0.0,0.3,1.53,1.34,3.37,5.06,2.31,0.81,2.11,0.43,1684.91
6308,Ivica Zubac,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,3.75,3.75,4.3,4.3,0.0,0.0,1.52,0.94,1.94,4.88,1.55,1.41,0.75,0.49,1137.0
6309,Isaac Bonga,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,1.06,0.7,2.37,3.88,0.36,1.5,2.12,1.93,1.42,0.85,1.11,0.51,0.63,0.69,1252.47
6310,Wenyen Gabriel,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,0.24,0.24,0.97,1.39,0.0,0.42,0.0,0.0,0.36,1.02,0.12,0.31,0.45,0.34,498.13
6311,Jaxson Hayes,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,1.41,1.41,2.54,2.54,0.0,0.0,1.43,0.71,1.46,1.18,0.74,0.24,0.83,0.24,515.31
6312,Moritz Wagner,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,4.9,4.49,5.57,7.46,0.41,1.89,2.46,1.64,0.74,4.79,1.15,0.0,0.67,0.33,1142.64
6313,Lou Williams,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,5.21,4.72,9.85,12.4,0.49,2.55,6.83,5.71,0.62,3.7,4.18,0.0,2.09,0.72,1584.98
6314,Danilo Gallinari,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,6.75,4.12,6.64,14.0,2.63,7.37,5.59,4.83,0.72,4.96,1.93,0.0,1.18,0.19,1880.71
6315,Carmelo Anthony,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,4.39,2.62,7.57,11.99,1.78,4.42,1.33,1.03,0.84,5.28,1.48,0.0,1.67,0.0,2014.16
6316,Nicolò Melli,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,3.29,1.11,2.58,6.64,2.18,4.06,0.48,0.0,0.83,3.46,1.64,0.64,0.15,0.82,1171.53
6317,Lonzo Ball,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,4.87,2.37,2.98,9.33,2.5,6.35,0.3,0.3,0.88,6.39,7.38,0.73,3.71,1.59,2186.17
6318,Marcus Morris,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,7.15,5.16,9.73,16.16,1.99,6.43,3.9,3.59,0.89,3.32,0.95,0.15,2.01,1.36,1798.86
6319,Derrick Favors,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,3.71,3.71,5.38,5.57,0.0,0.19,1.59,1.17,3.05,7.64,1.49,0.43,1.9,0.12,1358.18
6320,Grant Williams,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,3.12,2.01,2.64,4.37,1.11,1.72,0.4,0.27,1.69,1.33,0.97,1.05,0.97,0.58,1282.25
6321,Trey Lyles,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,4.02,2.27,3.34,6.51,1.75,3.16,0.43,0.43,0.73,4.73,0.3,0.42,0.59,0.68,1494.11
6322,Anfernee Simons,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,2.89,2.07,3.56,5.36,0.82,1.8,0.73,0.73,0.24,1.25,1.43,0.0,0.34,0.0,864.99
6323,Lonnie Walker,SAN ANTONIO SPURS,2020-02-11,AWAY,OKLAHOMA CITY THUNDER,2.23,1.93,4.76,5.97,0.3,1.21,1.32,0.63,1.2,1.42,1.43,0.46,1.22,0.83,1195.81
6324,Dennis Schröder,OKLAHOMA CITY THUNDER,2020-02-11,HOME,SAN ANTONIO SPURS,8.38,6.29,12.35,17.29,2.1,4.95,4.83,4.26,0.64,3.97,4.16,0.49,2.13,0.91,1917.37
6325,Matisse Thybulle,PHILADELPHIA 76ERS,2020-02-11,HOME,LOS ANGELES CLIPPERS,2.21,1.32,1.32,4.01,0.88,2.69,0.3,0.3,0.49,0.39,0.93,1.01,0.24,0.62,1370.96
6326,Luke Kornet,CHICAGO BULLS,2020-02-11,AWAY,WASHINGTON WIZARDS,5.22,3.29,3.98,8.66,1.92,4.68,1.29,0.94,1.23,1.65,0.97,0.57,0.61,0.34,1429.76
6327,Paul George,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,7.63,4.43,7.87,14.98,3.2,7.11,3.08,2.92,0.55,6.06,5.03,0.9,2.84,1.45,1565.97
6328,Marcus Smart,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,3.84,1.99,4.21,8.94,1.85,4.72,2.46,2.27,0.36,3.02,4.19,0.76,2.93,2.08,1760.69
6329,Troy Brown,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,3.63,3.04,5.83,8.23,0.6,2.41,0.27,0.12,0.84,3.36,2.84,0.19,0.72,1.27,1586.41
6330,Jaylen Hoard,PORTLAND TRAIL BLAZERS,2020-02-11,AWAY,NEW ORLEANS PELICANS,1.87,1.87,3.51,4.03,0.0,0.51,1.61,0.74,1.93,2.79,0.54,0.0,0.43,0.63,840.37
6331,Kemba Walker,BOSTON CELTICS,2020-02-11,AWAY,HOUSTON ROCKETS,5.91,2.68,8.13,16.38,3.23,8.26,6.83,5.74,0.3,4.3,4.38,0.12,1.46,0.78,1941.0
6332,E'Twaun Moore,NEW ORLEANS PELICANS,2020-02-11,HOME,PORTLAND TRAIL BLAZERS,3.55,2.88,5.32,8.42,0.67,3.1,0.79,0.49,0.91,0.59,0.37,0.27,0.51,0.0,1056.07
6333,P.J. Tucker,HOUSTON ROCKETS,2020-02-11,HOME,BOSTON CELTICS,2.65,0.73,1.93,6.19,1.92,4.26,0.0,0.0,0.92,4.21,1.88,0.48,0.7,0.82,1972.78
6334,Dāvis Bertāns,WASHINGTON WIZARDS,2020-02-11,HOME,CHICAGO BULLS,4.93,1.32,2.83,10.48,3.61,7.65,2.19,1.76,0.43,5.58,2.54,0.34,0.88,0.64,1859.25
6335,Montrezl Harrell,LOS ANGELES CLIPPERS,2020-02-11,AWAY,PHILADELPHIA 76ERS,6.94,6.94,9.57,9.57,0.0,0.0,1.62,1.13,1.64,3.8,1.43,0.66,1.21,0.12,1320.13
6336,Shaquille Harrison,CHICAGO BULLS,2020-02-11,AWAY,WASHINGTON WIZARDS,2.52,1.97,3.85,4.58,0.54,0.73,0.98,0.98,0.24,1.43,1.06,0.3,0.73,0.92,594.19
