,name,team,date,location,opponent,made_two_point_field_goals,made_three_point_field_goals,made_free_throws,rebounds,assists,blocks,steals,turnovers
11547,Blake Griffin,DETROIT PISTONS,2019-03-24,AWAY,GOLDEN STATE WARRIORS,3.1791800000000014,2.51438,5.016692,5.2214220000000005,5.228960000000001,0.444,0.91314,0.444
11548,Marvin Bagley,SACRAMENTO KINGS,2019-03-24,AWAY,LOS ANGELES LAKERS,5.837116000000002,1.25606,3.86878,8.144838,2.5748,1.0968399999999998,1.03668,1.0968399999999998
11549,Emmanuel Mudiay,NEW YORK KNICKS,2019-03-24,HOME,LOS ANGELES CLIPPERS,5.1701820000000005,1.6968999999999999,2.001175,4.45779,4.377319999999999,0.3925,0.7836599999999998,0.3925
11550,Marc Gasol,TORONTO RAPTORS,2019-03-24,HOME,CHARLOTTE HORNETS,2.9510299999999994,1.35664,1.4816639999999999,5.926596,4.1976,0.6308,0.8192700000000002,0.6308
11551,JaVale McGee,LOS ANGELES LAKERS,2019-03-24,HOME,SACRAMENTO KINGS,6.948654000000001,0.766,2.1419230000000002,11.101842000000001,1.8660800000000002,2.40968,0.9339599999999999,2.40968
11552,Montrezl Harrell,LOS ANGELES CLIPPERS,2019-03-24,AWAY,NEW YORK KNICKS,7.197620000000001,0.79168,5.070649,7.66761,2.7806,1.57226,1.14159,1.57226
11553,Kemba Walker,CHARLOTTE HORNETS,2019-03-24,AWAY,TORONTO RAPTORS,4.384898000000001,2.7562,4.499325000000001,5.961050999999999,5.22304,0.33976,1.1043,0.33976
11554,Luke Kennard,DETROIT PISTONS,2019-03-24,AWAY,GOLDEN STATE WARRIORS,3.064806000000001,1.62414,2.062483,4.049682,3.73428,0.33621999999999996,0.82161,0.33621999999999996
11555,Stephen Curry,GOLDEN STATE WARRIORS,2019-03-24,HOME,DETROIT PISTONS,1.4237520000000012,3.6015,2.4742990000000002,5.612526,5.165360000000001,0.4739399999999999,1.2914100000000002,0.4739399999999999
11556,Kevin Durant,GOLDEN STATE WARRIORS,2019-03-24,HOME,DETROIT PISTONS,4.922166000000001,1.95798,3.181414,4.526766,4.75436,0.49362,0.8778300000000002,0.49362
11557,Pascal Siakam,TORONTO RAPTORS,2019-03-24,HOME,CHARLOTTE HORNETS,6.1966280000000005,1.45294,3.117128,6.759588,4.211040000000001,0.86822,0.9684300000000001,0.86822
11558,James Harden,HOUSTON ROCKETS,2019-03-24,AWAY,NEW ORLEANS PELICANS,5.010256000000003,3.5865199999999997,7.900162999999999,5.961003,5.70212,0.69486,1.51656,0.69486
11559,Kevin Love,CLEVELAND CAVALIERS,2019-03-24,AWAY,MILWAUKEE BUCKS,1.9429420000000013,2.3175,3.6070409999999997,6.825339,2.8271200000000003,0.10291999999999996,0.612,0.10291999999999996
11560,Eric Bledsoe,MILWAUKEE BUCKS,2019-03-24,HOME,CLEVELAND CAVALIERS,5.120156,1.6648,4.169537,5.718639,4.75192,0.41932,1.2852899999999998,0.41932
11561,Kyle Kuzma,LOS ANGELES LAKERS,2019-03-24,HOME,SACRAMENTO KINGS,4.134492000000001,2.1634200000000003,3.7731460000000006,5.2450079999999994,4.237960000000001,0.42774,0.7847999999999999,0.42774
11562,Danilo Gallinari,LOS ANGELES CLIPPERS,2019-03-24,AWAY,NEW YORK KNICKS,4.745248,1.943,3.424392,5.097921,3.7049200000000004,0.23908000000000001,1.0432800000000002,0.23908000000000001
11563,Myles Turner,INDIANA PACERS,2019-03-24,HOME,DENVER NUGGETS,4.006928000000001,1.5364,3.0109319999999995,6.390753,2.61028,1.06018,0.9109800000000001,1.06018
11564,Klay Thompson,GOLDEN STATE WARRIORS,2019-03-24,HOME,DETROIT PISTONS,4.338122000000001,2.23618,1.4625390000000003,5.19204,3.58992,0.5489999999999999,1.0710600000000001,0.5489999999999999
11565,Willy Hernangomez,CHARLOTTE HORNETS,2019-03-24,AWAY,TORONTO RAPTORS,3.789344,0.81736,1.432693,6.853722,2.89256,1.06232,0.72801,1.06232
11566,George Hill,MILWAUKEE BUCKS,2019-03-24,HOME,CLEVELAND CAVALIERS,3.0465619999999998,1.26676,0.884083,4.2358649999999995,2.6398800000000002,0.3817,0.8208599999999998,0.3817
11567,Eric Gordon,HOUSTON ROCKETS,2019-03-24,AWAY,NEW ORLEANS PELICANS,1.49066,2.6513400000000003,1.7328640000000002,4.164786,2.75008,0.41323999999999994,0.7707599999999999,0.41323999999999994
11568,Chris Paul,HOUSTON ROCKETS,2019-03-24,AWAY,NEW ORLEANS PELICANS,3.804532000000001,2.04358,3.560168,5.27895,5.8392800000000005,0.4417,1.1165399999999999,0.4417
11569,Frank Jackson,NEW ORLEANS PELICANS,2019-03-24,HOME,HOUSTON ROCKETS,4.834314000000001,1.8895,1.8989690000000001,4.535307,3.5608400000000002,0.42542,0.74421,0.42542
11570,Bogdan Bogdanovic,SACRAMENTO KINGS,2019-03-24,AWAY,LOS ANGELES LAKERS,3.321574,1.69262,1.1132739999999999,4.36725,3.2546399999999998,0.44288,1.1180400000000001,0.44288
11571,DeMar DeRozan,SAN ANTONIO SPURS,2019-03-24,AWAY,BOSTON CELTICS,7.473748000000001,0.81736,4.15004,6.512073,5.56752,0.24609999999999999,0.83565,0.24609999999999999
11572,Dwayne Bacon,CHARLOTTE HORNETS,2019-03-24,AWAY,TORONTO RAPTORS,4.704786,0.96288,3.61723,5.124573000000001,3.36652,0.49804000000000004,0.7449600000000001,0.49804000000000004
11573,Jordan Clarkson,CLEVELAND CAVALIERS,2019-03-24,AWAY,MILWAUKEE BUCKS,4.0584440000000015,2.0072,2.1518970000000004,5.335755,3.02292,0.42690000000000006,0.9171,0.42690000000000006
11574,Devonte' Graham,CHARLOTTE HORNETS,2019-03-24,AWAY,TORONTO RAPTORS,2.2892080000000004,1.37162,2.513208,4.062687,3.48044,0.30006,0.6636000000000001,0.30006
11575,Danuel House,HOUSTON ROCKETS,2019-03-24,AWAY,NEW ORLEANS PELICANS,1.3570459999999995,2.18268,2.2171600000000002,5.343735000000001,2.42708,0.3828,0.83178,0.3828
11576,Brook Lopez,MILWAUKEE BUCKS,2019-03-24,HOME,CLEVELAND CAVALIERS,2.52327,2.1698399999999998,3.267195,5.579982,3.37508,1.3616000000000001,1.00392,1.3616000000000001
11577,Ivica Zubac,LOS ANGELES CLIPPERS,2019-03-24,AWAY,NEW YORK KNICKS,5.065616,0.766,2.56245,8.902191,2.91504,1.47156,0.6636000000000001,1.47156
11578,Gordon Hayward,BOSTON CELTICS,2019-03-24,HOME,SAN ANTONIO SPURS,3.6521039999999996,1.0335,2.345702,3.946218,3.44956,0.33294,0.52368,0.33294
11579,Collin Sexton,CLEVELAND CAVALIERS,2019-03-24,AWAY,MILWAUKEE BUCKS,4.182908000000001,2.03288,2.236698,4.390596,3.21208,0.29836,0.74082,0.29836
11580,Andre Drummond,DETROIT PISTONS,2019-03-24,AWAY,GOLDEN STATE WARRIORS,7.454702000000001,0.766,4.211338,13.373937,2.8704,1.7308399999999997,1.2656999999999998,1.7308399999999997
11581,Miles Bridges,CHARLOTTE HORNETS,2019-03-24,AWAY,TORONTO RAPTORS,3.3472159999999995,1.42084,1.422753,6.69156,3.23868,0.38767999999999997,1.3382100000000001,0.38767999999999997
11582,Willie Cauley-Stein,SACRAMENTO KINGS,2019-03-24,AWAY,LOS ANGELES LAKERS,4.2320720000000005,0.766,2.270994,6.998724,3.4186799999999997,0.56482,1.23669,0.56482
11583,Larry Nance,CLEVELAND CAVALIERS,2019-03-24,AWAY,MILWAUKEE BUCKS,3.2260100000000014,1.16404,1.976435,7.341435000000001,3.30988,0.94388,1.3239,0.94388
11584,Domantas Sabonis,INDIANA PACERS,2019-03-24,HOME,DENVER NUGGETS,5.721542,0.766,3.47708,8.256732,3.79576,0.6240999999999999,0.64995,0.6240999999999999
11585,Clint Capela,HOUSTON ROCKETS,2019-03-24,AWAY,NEW ORLEANS PELICANS,5.871537999999999,0.766,3.451113,9.340614,3.21092,0.9005999999999998,0.8758499999999999,0.9005999999999998
11586,Tony Snell,MILWAUKEE BUCKS,2019-03-24,HOME,CLEVELAND CAVALIERS,2.927485999999999,1.3759000000000001,1.230744,5.1935970000000005,2.7236000000000002,0.65534,0.7394999999999998,0.65534
11587,Draymond Green,GOLDEN STATE WARRIORS,2019-03-24,HOME,DETROIT PISTONS,2.817032,1.26034,1.7921399999999998,5.187786,4.79384,0.67334,0.9083400000000001,0.67334
11588,Patrick Beverley,LOS ANGELES CLIPPERS,2019-03-24,AWAY,NEW YORK KNICKS,2.8922820000000007,1.6862,1.974946,5.850441,4.694,0.61434,1.12803,0.61434
11589,Anthony Davis,NEW ORLEANS PELICANS,2019-03-24,HOME,HOUSTON ROCKETS,5.256076,1.26462,2.6013580000000003,7.508528999999999,3.4576,1.2775,1.04931,1.2775
11590,Patty Mills,SAN ANTONIO SPURS,2019-03-24,AWAY,BOSTON CELTICS,1.989332,1.9751,1.653529,3.9785220000000003,4.04436,0.33886,0.66276,0.33886
11591,Kenneth Faried,HOUSTON ROCKETS,2019-03-24,AWAY,NEW ORLEANS PELICANS,4.190624,0.8387600000000001,2.7300570000000004,6.193779,2.0504000000000002,0.64762,0.7402499999999999,0.64762
11592,Khris Middleton,MILWAUKEE BUCKS,2019-03-24,HOME,CLEVELAND CAVALIERS,5.296984000000001,2.09922,1.3104710000000002,7.244154,5.26324,0.50078,0.9259499999999998,0.50078
11593,Norman Powell,TORONTO RAPTORS,2019-03-24,HOME,CHARLOTTE HORNETS,3.5932319999999995,1.13408,1.5792709999999999,5.675561999999999,2.89136,0.3935,0.6972300000000001,0.3935
11594,Andrew Bogut,GOLDEN STATE WARRIORS,2019-03-24,HOME,DETROIT PISTONS,4.344608,0.766,1.5051640000000002,6.936281999999999,2.94312,0.58116,0.7388400000000002,0.58116
11595,Kyrie Irving,BOSTON CELTICS,2019-03-24,HOME,SAN ANTONIO SPURS,4.9988540000000015,3.0151399999999997,4.381809,6.700728,5.3731599999999995,0.67754,1.0355699999999999,0.67754
11596,Stanley Johnson,NEW ORLEANS PELICANS,2019-03-24,HOME,HOUSTON ROCKETS,2.87704,1.3587799999999999,1.9851170000000002,4.614141,3.01228,0.36858,0.93744,0.36858
11597,Fred VanVleet,TORONTO RAPTORS,2019-03-24,HOME,CHARLOTTE HORNETS,3.5980299999999996,1.76752,2.0601040000000004,4.052700000000001,5.5079199999999995,0.55526,0.6972300000000001,0.55526
11598,Kadeem Allen,NEW YORK KNICKS,2019-03-24,HOME,LOS ANGELES CLIPPERS,3.994946,1.11482,1.691055,4.002333,3.789,0.30804,1.0379099999999999,0.30804
11599,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,2019-03-24,HOME,SACRAMENTO KINGS,1.5038579999999993,2.55076,2.444067,4.973712,2.52404,0.5460800000000001,1.00515,0.5460800000000001
11600,Aaron Holiday,INDIANA PACERS,2019-03-24,HOME,DENVER NUGGETS,2.3512880000000003,1.14906,1.6854519999999997,3.650196,2.42708,0.30848000000000003,0.7313100000000001,0.30848000000000003
11601,Daniel Theis,BOSTON CELTICS,2019-03-24,HOME,SAN ANTONIO SPURS,3.1050939999999994,0.87942,1.7417770000000004,4.412688,2.1735200000000003,0.7097199999999999,0.483,0.7097199999999999
11602,Thon Maker,DETROIT PISTONS,2019-03-24,AWAY,GOLDEN STATE WARRIORS,2.0686660000000003,1.37162,2.7846400000000004,5.513349,2.27876,0.9507999999999999,0.8114399999999999,0.9507999999999999
11603,Damyean Dotson,NEW YORK KNICKS,2019-03-24,HOME,LOS ANGELES CLIPPERS,2.2383040000000003,2.43734,1.6847250000000003,4.1531460000000004,2.94904,0.34374000000000005,1.0955399999999997,0.34374000000000005
11604,Gary Harris,DENVER NUGGETS,2019-03-24,AWAY,INDIANA PACERS,3.241460000000001,1.729,2.138956,5.844468000000001,2.6728400000000003,0.61694,1.1856600000000002,0.61694
11605,Shai Gilgeous-Alexander,LOS ANGELES CLIPPERS,2019-03-24,AWAY,NEW YORK KNICKS,5.196290000000001,1.2261,3.696812,4.734255000000001,5.061520000000001,0.404,1.26363,0.404
11606,Kevon Looney,GOLDEN STATE WARRIORS,2019-03-24,HOME,DETROIT PISTONS,3.369014,0.766,1.6084850000000002,5.335947000000001,2.44836,0.54986,0.7015500000000001,0.54986
11607,Shaun Livingston,GOLDEN STATE WARRIORS,2019-03-24,HOME,DETROIT PISTONS,3.3478820000000002,0.766,1.417996,4.314378,2.9165200000000002,0.40514000000000006,0.8032500000000002,0.40514000000000006
11608,Jeremy Lamb,CHARLOTTE HORNETS,2019-03-24,AWAY,TORONTO RAPTORS,4.363444,1.84028,2.656467,7.157661,2.60768,0.5977600000000001,0.9009,0.5977600000000001
11609,Julius Randle,NEW ORLEANS PELICANS,2019-03-24,HOME,HOUSTON ROCKETS,7.022430000000001,1.60488,3.6730600000000004,7.703157000000001,4.0906400000000005,1.01522,0.90015,1.01522
11610,Langston Galloway,DETROIT PISTONS,2019-03-24,AWAY,GOLDEN STATE WARRIORS,1.8574580000000012,2.0179,2.146785,4.946625,2.50364,0.6117,0.8724599999999999,0.6117
11611,P.J. Tucker,HOUSTON ROCKETS,2019-03-24,AWAY,NEW ORLEANS PELICANS,1.8269219999999997,1.53212,1.2249189999999999,5.670216,2.3086,0.58456,1.3029899999999999,0.58456
11612,Lance Stephenson,LOS ANGELES LAKERS,2019-03-24,HOME,SACRAMENTO KINGS,2.9311179999999997,1.1298,1.189959,4.2256860000000005,2.5872800000000002,0.40793999999999997,0.62886,0.40793999999999997
11613,Ish Smith,DETROIT PISTONS,2019-03-24,AWAY,GOLDEN STATE WARRIORS,4.7130800000000015,1.09128,1.5622639999999999,5.637171,4.54976,0.5284800000000001,1.2318,0.5284800000000001
11614,Thaddeus Young,INDIANA PACERS,2019-03-24,HOME,DENVER NUGGETS,4.266884,1.4251200000000002,1.088884,7.664013000000001,3.16772,1.00046,1.07031,1.00046
11615,Nemanja Bjelica,SACRAMENTO KINGS,2019-03-24,AWAY,LOS ANGELES LAKERS,3.6509940000000007,1.3331,2.161705,8.628906,3.7278400000000005,0.85074,1.04007,0.85074
11616,Lance Thomas,NEW YORK KNICKS,2019-03-24,HOME,LOS ANGELES CLIPPERS,2.5730379999999995,1.11696,1.169565,3.802518,2.22492,0.28834000000000004,0.7022999999999998,0.28834000000000004
11617,Sterling Brown,MILWAUKEE BUCKS,2019-03-24,HOME,CLEVELAND CAVALIERS,3.6319239999999997,0.92222,1.2985060000000002,4.341882,2.6292400000000002,0.34616,0.7530599999999998,0.34616
11618,Mitchell Robinson,NEW YORK KNICKS,2019-03-24,HOME,LOS ANGELES CLIPPERS,4.712184,0.766,2.316608,7.891059,2.0768,1.8184399999999998,0.8243399999999999,1.8184399999999998
11619,Marvin Williams,CHARLOTTE HORNETS,2019-03-24,AWAY,TORONTO RAPTORS,2.3322339999999997,1.59632,2.323096,5.2326120000000005,2.60196,1.13622,1.06023,1.13622
11620,Aron Baynes,BOSTON CELTICS,2019-03-24,HOME,SAN ANTONIO SPURS,3.5044879999999994,0.92864,1.423594,5.636031,2.46104,0.7679800000000001,0.66945,0.7679800000000001
11621,Frank Kaminsky,CHARLOTTE HORNETS,2019-03-24,AWAY,TORONTO RAPTORS,2.9775599999999995,1.36734,3.4176610000000003,5.546295000000001,3.2513600000000005,0.7876799999999999,0.6636000000000001,0.7876799999999999
11622,Marcus Morris,BOSTON CELTICS,2019-03-24,HOME,SAN ANTONIO SPURS,4.1636120000000005,1.58562,1.9219630000000003,7.790277,3.25112,0.9074199999999999,0.78132,0.9074199999999999
11623,Pat Connaughton,MILWAUKEE BUCKS,2019-03-24,HOME,CLEVELAND CAVALIERS,3.130165999999999,1.5877599999999998,1.077313,5.671725,3.73448,0.31248000000000004,0.8513699999999998,0.31248000000000004
11624,Cheick Diallo,NEW ORLEANS PELICANS,2019-03-24,HOME,HOUSTON ROCKETS,4.652872,0.80666,1.5959340000000002,7.211769,2.34648,0.88996,0.84252,0.88996
11625,De'Aaron Fox,SACRAMENTO KINGS,2019-03-24,AWAY,LOS ANGELES LAKERS,5.140308000000001,1.45722,4.758805000000001,4.506648,6.08832,0.7167600000000001,1.1417700000000002,0.7167600000000001
11626,Jakob Poeltl,SAN ANTONIO SPURS,2019-03-24,AWAY,BOSTON CELTICS,4.111372,0.766,1.475218,8.066388,2.4351599999999998,1.41232,0.77124,1.41232
11627,Davis Bertans,SAN ANTONIO SPURS,2019-03-24,AWAY,BOSTON CELTICS,0.7957679999999998,2.2319,2.0330120000000003,4.491186,3.1139200000000002,0.44194000000000006,0.61191,0.44194000000000006
11628,Kyle Lowry,TORONTO RAPTORS,2019-03-24,HOME,CHARLOTTE HORNETS,1.6848359999999998,2.5678799999999997,1.326873,5.816613,6.44428,0.3052,0.6531600000000001,0.3052
11629,Tyreke Evans,INDIANA PACERS,2019-03-24,HOME,DENVER NUGGETS,5.266002,1.23252,2.1854410000000004,5.1219719999999995,3.8741200000000005,0.29836000000000007,0.7652100000000001,0.29836000000000007
11630,Marcus Smart,BOSTON CELTICS,2019-03-24,HOME,SAN ANTONIO SPURS,2.576872,1.73328,1.124937,4.472352,5.11472,0.38636000000000004,1.01184,0.38636000000000004
11631,Buddy Hield,SACRAMENTO KINGS,2019-03-24,AWAY,LOS ANGELES LAKERS,2.1554040000000008,2.95094,1.5299509999999998,5.782011,3.4714,0.77454,1.44348,0.77454
11632,Wesley Matthews,INDIANA PACERS,2019-03-24,HOME,DENVER NUGGETS,2.879486,1.77394,1.828083,5.423436,3.44272,0.57484,0.76182,0.57484
11633,Serge Ibaka,TORONTO RAPTORS,2019-03-24,HOME,CHARLOTTE HORNETS,4.00056,1.07416,2.307656,6.582573,2.05452,1.29916,0.5107800000000001,1.29916
11634,Harrison Barnes,SACRAMENTO KINGS,2019-03-24,AWAY,LOS ANGELES LAKERS,3.7190980000000007,1.85312,2.3347949999999997,5.780037,2.87928,0.34356000000000003,0.85701,0.34356000000000003
11635,Quinn Cook,GOLDEN STATE WARRIORS,2019-03-24,HOME,DETROIT PISTONS,2.266706,1.61986,0.797547,4.558524,3.55492,0.28062,0.6507000000000002,0.28062
11636,Rudy Gay,SAN ANTONIO SPURS,2019-03-24,AWAY,BOSTON CELTICS,4.162478,1.31598,2.249741,6.064965,3.48208,0.36056,0.75429,0.36056
11637,Monte Morris,DENVER NUGGETS,2019-03-24,AWAY,INDIANA PACERS,2.6250540000000004,1.4037199999999999,1.430831,4.521129,3.33976,0.4994,0.8771700000000001,0.4994
11638,Tristan Thompson,CLEVELAND CAVALIERS,2019-03-24,AWAY,MILWAUKEE BUCKS,4.659348000000001,0.766,1.434936,6.974366999999999,2.50896,0.61416,0.69336,0.61416
11639,David Nwaba,CLEVELAND CAVALIERS,2019-03-24,AWAY,MILWAUKEE BUCKS,3.4912980000000005,0.86872,2.4479290000000002,4.953321,2.39456,0.81664,0.92049,0.81664
11640,JaMychal Green,LOS ANGELES CLIPPERS,2019-03-24,AWAY,NEW YORK KNICKS,3.591362,1.13836,1.282616,5.982084,2.52816,0.3199200000000001,0.7042800000000001,0.3199200000000001
11641,Christian Wood,NEW ORLEANS PELICANS,2019-03-24,HOME,HOUSTON ROCKETS,2.663155999999999,0.8302,1.488742,3.693306,2.06,0.30278,0.612,0.30278
11642,Kevin Knox,NEW YORK KNICKS,2019-03-24,HOME,LOS ANGELES CLIPPERS,4.000168,2.0414399999999997,2.854768,4.971465,2.82432,0.34484000000000004,0.9836699999999998,0.34484000000000004
11643,Bismack Biyombo,CHARLOTTE HORNETS,2019-03-24,AWAY,TORONTO RAPTORS,3.7129939999999997,0.766,2.357657,5.755647,2.27148,0.67034,0.6636000000000001,0.67034
11644,Will Barton,DENVER NUGGETS,2019-03-24,AWAY,INDIANA PACERS,2.977704,1.98366,2.1961549999999996,5.460285,3.14264,0.5102599999999999,0.90768,0.5102599999999999
11645,Doug McDermott,INDIANA PACERS,2019-03-24,HOME,DENVER NUGGETS,3.6494940000000007,1.34808,0.916917,3.8427540000000002,2.41112,0.28302,0.5991000000000001,0.28302
11646,Cory Joseph,INDIANA PACERS,2019-03-24,HOME,DENVER NUGGETS,3.1870760000000002,1.0228,1.063506,4.359446999999999,3.6025200000000006,0.54344,1.5516900000000002,0.54344
11647,T.J. Leaf,INDIANA PACERS,2019-03-24,HOME,DENVER NUGGETS,2.770106,0.766,1.365024,4.4688989999999995,2.1534,0.5555,0.5991000000000001,0.5555
11648,Guerschon Yabusele,BOSTON CELTICS,2019-03-24,HOME,SAN ANTONIO SPURS,2.9000519999999996,0.90082,1.5954280000000003,4.554702,2.2196000000000002,0.41026,0.5847,0.41026
11649,Greg Monroe,BOSTON CELTICS,2019-03-24,HOME,SAN ANTONIO SPURS,4.095666,0.766,1.465746,5.735208,2.1876800000000003,0.5370400000000001,0.56436,0.5370400000000001
11650,Yogi Ferrell,SACRAMENTO KINGS,2019-03-24,AWAY,LOS ANGELES LAKERS,2.2761000000000005,1.15334,1.857683,3.7709040000000003,2.44304,0.29252,0.9078600000000001,0.29252
11651,Corey Brewer,SACRAMENTO KINGS,2019-03-24,AWAY,LOS ANGELES LAKERS,2.5280020000000007,1.00354,2.715255,4.099551,2.69308,0.34437999999999996,1.03668,0.34437999999999996
11652,Zaza Pachulia,DETROIT PISTONS,2019-03-24,AWAY,GOLDEN STATE WARRIORS,2.999372,0.766,1.9352690000000004,4.171128,2.64624,0.40774,0.7910999999999999,0.40774
11653,Kyle O'Quinn,INDIANA PACERS,2019-03-24,HOME,DENVER NUGGETS,3.6611719999999996,0.766,1.3328250000000001,5.211804,3.09816,0.6326999999999999,0.84657,0.6326999999999999
11654,Nik Stauskas,CLEVELAND CAVALIERS,2019-03-24,AWAY,MILWAUKEE BUCKS,2.13722,1.28816,2.390856,4.313415,2.4536800000000003,0.3407,0.70353,0.3407
11655,Jahlil Okafor,NEW ORLEANS PELICANS,2019-03-24,HOME,HOUSTON ROCKETS,5.001734,0.79168,2.3903440000000002,5.308605,2.4682,0.77688,0.7137,0.77688
11656,Iman Shumpert,HOUSTON ROCKETS,2019-03-24,AWAY,NEW ORLEANS PELICANS,2.3610119999999997,1.4294,1.199182,4.692831,2.7918,0.37216,1.02162,0.37216
11657,Derrick White,SAN ANTONIO SPURS,2019-03-24,AWAY,BOSTON CELTICS,4.015534,1.31812,3.110173,5.278772999999999,4.1256,0.51668,0.9576899999999999,0.51668
11658,Bonzie Colson,MILWAUKEE BUCKS,2019-03-24,HOME,CLEVELAND CAVALIERS,3.2014359999999993,1.3973,1.568329,6.10308,2.4398,0.6156,0.7394999999999998,0.6156
11659,Alfonzo McKinnie,GOLDEN STATE WARRIORS,2019-03-24,HOME,DETROIT PISTONS,2.5715660000000007,1.1298,1.800716,5.282787,2.2591200000000002,0.53968,0.6913800000000002,0.53968
11660,Danny Green,TORONTO RAPTORS,2019-03-24,HOME,CHARLOTTE HORNETS,0.8911020000000001,2.42664,1.6895660000000001,5.333508,3.53364,0.27654,0.71418,0.27654
11661,Rajon Rondo,LOS ANGELES LAKERS,2019-03-24,HOME,SACRAMENTO KINGS,4.599442,1.22182,1.1790280000000002,5.26503,5.53456,0.33816,1.01871,0.33816
11662,Reggie Jackson,DETROIT PISTONS,2019-03-24,AWAY,GOLDEN STATE WARRIORS,2.792162000000001,2.2747,2.85976,4.385169,3.6430000000000002,0.3206,1.04535,0.3206
11663,Wayne Ellington,DETROIT PISTONS,2019-03-24,AWAY,GOLDEN STATE WARRIORS,1.0784159999999998,2.40096,2.1827210000000004,4.136913,2.9330800000000004,0.4411999999999999,1.04196,0.4411999999999999
11664,Torrey Craig,DENVER NUGGETS,2019-03-24,AWAY,INDIANA PACERS,2.287738,1.42298,1.5173699999999999,4.298949,3.10096,0.43376000000000003,0.7449600000000001,0.43376000000000003
11665,Paul Millsap,DENVER NUGGETS,2019-03-24,AWAY,INDIANA PACERS,4.4724520000000005,1.29244,2.9596000000000005,7.79169,3.86512,0.70106,0.9483600000000001,0.70106
11666,Bruce Brown,DETROIT PISTONS,2019-03-24,AWAY,GOLDEN STATE WARRIORS,2.7760440000000006,0.92222,1.401603,4.286184,2.93772,0.60242,0.9470399999999999,0.60242
11667,Kenrich Williams,NEW ORLEANS PELICANS,2019-03-24,HOME,HOUSTON ROCKETS,2.98968,1.5278399999999999,0.7598739999999999,6.571686,2.98036,0.51868,1.3747500000000001,0.51868
11668,Solomon Hill,NEW ORLEANS PELICANS,2019-03-24,HOME,HOUSTON ROCKETS,2.499548,1.04206,1.2994990000000002,4.427604,2.2734,0.48578,0.93744,0.48578
11669,Garrett Temple,LOS ANGELES CLIPPERS,2019-03-24,AWAY,NEW YORK KNICKS,3.65029,0.92864,2.029399,4.301823,2.31536,0.28074,1.22295,0.28074
11670,Jarred Vanderbilt,DENVER NUGGETS,2019-03-24,AWAY,INDIANA PACERS,2.1851200000000004,0.80666,1.476949,3.5496060000000003,2.16108,0.32178,0.6636000000000001,0.32178
11671,Lonnie Walker,SAN ANTONIO SPURS,2019-03-24,AWAY,BOSTON CELTICS,3.161656,0.8302,2.004156,3.765156,2.40788,0.42048,0.83226,0.42048
11672,Wilson Chandler,LOS ANGELES CLIPPERS,2019-03-24,AWAY,NEW YORK KNICKS,2.5704399999999996,1.22396,1.246926,4.18614,2.11228,0.56752,0.7042800000000001,0.56752
11673,Jonas Jerebko,GOLDEN STATE WARRIORS,2019-03-24,HOME,DETROIT PISTONS,2.2584120000000008,1.27318,1.742401,3.91173,2.467,0.5028600000000001,0.8507100000000002,0.5028600000000001
11674,Mason Plumlee,DENVER NUGGETS,2019-03-24,AWAY,INDIANA PACERS,3.4984280000000005,0.7981,2.633567,6.591018,4.0614,0.90236,0.8093700000000001,0.90236
11675,Austin Rivers,HOUSTON ROCKETS,2019-03-24,AWAY,NEW ORLEANS PELICANS,2.5219239999999994,1.27318,1.763684,4.0291619999999995,2.5388,0.36906,0.9029699999999999,0.36906
11676,Semi Ojeleye,BOSTON CELTICS,2019-03-24,HOME,SAN ANTONIO SPURS,2.5334259999999995,0.9693,2.1856690000000003,4.50981,2.2196000000000002,0.3793,0.483,0.3793
11677,Elfrid Payton,NEW ORLEANS PELICANS,2019-03-24,HOME,HOUSTON ROCKETS,3.7151179999999995,1.65624,3.1058030000000003,8.063178,7.3936,0.66752,0.9510000000000001,0.66752
11678,Darius Miller,NEW ORLEANS PELICANS,2019-03-24,HOME,HOUSTON ROCKETS,1.7555000000000005,2.13774,1.5399860000000003,4.563453,3.96304,0.3882,0.72726,0.3882
11679,Marco Belinelli,SAN ANTONIO SPURS,2019-03-24,AWAY,BOSTON CELTICS,3.2965540000000004,1.4401,2.4409730000000005,4.089918,2.6984,0.25034,0.63903,0.25034
11680,Marquese Chriss,CLEVELAND CAVALIERS,2019-03-24,AWAY,MILWAUKEE BUCKS,2.6966100000000006,1.00996,1.9550429999999999,5.193516,2.39508,0.6730799999999999,0.612,0.6730799999999999
11681,Dante Cunningham,SAN ANTONIO SPURS,2019-03-24,AWAY,BOSTON CELTICS,2.4883420000000003,0.7981,1.575303,3.98085,2.06,0.357,0.6492,0.357
11682,John Jenkins,NEW YORK KNICKS,2019-03-24,HOME,LOS ANGELES CLIPPERS,2.5069160000000004,1.13622,1.525799,3.722046,2.33664,0.29898,0.7022999999999998,0.29898
11683,D.J. Wilson,MILWAUKEE BUCKS,2019-03-24,HOME,CLEVELAND CAVALIERS,3.3849779999999994,1.40586,2.136937,5.3058749999999995,3.0974000000000004,0.43700000000000006,0.8784899999999998,0.43700000000000006
11684,Mario Hezonja,NEW YORK KNICKS,2019-03-24,HOME,LOS ANGELES CLIPPERS,3.85639,1.33524,2.9078490000000006,4.970469,3.2580400000000003,0.35432,0.9362099999999998,0.35432
