,index,slug,name_x,team_x,location_x,opponent_x,outcome,seconds_played,made_field_goals_x,attempted_field_goals_x,made_three_point_field_goals_x,attempted_three_point_field_goals_x,made_free_throws_x,attempted_free_throws_x,offensive_rebounds_x,defensive_rebounds_x,assists_x,steals_x,blocks_x,turnovers_x,personal_fouls,game_score,Date,Team Defensive Rating,Team Pace,Team Turnover %,Opponent Defensive Rating,Opponent Pace,Opponent Turnover %,attempted_two_point_field_goals_x,made_two_point_field_goals_x,total_rebounds,at_home,indexr,name_y,team_y,date,location_y,opponent_y,made_field_goals_y,made_two_point_field_goals_y,attempted_two_point_field_goals_y,attempted_field_goals_y,made_three_point_field_goals_y,attempted_three_point_field_goals_y,attempted_free_throws_y,made_free_throws_y,offensive_rebounds_y,defensive_rebounds_y,assists_y,blocks_y,turnovers_y,steals_y
6885,6885,smithis01,Ish Smith,WASHINGTON WIZARDS,HOME,CLEVELAND CAVALIERS,LOSS,1782,2,12,1,5,0,0,1,4,6,2,0,0,1,5.1,2020-02-21,113.9,101.4,12.3,117.6,96.6,12.2,7,1,5,True,6885,Ish Smith,WASHINGTON WIZARDS,2020-02-21,HOME,CLEVELAND CAVALIERS,3.68,2.9,5.93,8.27,0.78,2.34,0.49,0.37,0.79,3.63,5.63,0.88,1.04,1.0
6886,6886,wanambr01,Brad Wanamaker,BOSTON CELTICS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1335,1,4,0,0,4,4,1,1,1,1,0,0,3,5.1,2020-02-21,107.8,99.6,11.5,112.9,100.2,11.4,4,1,2,False,6886,Brad Wanamaker,BOSTON CELTICS,2020-02-21,AWAY,MINNESOTA TIMBERWOLVES,2.8,1.87,5.03,6.35,0.93,1.32,1.49,1.49,0.0,1.85,3.04,0.0,1.05,1.36
6887,6887,mahinia01,Ian Mahinmi,WASHINGTON WIZARDS,HOME,CLEVELAND CAVALIERS,LOSS,983,1,3,0,0,3,4,3,2,2,2,0,2,5,5.0,2020-02-21,113.9,101.4,12.3,117.6,96.6,12.2,3,1,5,True,6887,Ian Mahinmi,WASHINGTON WIZARDS,2020-02-21,HOME,CLEVELAND CAVALIERS,2.98,2.98,5.56,5.99,0.0,0.43,2.97,1.82,1.97,4.45,0.64,0.83,0.43,0.42
6888,6888,moranja01,Ja Morant,MEMPHIS GRIZZLIES,AWAY,LOS ANGELES LAKERS,LOSS,1831,5,14,0,0,7,10,0,1,3,0,0,5,1,5.0,2020-02-21,108.8,96.6,12.9,109.5,103.2,13.4,14,5,1,False,6888,Ja Morant,MEMPHIS GRIZZLIES,2020-02-21,AWAY,LOS ANGELES LAKERS,7.77,7.26,12.35,15.57,0.5,3.22,5.64,4.36,1.29,2.68,5.92,0.19,3.39,0.43
6889,6889,barrerj01,RJ Barrett,NEW YORK KNICKS,HOME,INDIANA PACERS,LOSS,1608,8,19,0,5,1,3,0,4,2,0,0,3,2,4.9,2020-02-21,113.7,99.6,12.4,106.5,98.1,12.4,14,8,4,True,6889,RJ Barrett,NEW YORK KNICKS,2020-02-21,HOME,INDIANA PACERS,2.85,2.58,7.48,9.6,0.27,2.12,4.5,3.22,0.36,3.28,1.8,0.0,1.06,0.24
6890,6890,oubreke01,Kelly Oubre,PHOENIX SUNS,AWAY,TORONTO RAPTORS,LOSS,1900,5,15,0,4,1,2,1,3,1,2,1,1,3,4.9,2020-02-21,115.1,100.5,13.8,107.1,100.2,12.4,11,5,4,False,6890,Kelly Oubre,PHOENIX SUNS,2020-02-21,AWAY,TORONTO RAPTORS,7.24,4.11,7.72,15.73,3.14,8.01,2.85,2.62,0.48,5.14,0.91,0.5,0.54,0.15
6891,6891,dotsoda01,Damyean Dotson,NEW YORK KNICKS,HOME,INDIANA PACERS,LOSS,1354,2,8,2,4,0,0,0,3,3,1,0,0,1,4.8,2020-02-21,113.7,99.6,12.4,106.5,98.1,12.4,4,0,3,True,6891,Damyean Dotson,NEW YORK KNICKS,2020-02-21,HOME,INDIANA PACERS,2.29,0.82,2.22,5.2,1.47,2.97,0.63,0.63,0.12,0.79,1.31,0.0,0.19,0.43
6892,6892,lambje01,Jeremy Lamb,INDIANA PACERS,AWAY,NEW YORK KNICKS,WIN,1349,1,8,0,3,4,6,1,4,3,2,0,1,1,4.6,2020-02-21,106.5,98.1,12.4,113.7,99.6,12.4,5,1,5,False,6892,Jeremy Lamb,INDIANA PACERS,2020-02-21,AWAY,NEW YORK KNICKS,5.01,3.18,5.99,9.67,1.83,3.68,2.09,1.4,0.49,3.78,1.81,0.3,1.15,0.85
6893,6893,bongais01,Isaac Bonga,WASHINGTON WIZARDS,HOME,CLEVELAND CAVALIERS,LOSS,1191,2,3,0,1,1,1,1,1,1,0,0,1,0,4.4,2020-02-21,113.9,101.4,12.3,117.6,96.6,12.2,2,2,2,True,6893,Isaac Bonga,WASHINGTON WIZARDS,2020-02-21,HOME,CLEVELAND CAVALIERS,2.35,1.31,2.88,4.58,1.04,1.7,1.48,1.36,0.49,2.57,1.47,0.99,0.45,0.94
6894,6894,brunsja01,Jalen Brunson,DALLAS MAVERICKS,AWAY,ORLANDO MAGIC,WIN,1178,2,5,0,1,0,0,0,1,5,1,0,1,2,4.3,2020-02-21,110.7,99.0,12.7,108.1,98.1,11.9,4,2,1,False,6894,Jalen Brunson,DALLAS MAVERICKS,2020-02-21,AWAY,ORLANDO MAGIC,3.72,2.33,5.19,8.18,1.39,2.99,1.77,1.77,0.24,1.85,4.12,0.0,1.71,0.0
6895,6895,bouchch01,Chris Boucher,TORONTO RAPTORS,HOME,PHOENIX SUNS,WIN,811,1,3,0,1,0,0,1,2,0,1,4,0,3,4.2,2020-02-21,107.1,100.2,12.4,115.1,100.5,13.8,2,1,3,True,6895,Chris Boucher,TORONTO RAPTORS,2020-02-21,HOME,PHOENIX SUNS,1.79,1.64,2.37,4.01,0.15,1.64,1.44,1.32,0.8,1.77,0.15,0.57,0.62,0.15
6896,6896,redicjj01,J.J. Redick,NEW ORLEANS PELICANS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1247,4,9,1,4,0,0,0,1,2,0,0,1,2,4.2,2020-02-21,112.6,103.3,12.6,110.5,99.1,12.1,5,3,1,False,6896,J.J. Redick,NEW ORLEANS PELICANS,2020-02-21,AWAY,PORTLAND TRAIL BLAZERS,6.58,3.16,5.95,14.24,3.41,8.29,4.16,4.03,0.0,2.11,3.14,0.19,1.26,0.91
6897,6897,bridgmi01,Mikal Bridges,PHOENIX SUNS,AWAY,TORONTO RAPTORS,LOSS,1468,3,7,0,2,2,2,0,1,3,1,0,2,4,4.1,2020-02-21,115.1,100.5,13.8,107.1,100.2,12.4,5,3,1,False,6897,Mikal Bridges,PHOENIX SUNS,2020-02-21,AWAY,TORONTO RAPTORS,5.19,2.79,5.11,9.45,2.41,4.34,0.93,0.93,0.65,3.28,1.99,0.81,1.33,1.93
6898,6898,holidju01,Justin Holiday,INDIANA PACERS,AWAY,NEW YORK KNICKS,WIN,1485,2,6,2,5,0,0,0,2,1,0,2,0,3,4.1,2020-02-21,106.5,98.1,12.4,113.7,99.6,12.4,1,0,2,False,6898,Justin Holiday,INDIANA PACERS,2020-02-21,AWAY,NEW YORK KNICKS,2.29,0.77,1.44,5.75,1.52,4.31,1.52,1.52,1.41,1.96,1.35,0.82,0.73,1.15
6899,6899,swanica01,Caleb Swanigan,PORTLAND TRAIL BLAZERS,HOME,NEW ORLEANS PELICANS,LOSS,537,2,2,0,0,1,2,1,4,0,0,0,1,2,4.1,2020-02-21,110.5,99.1,12.1,112.6,103.3,12.6,2,2,5,True,6899,Caleb Swanigan,PORTLAND TRAIL BLAZERS,2020-02-21,HOME,NEW ORLEANS PELICANS,1.21,1.21,2.56,2.95,0.0,0.39,0.63,0.24,1.85,2.77,1.45,0.45,1.35,0.3
6900,6900,hayesja02,Jaxson Hayes,NEW ORLEANS PELICANS,AWAY,PORTLAND TRAIL BLAZERS,WIN,378,1,2,0,0,2,2,0,0,1,0,1,0,1,4.0,2020-02-21,112.6,103.3,12.6,110.5,99.1,12.1,2,1,0,False,6900,Jaxson Hayes,NEW ORLEANS PELICANS,2020-02-21,AWAY,PORTLAND TRAIL BLAZERS,1.72,1.72,2.25,2.25,0.0,0.0,2.64,1.65,1.08,1.5,1.29,0.15,0.53,0.15
6901,6901,inglejo01,Joe Ingles,UTAH JAZZ,HOME,SAN ANTONIO SPURS,LOSS,1800,3,10,1,4,1,2,0,3,7,0,0,2,4,4.0,2020-02-21,105.7,100.3,13.4,111.2,98.3,11.0,6,2,3,True,6901,Joe Ingles,UTAH JAZZ,2020-02-21,HOME,SAN ANTONIO SPURS,1.85,0.96,2.43,6.97,0.89,4.54,1.22,1.22,0.15,3.39,7.1,0.15,2.36,1.2
6902,6902,jacksju01,Justin Jackson,DALLAS MAVERICKS,AWAY,ORLANDO MAGIC,WIN,351,1,2,0,0,1,2,1,1,1,1,0,0,1,3.9,2020-02-21,110.7,99.0,12.7,108.1,98.1,11.9,2,1,2,False,6902,Justin Jackson,DALLAS MAVERICKS,2020-02-21,AWAY,ORLANDO MAGIC,1.73,1.39,3.4,5.23,0.34,1.83,0.38,0.38,0.64,0.98,0.3,0.0,0.19,0.0
6903,6903,valanjo01,Jonas Valančiūnas,MEMPHIS GRIZZLIES,AWAY,LOS ANGELES LAKERS,LOSS,1443,4,11,0,0,0,1,4,7,0,2,0,3,4,3.8,2020-02-21,108.8,96.6,12.9,109.5,103.2,13.4,11,4,11,False,6903,Jonas Valančiūnas,MEMPHIS GRIZZLIES,2020-02-21,AWAY,LOS ANGELES LAKERS,3.97,3.97,7.68,7.88,0.0,0.19,2.78,1.92,3.57,10.16,0.93,1.7,0.84,0.15
6904,6904,smithde03,Dennis Smith,NEW YORK KNICKS,HOME,INDIANA PACERS,LOSS,956,1,6,1,2,0,0,0,0,6,2,0,1,2,3.6,2020-02-21,113.7,99.6,12.4,106.5,98.1,12.4,4,0,0,True,6904,Dennis Smith,NEW YORK KNICKS,2020-02-21,HOME,INDIANA PACERS,1.94,1.82,4.33,4.76,0.12,0.43,1.04,0.4,0.49,2.83,2.31,0.15,2.42,1.09
6905,6905,martike03,Kelan Martin,MINNESOTA TIMBERWOLVES,HOME,BOSTON CELTICS,LOSS,962,0,4,0,3,4,4,0,3,3,0,1,1,1,3.5,2020-02-21,112.9,100.2,11.4,107.8,99.6,11.5,1,0,3,True,6905,Kelan Martin,MINNESOTA TIMBERWOLVES,2020-02-21,HOME,BOSTON CELTICS,2.24,1.62,2.22,4.23,0.62,2.02,1.24,1.24,0.38,2.25,0.19,0.36,0.94,0.63
6906,6906,mccontj01,T.J. McConnell,INDIANA PACERS,AWAY,NEW YORK KNICKS,WIN,907,1,2,0,0,0,0,1,2,3,0,0,1,0,3.4,2020-02-21,106.5,98.1,12.4,113.7,99.6,12.4,2,1,3,False,6906,T.J. McConnell,INDIANA PACERS,2020-02-21,AWAY,NEW YORK KNICKS,3.07,3.07,5.68,5.83,0.0,0.15,0.43,0.43,0.72,1.94,2.9,0.6,1.85,1.57
6907,6907,morrimo01,Monte Morris,DENVER NUGGETS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1207,3,7,0,4,0,0,1,0,0,2,0,1,2,3.2,2020-02-21,108.9,97.7,11.9,107.0,102.8,11.7,3,3,1,False,6907,Monte Morris,DENVER NUGGETS,2020-02-21,AWAY,OKLAHOMA CITY THUNDER,5.11,3.87,6.37,8.92,1.24,2.54,1.64,1.15,0.19,0.9,4.04,0.15,0.58,1.33
6908,6908,plumlma01,Mason Plumlee,DENVER NUGGETS,AWAY,OKLAHOMA CITY THUNDER,LOSS,841,2,2,0,0,0,0,0,2,1,2,0,2,4,3.1,2020-02-21,108.9,97.7,11.9,107.0,102.8,11.7,2,2,2,False,6908,Mason Plumlee,DENVER NUGGETS,2020-02-21,AWAY,OKLAHOMA CITY THUNDER,4.36,4.36,5.89,5.89,0.0,0.0,4.2,2.15,2.38,3.63,2.51,0.38,1.52,0.19
6909,6909,simonan01,Anfernee Simons,PORTLAND TRAIL BLAZERS,HOME,NEW ORLEANS PELICANS,LOSS,1633,2,12,0,4,3,5,0,3,2,3,0,0,2,3.1,2020-02-21,110.5,99.1,12.1,112.6,103.3,12.6,8,2,3,True,6909,Anfernee Simons,PORTLAND TRAIL BLAZERS,2020-02-21,HOME,NEW ORLEANS PELICANS,4.04,1.59,3.6,7.61,2.45,4.01,1.86,1.86,0.75,2.28,1.71,0.0,0.66,0.0
6910,6910,craigto01,Torrey Craig,DENVER NUGGETS,AWAY,OKLAHOMA CITY THUNDER,LOSS,979,1,3,1,3,0,0,1,0,2,0,0,0,1,3.0,2020-02-21,108.9,97.7,11.9,107.0,102.8,11.7,0,0,1,False,6910,Torrey Craig,DENVER NUGGETS,2020-02-21,AWAY,OKLAHOMA CITY THUNDER,2.58,0.69,1.3,5.33,1.89,4.03,1.09,0.84,1.57,5.49,1.38,0.51,0.64,0.24
6911,6911,baynear01,Aron Baynes,PHOENIX SUNS,AWAY,TORONTO RAPTORS,LOSS,642,2,3,1,2,0,0,0,1,1,0,1,1,4,2.8,2020-02-21,115.1,100.5,13.8,107.1,100.2,12.4,1,1,1,False,6911,Aron Baynes,PHOENIX SUNS,2020-02-21,AWAY,TORONTO RAPTORS,1.82,1.28,2.88,5.53,0.54,2.64,1.17,0.87,1.29,2.41,1.04,0.34,0.97,0.15
6912,6912,curryse01,Seth Curry,DALLAS MAVERICKS,AWAY,ORLANDO MAGIC,WIN,1664,3,9,0,4,0,0,1,5,1,1,0,2,0,2.8,2020-02-21,110.7,99.0,12.7,108.1,98.1,11.9,5,3,6,False,6912,Seth Curry,DALLAS MAVERICKS,2020-02-21,AWAY,ORLANDO MAGIC,6.7,2.97,5.67,11.27,3.73,5.59,1.62,1.62,0.3,3.63,3.53,0.19,0.69,0.73
6913,6913,howardw01,Dwight Howard,LOS ANGELES LAKERS,HOME,MEMPHIS GRIZZLIES,WIN,949,2,3,0,0,0,2,3,2,0,0,1,1,4,2.7,2020-02-21,109.5,103.2,13.4,108.8,96.6,12.9,3,2,5,True,6913,Dwight Howard,LOS ANGELES LAKERS,2020-02-21,HOME,MEMPHIS GRIZZLIES,4.48,4.48,5.46,5.46,0.0,0.0,6.42,3.04,3.71,6.02,0.72,0.0,1.5,0.12
6914,6914,harklma01,Maurice Harkless,NEW YORK KNICKS,HOME,INDIANA PACERS,LOSS,1008,1,1,1,1,0,0,0,3,0,0,0,1,0,2.6,2020-02-21,113.7,99.6,12.4,106.5,98.1,12.4,0,0,3,True,6914,Maurice Harkless,NEW YORK KNICKS,2020-02-21,HOME,INDIANA PACERS,2.51,1.61,2.76,5.4,0.9,2.64,0.0,0.0,0.61,4.1,0.79,0.12,0.46,0.73
6915,6915,randlju01,Julius Randle,NEW YORK KNICKS,HOME,INDIANA PACERS,LOSS,1772,2,9,0,1,3,6,0,7,4,1,0,2,4,2.6,2020-02-21,113.7,99.6,12.4,106.5,98.1,12.4,8,2,7,True,6915,Julius Randle,NEW YORK KNICKS,2020-02-21,HOME,INDIANA PACERS,9.72,9.24,16.59,18.93,0.49,2.34,4.87,3.67,2.48,9.2,2.56,1.03,4.05,0.82
6916,6916,gayru01,Rudy Gay,SAN ANTONIO SPURS,AWAY,UTAH JAZZ,WIN,906,2,6,0,0,0,0,1,3,1,0,0,0,1,2.5,2020-02-21,111.2,98.3,11.0,105.7,100.3,13.4,6,2,4,False,6916,Rudy Gay,SAN ANTONIO SPURS,2020-02-21,AWAY,UTAH JAZZ,2.35,1.76,4.13,5.61,0.6,1.48,0.9,0.9,0.24,3.51,1.11,0.0,0.68,0.15
6917,6917,walkelo01,Lonnie Walker,SAN ANTONIO SPURS,AWAY,UTAH JAZZ,WIN,749,1,3,0,0,2,2,0,2,0,0,0,0,1,2.5,2020-02-21,111.2,98.3,11.0,105.7,100.3,13.4,3,1,2,False,6917,Lonnie Walker,SAN ANTONIO SPURS,2020-02-21,AWAY,UTAH JAZZ,2.28,2.04,4.61,5.87,0.24,1.26,1.65,1.1,1.26,1.83,1.14,0.27,0.98,1.56
6918,6918,caldwke01,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,HOME,MEMPHIS GRIZZLIES,WIN,1451,4,12,1,6,3,5,1,4,1,1,0,4,4,2.4,2020-02-21,109.5,103.2,13.4,108.8,96.6,12.9,6,3,5,True,6918,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,2020-02-21,HOME,MEMPHIS GRIZZLIES,2.7,1.57,2.65,6.25,1.13,3.6,0.95,0.95,0.66,0.45,1.24,0.12,0.51,1.67
6919,6919,poirivi01,Vincent Poirier,BOSTON CELTICS,AWAY,MINNESOTA TIMBERWOLVES,WIN,186,1,1,0,0,0,0,1,0,0,0,0,0,0,2.4,2020-02-21,107.8,99.6,11.5,112.9,100.2,11.4,1,1,1,False,6919,Vincent Poirier,BOSTON CELTICS,2020-02-21,AWAY,MINNESOTA TIMBERWOLVES,0.93,0.93,1.5,1.5,0.0,0.0,0.62,0.62,0.12,1.98,0.6,0.27,0.49,0.0
6920,6920,grantje01,Jerami Grant,DENVER NUGGETS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1252,1,6,0,3,4,4,0,1,1,0,0,1,0,2.2,2020-02-21,108.9,97.7,11.9,107.0,102.8,11.7,3,1,1,False,6920,Jerami Grant,DENVER NUGGETS,2020-02-21,AWAY,OKLAHOMA CITY THUNDER,4.78,3.31,5.68,9.39,1.47,3.72,1.52,1.52,0.4,4.35,1.03,0.95,0.95,0.95
6921,6921,loveke01,Kevin Love,CLEVELAND CAVALIERS,AWAY,WASHINGTON WIZARDS,WIN,1352,3,8,2,5,1,2,0,1,1,0,0,3,1,1.8,2020-02-21,117.6,96.6,12.2,113.9,101.4,12.3,3,1,1,False,6921,Kevin Love,CLEVELAND CAVALIERS,2020-02-21,AWAY,WASHINGTON WIZARDS,6.82,3.71,5.87,13.8,3.11,7.93,2.21,2.21,1.3,7.8,4.18,0.19,1.6,0.81
6922,6922,portemi01,Michael Porter,DENVER NUGGETS,AWAY,OKLAHOMA CITY THUNDER,LOSS,461,2,5,0,1,0,0,1,1,0,0,0,1,0,1.3,2020-02-21,108.9,97.7,11.9,107.0,102.8,11.7,4,2,2,False,6922,Michael Porter,DENVER NUGGETS,2020-02-21,AWAY,OKLAHOMA CITY THUNDER,4.77,2.64,6.89,11.26,2.13,4.37,1.74,1.59,2.13,7.35,1.24,0.83,1.05,1.23
6923,6923,kuzmaky01,Kyle Kuzma,LOS ANGELES LAKERS,HOME,MEMPHIS GRIZZLIES,WIN,1403,4,13,0,4,0,2,0,4,3,0,0,0,5,1.0,2020-02-21,109.5,103.2,13.4,108.8,96.6,12.9,9,4,4,True,6923,Kyle Kuzma,LOS ANGELES LAKERS,2020-02-21,HOME,MEMPHIS GRIZZLIES,3.17,2.39,4.0,6.46,0.78,2.47,1.4,1.01,1.21,3.74,3.63,0.48,1.97,0.96
6924,6924,culveja01,Jarrett Culver,MINNESOTA TIMBERWOLVES,HOME,BOSTON CELTICS,LOSS,1291,1,5,0,3,0,0,0,3,1,0,1,0,1,0.8,2020-02-21,112.9,100.2,11.4,107.8,99.6,11.5,2,1,3,True,6924,Jarrett Culver,MINNESOTA TIMBERWOLVES,2020-02-21,HOME,BOSTON CELTICS,2.74,1.96,4.42,6.82,0.79,2.4,1.41,0.87,0.67,1.3,0.77,0.58,1.49,0.82
6925,6925,brissos01,Oshae Brissett,TORONTO RAPTORS,HOME,PHOENIX SUNS,WIN,88,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6,2020-02-21,107.1,100.2,12.4,115.1,100.5,13.8,0,0,2,True,6925,Oshae Brissett,TORONTO RAPTORS,2020-02-21,HOME,PHOENIX SUNS,0.24,0.24,0.24,1.02,0.0,0.79,0.59,0.3,0.3,0.39,0.3,0.0,0.7,0.24
6926,6926,harriga01,Gary Harris,DENVER NUGGETS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1837,1,7,1,3,4,4,1,3,0,0,0,2,4,0.5,2020-02-21,108.9,97.7,11.9,107.0,102.8,11.7,4,0,4,False,6926,Gary Harris,DENVER NUGGETS,2020-02-21,AWAY,OKLAHOMA CITY THUNDER,3.08,2.31,6.05,9.44,0.77,3.39,1.89,1.74,0.0,3.32,2.09,0.0,0.94,0.83
6927,6927,bambamo01,Mohamed Bamba,ORLANDO MAGIC,HOME,DALLAS MAVERICKS,LOSS,660,1,3,0,1,0,0,0,1,2,0,0,0,4,0.4,2020-02-21,108.1,98.1,11.9,110.7,99.0,12.7,2,1,1,True,6927,Mohamed Bamba,ORLANDO MAGIC,2020-02-21,HOME,DALLAS MAVERICKS,2.27,1.73,2.97,4.24,0.54,1.27,0.38,0.38,1.43,2.45,0.95,1.55,0.65,0.79
6928,6928,knoxke01,Kevin Knox,NEW YORK KNICKS,HOME,INDIANA PACERS,LOSS,1038,1,3,0,1,2,2,0,0,2,0,1,2,5,0.4,2020-02-21,113.7,99.6,12.4,106.5,98.1,12.4,2,1,0,True,6928,Kevin Knox,NEW YORK KNICKS,2020-02-21,HOME,INDIANA PACERS,1.53,0.85,2.06,3.99,0.67,1.92,0.0,0.0,0.24,0.98,0.12,0.43,0.75,0.0
6929,6929,boldejo01,Jonah Bolden,PHOENIX SUNS,AWAY,TORONTO RAPTORS,LOSS,88,0,1,0,1,0,0,0,0,0,1,0,0,0,0.3,2020-02-21,115.1,100.5,13.8,107.1,100.2,12.4,0,0,0,False,6929,Jonah Bolden,PHOENIX SUNS,2020-02-21,AWAY,TORONTO RAPTORS,1.08,1.08,2.31,2.98,0.0,0.67,0.82,0.82,1.23,1.9,0.0,0.82,0.26,0.41
6930,6930,gudurma01,Marko Guduric,MEMPHIS GRIZZLIES,AWAY,LOS ANGELES LAKERS,LOSS,191,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,2020-02-21,108.8,96.6,12.9,109.5,103.2,13.4,0,0,1,False,6930,Marko Guduric,MEMPHIS GRIZZLIES,2020-02-21,AWAY,LOS ANGELES LAKERS,1.51,0.93,1.35,2.72,0.58,1.37,0.86,0.86,0.0,1.29,0.6,0.0,0.74,0.3
6931,6931,ojelese01,Semi Ojeleye,BOSTON CELTICS,AWAY,MINNESOTA TIMBERWOLVES,WIN,270,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,2020-02-21,107.8,99.6,11.5,112.9,100.2,11.4,0,0,1,False,6931,Semi Ojeleye,BOSTON CELTICS,2020-02-21,AWAY,MINNESOTA TIMBERWOLVES,0.53,0.19,0.62,2.16,0.34,1.54,0.59,0.59,0.0,1.76,0.88,0.12,0.24,0.24
6932,6932,thomama02,Matt Thomas,TORONTO RAPTORS,HOME,PHOENIX SUNS,WIN,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,2020-02-21,107.1,100.2,12.4,115.1,100.5,13.8,0,0,1,True,6932,Matt Thomas,TORONTO RAPTORS,2020-02-21,HOME,PHOENIX SUNS,1.6,0.88,1.94,3.16,0.72,1.22,0.0,0.0,0.0,1.59,0.5,0.0,0.0,0.57
6933,6933,tuckera01,Rayjon Tucker,UTAH JAZZ,HOME,SAN ANTONIO SPURS,LOSS,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,2020-02-21,105.7,100.3,13.4,111.2,98.3,11.0,0,0,1,True,6933,Rayjon Tucker,UTAH JAZZ,2020-02-21,HOME,SAN ANTONIO SPURS,1.01,1.01,1.82,2.18,0.0,0.36,0.24,0.24,0.24,0.45,0.0,0.0,0.48,0.0
6934,6934,mcgeeja01,JaVale McGee,LOS ANGELES LAKERS,HOME,MEMPHIS GRIZZLIES,WIN,859,1,2,0,0,0,0,0,5,0,0,1,1,5,0.2,2020-02-21,109.5,103.2,13.4,108.8,96.6,12.9,2,1,5,True,6934,JaVale McGee,LOS ANGELES LAKERS,2020-02-21,HOME,MEMPHIS GRIZZLIES,2.37,2.37,3.98,4.13,0.0,0.15,0.61,0.49,1.06,3.82,0.15,0.76,0.57,0.49
6935,6935,willigr01,Grant Williams,BOSTON CELTICS,AWAY,MINNESOTA TIMBERWOLVES,WIN,757,0,4,0,3,0,0,2,1,1,0,2,0,2,0.2,2020-02-21,107.8,99.6,11.5,112.9,100.2,11.4,1,0,3,False,6935,Grant Williams,BOSTON CELTICS,2020-02-21,AWAY,MINNESOTA TIMBERWOLVES,1.49,0.55,1.39,2.46,0.95,1.07,0.95,0.95,0.79,1.57,0.72,0.69,0.72,0.57
6936,6936,dudleja01,Jared Dudley,LOS ANGELES LAKERS,HOME,MEMPHIS GRIZZLIES,WIN,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2020-02-21,109.5,103.2,13.4,108.8,96.6,12.9,0,0,0,True,6936,Jared Dudley,LOS ANGELES LAKERS,2020-02-21,HOME,MEMPHIS GRIZZLIES,0.12,0.0,0.3,0.84,0.12,0.54,0.0,0.0,0.3,1.07,0.0,0.0,0.0,0.0
6937,6937,johnsst04,Stanley Johnson,TORONTO RAPTORS,HOME,PHOENIX SUNS,WIN,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2020-02-21,107.1,100.2,12.4,115.1,100.5,13.8,0,0,0,True,6937,Stanley Johnson,TORONTO RAPTORS,2020-02-21,HOME,PHOENIX SUNS,0.19,0.19,0.58,0.58,0.0,0.0,0.0,0.0,0.0,0.79,0.76,0.3,0.19,0.0
6938,6938,millema01,Malcolm Miller,TORONTO RAPTORS,HOME,PHOENIX SUNS,WIN,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2020-02-21,107.1,100.2,12.4,115.1,100.5,13.8,0,0,0,True,6938,Malcolm Miller,TORONTO RAPTORS,2020-02-21,HOME,PHOENIX SUNS,0.33,0.33,0.33,0.74,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6939,6939,morgaju01,Juwan Morgan,UTAH JAZZ,HOME,SAN ANTONIO SPURS,LOSS,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2020-02-21,105.7,100.3,13.4,111.2,98.3,11.0,0,0,0,True,6939,Juwan Morgan,UTAH JAZZ,2020-02-21,HOME,SAN ANTONIO SPURS,1.18,1.02,1.8,1.95,0.15,0.15,0.0,0.0,0.96,1.14,0.0,0.0,0.3,0.0
6940,6940,wrighju02,Justin Wright-Foreman,UTAH JAZZ,HOME,SAN ANTONIO SPURS,LOSS,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2020-02-21,105.7,100.3,13.4,111.2,98.3,11.0,0,0,0,True,6940,Justin Wright-Foreman,UTAH JAZZ,2020-02-21,HOME,SAN ANTONIO SPURS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6941,6941,wagnemo01,Moritz Wagner,WASHINGTON WIZARDS,HOME,CLEVELAND CAVALIERS,LOSS,931,2,7,0,1,0,0,1,4,1,0,0,1,4,-0.1,2020-02-21,113.9,101.4,12.3,117.6,96.6,12.2,6,2,5,True,6941,Moritz Wagner,WASHINGTON WIZARDS,2020-02-21,HOME,CLEVELAND CAVALIERS,4.06,3.87,5.21,6.62,0.19,1.41,3.05,1.83,0.34,4.13,1.01,0.54,1.32,0.69
6942,6942,dellama01,Matthew Dellavedova,CLEVELAND CAVALIERS,AWAY,WASHINGTON WIZARDS,WIN,404,0,1,0,1,0,0,0,1,0,0,0,0,0,-0.4,2020-02-21,117.6,96.6,12.2,113.9,101.4,12.3,0,0,1,False,6942,Matthew Dellavedova,CLEVELAND CAVALIERS,2020-02-21,AWAY,WASHINGTON WIZARDS,0.38,0.38,0.95,1.57,0.0,0.62,0.0,0.0,0.0,0.61,2.06,0.0,1.15,0.0
