,name,team,date,location,opponent,made_field_goals,made_two_point_field_goals,attempted_two_point_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,attempted_free_throws,made_free_throws,offensive_rebounds,defensive_rebounds,assists,blocks,turnovers,steals,seconds_played,Opponent Defensive Rating,Opponent Turnover %
3748,Steven Adams,OKLAHOMA CITY THUNDER,2020-01-25,AWAY,MINNESOTA TIMBERWOLVES,2.71,2.71,5.61,5.61,0.0,0.0,3.15,1.96,2.69,4.43,2.03,0.6,1.31,0.67,1155.68,109.71,14.11
3749,Josh Okogie,MINNESOTA TIMBERWOLVES,2020-01-25,HOME,OKLAHOMA CITY THUNDER,3.65,3.13,4.92,6.91,0.52,1.99,2.65,2.3,2.06,3.07,2.57,0.37,1.68,1.71,1541.37,108.69,14.09
3750,Mike Scott,PHILADELPHIA 76ERS,2020-01-25,HOME,LOS ANGELES LAKERS,1.27,0.21,1.6,4.62,1.06,3.02,0.7,0.7,1.7,2.69,0.55,0.06,0.32,0.61,858.05,108.2,14.37
3751,Jonah Bolden,PHILADELPHIA 76ERS,2020-01-25,HOME,LOS ANGELES LAKERS,0.5,0.5,1.07,1.92,0.0,0.85,0.38,0.38,0.57,1.18,0.0,0.38,0.12,0.43,481.09,108.14,14.82
3752,Trey Burke,PHILADELPHIA 76ERS,2020-01-25,HOME,LOS ANGELES LAKERS,1.05,0.83,2.0,2.99,0.22,1.0,0.2,0.05,0.32,0.31,1.25,0.0,0.24,0.0,498.67,107.7,13.99
3753,Nicolas Claxton,BROOKLYN NETS,2020-01-25,AWAY,DETROIT PISTONS,2.27,2.13,3.53,3.81,0.14,0.28,1.83,1.25,1.61,2.01,0.82,0.33,0.46,0.0,651.63,110.73,14.66
3754,Rajon Rondo,LOS ANGELES LAKERS,2020-01-25,AWAY,PHILADELPHIA 76ERS,3.94,3.04,5.98,8.74,0.9,2.76,1.24,0.86,0.5,3.61,5.95,0.0,1.8,0.59,1343.66,109.69,14.26
3755,Matthew Dellavedova,CLEVELAND CAVALIERS,2020-01-25,HOME,CHICAGO BULLS,0.8,0.45,1.44,2.19,0.35,0.75,0.55,0.37,0.0,0.59,2.29,0.0,1.14,0.11,605.26,111.24,14.42
3756,Furkan Korkmaz,PHILADELPHIA 76ERS,2020-01-25,HOME,LOS ANGELES LAKERS,4.56,1.45,3.55,10.37,3.11,6.82,2.02,1.17,0.18,1.75,1.02,0.56,0.52,0.24,1384.86,108.2,14.37
3757,Jordan Bone,DETROIT PISTONS,2020-01-25,HOME,BROOKLYN NETS,0.71,0.2,0.88,2.42,0.51,1.53,0.0,0.0,0.0,0.89,1.1,0.0,0.0,0.16,434.42,108.27,14.35
3758,Allen Crabbe,MINNESOTA TIMBERWOLVES,2020-01-25,HOME,OKLAHOMA CITY THUNDER,1.64,0.78,1.71,4.8,0.86,3.09,0.45,0.22,0.17,1.87,0.87,0.11,0.51,0.15,1121.13,109.72,14.36
3759,Gorgui Dieng,MINNESOTA TIMBERWOLVES,2020-01-25,HOME,OKLAHOMA CITY THUNDER,2.63,1.4,3.11,6.07,1.23,2.95,0.7,0.59,1.52,4.14,1.55,0.55,1.08,0.68,999.55,108.69,14.09
3760,James Ennis,PHILADELPHIA 76ERS,2020-01-25,HOME,LOS ANGELES LAKERS,1.11,0.59,1.38,2.9,0.52,1.52,1.25,1.09,0.69,1.45,0.63,0.08,0.65,0.45,598.79,108.19,14.42
3761,Danny Green,LOS ANGELES LAKERS,2020-01-25,AWAY,PHILADELPHIA 76ERS,3.77,1.49,3.2,8.67,2.28,5.47,1.05,0.6,0.52,1.93,0.94,0.63,0.51,1.8,1354.23,109.97,14.35
3762,Sekou Doumbouya,DETROIT PISTONS,2020-01-25,HOME,BROOKLYN NETS,3.11,2.26,3.77,6.91,0.85,3.14,1.98,1.44,0.39,3.65,0.78,0.33,1.13,0.5,1524.41,111.32,14.73
3763,Damian Lillard,PORTLAND TRAIL BLAZERS,2020-01-26,HOME,INDIANA PACERS,12.41,6.48,12.33,25.18,5.93,12.85,9.1,8.22,0.24,4.41,7.73,0.08,3.31,1.05,2359.27,109.87,13.75
3764,Trae Young,ATLANTA HAWKS,2020-01-26,HOME,WASHINGTON WIZARDS,8.81,5.81,11.35,19.84,3.0,8.49,11.61,9.48,0.86,4.3,11.49,0.27,4.22,1.07,2091.2,109.61,13.92
3765,Bradley Beal,WASHINGTON WIZARDS,2020-01-26,AWAY,ATLANTA HAWKS,11.45,8.98,13.05,20.13,2.47,7.08,4.53,4.2,0.63,2.89,5.48,0.13,2.95,0.45,1840.43,110.46,15.22
3766,Domantas Sabonis,INDIANA PACERS,2020-01-26,AWAY,PORTLAND TRAIL BLAZERS,6.98,6.87,11.57,12.1,0.11,0.53,5.02,3.92,3.18,8.05,5.59,0.38,3.68,0.85,2038.55,110.93,14.65
3767,Kawhi Leonard,LOS ANGELES CLIPPERS,2020-01-26,AWAY,ORLANDO MAGIC,11.71,9.01,16.7,24.22,2.71,7.52,8.77,8.08,1.12,6.53,5.48,1.06,2.53,2.65,2078.42,110.53,14.38
3768,Kemba Walker,BOSTON CELTICS,2020-01-26,AWAY,NEW ORLEANS PELICANS,7.99,4.68,7.91,16.03,3.3,8.12,4.35,3.82,0.69,3.23,4.58,0.87,1.66,1.74,1879.03,108.25,14.25
3769,Pascal Siakam,TORONTO RAPTORS,2020-01-26,AWAY,SAN ANTONIO SPURS,7.1,6.07,10.49,15.16,1.03,4.67,3.48,2.94,0.4,6.76,2.83,1.02,2.26,0.74,1805.36,111.61,14.22
3770,Jeremy Lamb,INDIANA PACERS,2020-01-26,AWAY,PORTLAND TRAIL BLAZERS,4.08,3.27,5.78,9.02,0.81,3.24,0.37,0.37,0.28,3.59,2.0,0.48,0.67,1.15,1487.37,110.73,14.65
3771,Hassan Whiteside,PORTLAND TRAIL BLAZERS,2020-01-26,HOME,INDIANA PACERS,6.11,6.05,10.35,10.48,0.06,0.13,3.46,2.36,3.95,10.75,0.95,3.52,2.03,0.0,2082.73,110.48,13.74
3772,Devin Booker,PHOENIX SUNS,2020-01-26,AWAY,MEMPHIS GRIZZLIES,9.66,7.61,12.72,18.27,2.04,5.56,9.36,8.97,0.33,4.55,6.32,0.28,4.51,0.88,2192.92,110.85,13.29
3773,Jerami Grant,DENVER NUGGETS,2020-01-26,HOME,HOUSTON ROCKETS,5.38,4.43,9.25,11.92,0.95,2.68,3.39,2.62,3.08,3.06,2.14,1.07,0.94,1.3,1971.89,110.95,14.59
3774,Nikola Jokić,DENVER NUGGETS,2020-01-26,HOME,HOUSTON ROCKETS,8.55,7.55,13.56,17.26,0.99,3.7,6.42,4.96,3.83,7.62,6.86,0.8,3.75,1.79,2068.72,110.95,14.59
3775,De'Andre Hunter,ATLANTA HAWKS,2020-01-26,HOME,WASHINGTON WIZARDS,4.2,3.23,6.89,11.11,0.97,4.22,1.95,1.39,1.01,2.81,1.6,0.63,1.81,0.88,1778.61,109.02,14.09
3776,CJ McCollum,PORTLAND TRAIL BLAZERS,2020-01-26,HOME,INDIANA PACERS,6.72,4.47,9.96,15.2,2.25,5.24,1.67,1.13,0.31,2.07,3.91,0.6,0.93,0.68,1728.79,109.42,13.91
3777,Jrue Holiday,NEW ORLEANS PELICANS,2020-01-26,HOME,BOSTON CELTICS,6.28,4.25,9.41,15.4,2.03,5.99,3.59,3.05,1.13,3.4,5.62,0.85,2.48,1.79,2127.04,109.89,13.84
3778,Ja Morant,MEMPHIS GRIZZLIES,2020-01-26,HOME,PHOENIX SUNS,5.83,5.27,9.81,11.49,0.56,1.68,2.89,2.67,0.68,2.76,8.95,0.21,3.53,0.85,1866.84,111.01,14.76
3779,Deandre Ayton,PHOENIX SUNS,2020-01-26,AWAY,MEMPHIS GRIZZLIES,7.37,7.37,14.13,14.13,0.0,0.0,2.98,2.6,3.28,8.37,2.05,1.0,1.72,0.69,2045.84,110.85,13.29
3780,Michael Carter-Williams,ORLANDO MAGIC,2020-01-26,HOME,LOS ANGELES CLIPPERS,3.6,3.33,6.83,7.72,0.27,0.89,2.05,1.61,0.49,1.82,2.01,0.27,1.61,1.0,949.48,109.41,14.05
3781,Derrick Favors,NEW ORLEANS PELICANS,2020-01-26,HOME,BOSTON CELTICS,5.51,5.51,7.61,7.65,0.0,0.04,2.84,1.69,2.76,6.86,1.28,1.37,0.94,0.76,1571.24,109.55,14.04
3782,Russell Westbrook,HOUSTON ROCKETS,2020-01-26,AWAY,DENVER NUGGETS,13.47,13.08,23.02,24.54,0.39,1.52,8.33,6.66,1.93,7.42,9.13,0.19,3.81,2.09,2224.54,109.63,14.07
3783,Kevin Huerter,ATLANTA HAWKS,2020-01-26,HOME,WASHINGTON WIZARDS,3.97,1.82,5.43,10.87,2.15,5.43,0.56,0.34,0.94,5.08,2.89,0.82,1.14,0.41,1874.52,109.02,14.09
3784,Troy Brown,WASHINGTON WIZARDS,2020-01-26,AWAY,ATLANTA HAWKS,4.18,3.13,5.71,8.01,1.05,2.3,1.96,1.25,0.64,5.61,2.2,0.0,0.75,0.97,1560.21,110.51,15.16
3785,Spencer Dinwiddie,BROOKLYN NETS,2020-01-26,AWAY,NEW YORK KNICKS,4.66,3.07,7.02,12.6,1.59,5.58,4.43,3.29,1.06,3.39,7.34,0.05,2.49,0.64,1994.94,108.21,14.7
3786,Aaron Holiday,INDIANA PACERS,2020-01-26,AWAY,PORTLAND TRAIL BLAZERS,3.26,1.59,4.75,8.0,1.67,3.24,0.39,0.34,0.35,1.11,3.39,0.47,0.95,0.58,1313.15,110.73,14.65
3787,Kelly Oubre,PHOENIX SUNS,2020-01-26,AWAY,MEMPHIS GRIZZLIES,6.32,5.1,9.37,14.92,1.23,5.55,5.25,3.75,1.03,7.32,1.08,1.43,1.26,1.07,2142.0,111.28,13.43
3788,Montrezl Harrell,LOS ANGELES CLIPPERS,2020-01-26,AWAY,ORLANDO MAGIC,8.24,8.24,14.79,15.03,0.0,0.24,7.1,3.64,2.55,4.81,1.71,1.02,1.73,0.9,1687.07,111.19,14.57
3789,Monte Morris,DENVER NUGGETS,2020-01-26,HOME,HOUSTON ROCKETS,3.51,2.31,4.81,8.26,1.2,3.45,0.65,0.65,0.38,1.3,4.55,0.05,0.71,0.88,1464.79,110.95,14.59
3790,Serge Ibaka,TORONTO RAPTORS,2020-01-26,AWAY,SAN ANTONIO SPURS,5.99,4.48,8.46,11.37,1.51,2.92,1.56,1.1,1.13,5.11,1.1,0.63,1.16,0.69,1558.45,111.64,14.23
3791,Zion Williamson,NEW ORLEANS PELICANS,2020-01-26,HOME,BOSTON CELTICS,7.44,5.67,7.56,9.89,1.78,2.33,4.0,1.44,1.44,5.0,1.33,0.56,2.78,0.56,1186.33,110.63,13.1
3792,Fred VanVleet,TORONTO RAPTORS,2020-01-26,AWAY,SAN ANTONIO SPURS,7.07,3.17,7.51,14.6,3.9,7.08,3.74,2.4,0.7,2.3,6.55,0.11,1.16,1.65,2135.81,110.86,14.67
3793,Gordon Hayward,BOSTON CELTICS,2020-01-26,AWAY,NEW ORLEANS PELICANS,6.16,4.35,8.81,13.32,1.81,4.51,2.6,2.45,0.72,6.34,4.39,0.19,2.59,0.89,2003.24,108.6,14.28
3794,Doug McDermott,INDIANA PACERS,2020-01-26,AWAY,PORTLAND TRAIL BLAZERS,5.87,2.81,4.18,9.63,3.06,5.45,0.61,0.4,0.39,2.31,1.41,0.05,0.68,0.34,1336.49,110.73,14.65
3795,Michael Porter,DENVER NUGGETS,2020-01-26,HOME,HOUSTON ROCKETS,4.79,2.8,5.86,10.19,1.99,4.33,2.24,2.03,1.62,6.77,1.68,0.56,0.8,1.04,1395.83,111.26,14.62
3796,DeMar DeRozan,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,8.54,8.46,14.99,15.54,0.08,0.55,8.27,7.61,1.27,6.14,5.61,0.0,2.75,1.48,2165.43,110.32,14.89
3797,Landry Shamet,LOS ANGELES CLIPPERS,2020-01-26,AWAY,ORLANDO MAGIC,4.76,1.54,2.6,10.28,3.22,7.68,1.25,1.07,0.06,2.68,2.17,0.24,0.95,0.4,2014.7,111.19,14.57
3798,John Collins,ATLANTA HAWKS,2020-01-26,HOME,WASHINGTON WIZARDS,9.35,7.78,11.64,15.53,1.57,3.9,2.71,2.25,2.74,6.95,0.67,1.67,1.68,0.89,1837.66,109.02,14.09
3799,Lonzo Ball,NEW ORLEANS PELICANS,2020-01-26,HOME,BOSTON CELTICS,4.08,1.44,5.25,11.56,2.65,6.32,1.51,0.97,0.99,6.5,8.91,0.44,3.07,1.58,2271.22,109.72,14.07
3800,Daniel Theis,BOSTON CELTICS,2020-01-26,AWAY,NEW ORLEANS PELICANS,4.69,3.79,5.62,7.53,0.9,1.91,1.7,1.26,1.93,3.34,2.72,1.63,0.87,1.01,1447.18,108.83,14.2
3801,Marcus Morris,NEW YORK KNICKS,2020-01-26,HOME,BROOKLYN NETS,7.54,4.42,8.35,15.67,3.12,7.32,4.65,3.39,1.18,4.76,1.42,0.15,1.54,0.56,2107.48,108.2,14.83
3802,J.J. Redick,NEW ORLEANS PELICANS,2020-01-26,HOME,BOSTON CELTICS,4.74,1.69,3.62,9.55,3.06,5.93,3.42,2.95,0.27,1.69,1.43,0.0,1.21,0.12,1554.37,109.78,14.03
3803,Dillon Brooks,MEMPHIS GRIZZLIES,2020-01-26,HOME,PHOENIX SUNS,6.95,3.67,9.22,15.47,3.27,6.26,4.47,4.09,1.59,2.27,1.71,0.3,1.67,0.71,1692.17,111.01,14.76
3804,Elfrid Payton,NEW YORK KNICKS,2020-01-26,HOME,BROOKLYN NETS,4.45,4.19,8.4,10.01,0.26,1.61,1.36,0.64,0.95,3.95,7.78,0.79,2.72,1.39,1798.13,107.81,14.85
3805,Wesley Iwundu,ORLANDO MAGIC,2020-01-26,HOME,LOS ANGELES CLIPPERS,2.16,1.13,2.7,4.88,1.03,2.18,1.66,0.99,0.28,2.06,1.02,0.28,0.27,0.74,1304.9,109.21,14.21
3806,Eric Gordon,HOUSTON ROCKETS,2020-01-26,AWAY,DENVER NUGGETS,6.28,1.89,4.73,15.2,4.39,10.48,2.93,2.13,0.11,2.34,1.78,0.26,0.77,0.08,1860.34,109.95,14.22
3807,Jaren Jackson,MEMPHIS GRIZZLIES,2020-01-26,HOME,PHOENIX SUNS,7.03,4.08,6.77,13.99,2.95,7.22,3.0,2.28,0.71,4.04,0.99,2.16,1.82,0.77,1679.49,111.01,14.76
3808,Bruno Fernando,ATLANTA HAWKS,2020-01-26,HOME,WASHINGTON WIZARDS,1.98,1.98,3.62,4.2,0.0,0.58,0.86,0.61,1.96,1.85,0.56,0.46,1.24,0.78,885.4,108.31,13.91
3809,OG Anunoby,TORONTO RAPTORS,2020-01-26,AWAY,SAN ANTONIO SPURS,3.04,2.1,4.4,7.0,0.93,2.59,0.44,0.44,1.14,2.32,1.25,0.44,1.14,1.1,1553.7,111.64,14.23
3810,Mohamed Bamba,ORLANDO MAGIC,2020-01-26,HOME,LOS ANGELES CLIPPERS,1.66,1.43,2.65,3.8,0.22,1.15,0.39,0.2,1.75,2.59,0.65,1.27,0.17,0.32,862.77,109.21,14.21
3811,Mitchell Robinson,NEW YORK KNICKS,2020-01-26,HOME,BROOKLYN NETS,2.48,2.48,3.45,3.45,0.0,0.0,1.37,0.83,1.94,4.19,0.6,1.67,0.71,0.7,1415.79,107.81,14.85
3812,Jaylen Brown,BOSTON CELTICS,2020-01-26,AWAY,NEW ORLEANS PELICANS,6.09,4.08,9.07,14.55,2.01,5.47,6.17,4.24,1.62,4.12,2.91,0.0,2.27,1.67,1969.54,109.82,14.81
3813,Danuel House,HOUSTON ROCKETS,2020-01-26,AWAY,DENVER NUGGETS,2.5,1.1,1.9,6.18,1.39,4.28,0.75,0.62,0.61,3.65,0.58,0.69,0.91,1.06,1654.03,109.85,14.17
3814,Jakob Poeltl,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,1.6,1.6,2.62,2.62,0.0,0.0,0.41,0.36,1.11,2.67,1.74,2.18,0.47,0.49,828.41,110.32,14.89
3815,Julius Randle,NEW YORK KNICKS,2020-01-26,HOME,BROOKLYN NETS,7.16,6.16,12.75,16.82,1.0,4.07,4.92,3.8,2.71,7.14,3.31,0.83,3.08,1.04,1964.69,107.62,14.8
3816,Austin Rivers,HOUSTON ROCKETS,2020-01-26,AWAY,DENVER NUGGETS,3.43,2.2,3.35,6.3,1.23,2.95,1.45,1.13,0.0,2.12,1.49,0.0,0.85,1.2,1280.0,110.9,14.16
3817,Marc Gasol,TORONTO RAPTORS,2020-01-26,AWAY,SAN ANTONIO SPURS,4.0,1.93,2.68,6.84,2.08,4.17,0.88,0.59,1.06,4.93,3.32,0.54,0.91,0.46,1557.95,112.46,14.2
3818,Jonas Valančiūnas,MEMPHIS GRIZZLIES,2020-01-26,HOME,PHOENIX SUNS,5.96,5.54,9.44,11.03,0.42,1.59,3.46,2.07,3.42,8.21,1.77,1.33,1.52,1.03,1591.81,111.01,14.76
3819,Taj Gibson,NEW YORK KNICKS,2020-01-26,HOME,BROOKLYN NETS,3.57,3.57,5.06,5.06,0.0,0.0,1.15,1.1,2.0,2.37,0.91,0.43,0.51,0.39,1050.4,107.81,14.85
3820,Marco Belinelli,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,2.06,1.15,2.31,4.54,0.91,2.23,0.69,0.69,0.07,1.83,1.04,0.0,0.0,0.06,771.48,110.32,14.89
3821,Khem Birch,ORLANDO MAGIC,2020-01-26,HOME,LOS ANGELES CLIPPERS,1.47,1.47,3.63,3.63,0.0,0.0,1.89,1.18,2.52,2.58,1.18,0.08,0.8,0.11,1120.64,109.21,14.21
3822,Kyle Lowry,TORONTO RAPTORS,2020-01-26,AWAY,SAN ANTONIO SPURS,5.33,3.12,5.89,13.08,2.21,7.19,7.23,6.07,0.51,3.86,5.77,0.48,1.72,1.68,1978.84,111.64,14.23
3823,Justin Holiday,INDIANA PACERS,2020-01-26,AWAY,PORTLAND TRAIL BLAZERS,3.37,1.08,2.03,6.74,2.29,4.71,0.68,0.38,0.18,2.84,1.77,1.06,0.36,0.96,1498.03,110.73,14.65
3824,Cam Reddish,ATLANTA HAWKS,2020-01-26,HOME,WASHINGTON WIZARDS,4.69,2.49,5.89,10.53,2.2,4.64,2.47,1.75,0.52,4.52,1.13,0.45,1.68,1.32,1749.51,109.02,14.09
3825,Jordan McRae,WASHINGTON WIZARDS,2020-01-26,AWAY,ATLANTA HAWKS,4.12,3.31,7.91,11.68,0.81,3.77,2.42,1.51,0.66,2.9,2.86,0.26,1.07,0.45,1441.41,110.51,15.16
3826,Carmelo Anthony,PORTLAND TRAIL BLAZERS,2020-01-26,HOME,INDIANA PACERS,6.49,5.4,11.41,15.22,1.09,3.82,1.9,1.61,1.71,6.12,2.29,0.55,1.97,0.79,2140.82,109.87,13.75
3827,Rodions Kurucs,BROOKLYN NETS,2020-01-26,AWAY,NEW YORK KNICKS,2.26,0.95,1.61,3.84,1.31,2.23,0.68,0.55,0.32,1.98,1.13,0.03,1.13,0.31,969.64,106.97,14.46
3828,Dejounte Murray,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,3.86,3.19,6.81,8.52,0.67,1.71,1.13,0.63,1.12,4.23,2.91,0.05,2.0,1.32,1433.78,110.32,14.89
3829,Brandon Clarke,MEMPHIS GRIZZLIES,2020-01-26,HOME,PHOENIX SUNS,4.06,3.76,5.77,6.89,0.29,1.12,2.4,2.29,0.85,5.39,1.86,0.73,0.57,0.37,1388.72,111.01,14.76
3830,Tyus Jones,MEMPHIS GRIZZLIES,2020-01-26,HOME,PHOENIX SUNS,1.91,1.3,3.62,4.82,0.61,1.2,0.66,0.63,0.0,1.5,2.76,0.16,0.4,0.35,906.53,111.01,14.76
3831,P.J. Tucker,HOUSTON ROCKETS,2020-01-26,AWAY,DENVER NUGGETS,1.16,0.29,1.15,4.43,0.87,3.28,0.81,0.81,1.48,4.17,2.58,0.07,1.19,1.46,1991.18,109.85,14.17
3832,Taurean Waller-Prince,BROOKLYN NETS,2020-01-26,AWAY,NEW YORK KNICKS,4.41,2.13,4.02,10.56,2.28,6.54,1.51,1.09,0.72,4.58,2.01,0.23,1.9,1.1,1651.66,108.21,14.7
3833,Clint Capela,HOUSTON ROCKETS,2020-01-26,AWAY,DENVER NUGGETS,6.93,6.93,11.24,11.24,0.0,0.0,1.81,0.85,4.95,6.8,1.24,2.87,1.29,0.39,1953.88,109.75,14.15
3834,T.J. Warren,INDIANA PACERS,2020-01-26,AWAY,PORTLAND TRAIL BLAZERS,8.91,7.84,13.03,15.28,1.07,2.26,3.49,2.76,1.21,2.43,1.38,0.76,1.04,2.13,1883.78,110.73,14.65
3835,Josh Hart,NEW ORLEANS PELICANS,2020-01-26,HOME,BOSTON CELTICS,4.06,2.34,3.96,8.56,1.72,4.6,1.29,1.16,1.35,6.72,1.5,0.68,1.49,1.32,1733.04,109.72,14.07
3836,Bryn Forbes,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,3.77,1.3,2.36,8.93,2.47,6.57,1.43,0.8,0.28,1.07,1.5,0.0,1.43,0.49,1490.02,110.32,14.89
3837,Maurice Harkless,LOS ANGELES CLIPPERS,2020-01-26,AWAY,ORLANDO MAGIC,1.69,1.41,2.86,3.47,0.28,0.61,0.71,0.51,0.82,3.56,0.91,0.25,1.1,0.68,1356.22,111.17,14.48
3838,Dāvis Bertāns,WASHINGTON WIZARDS,2020-01-26,AWAY,ATLANTA HAWKS,5.01,1.53,3.1,11.93,3.48,8.84,2.59,2.17,0.2,2.57,1.93,0.58,1.03,0.79,1604.14,110.84,15.4
3839,Gary Harris,DENVER NUGGETS,2020-01-26,HOME,HOUSTON ROCKETS,3.37,2.67,5.94,10.31,0.7,4.38,1.67,1.37,0.67,2.45,1.82,0.42,0.85,1.47,1784.78,111.21,14.73
3840,Will Barton,DENVER NUGGETS,2020-01-26,HOME,HOUSTON ROCKETS,5.39,3.07,8.11,14.18,2.32,6.08,2.38,2.02,1.15,3.42,3.79,0.76,1.43,1.55,2146.19,111.13,14.64
3841,Thomas Bryant,WASHINGTON WIZARDS,2020-01-26,AWAY,ATLANTA HAWKS,3.49,2.94,4.48,5.18,0.56,0.69,0.14,0.14,0.46,3.43,0.81,0.61,1.39,0.14,1022.04,110.59,15.39
3842,Reggie Bullock,NEW YORK KNICKS,2020-01-26,HOME,BROOKLYN NETS,3.87,2.1,3.71,9.26,1.78,5.55,0.51,0.45,0.51,1.78,1.11,0.0,0.74,1.07,1543.13,107.4,14.84
3843,Brandon Ingram,NEW ORLEANS PELICANS,2020-01-26,HOME,BOSTON CELTICS,6.63,4.35,10.03,17.19,2.28,7.17,9.47,7.79,0.92,3.57,5.27,1.03,3.4,0.55,2149.69,109.53,13.99
3844,Ian Mahinmi,WASHINGTON WIZARDS,2020-01-26,AWAY,ATLANTA HAWKS,3.49,3.28,6.2,6.71,0.22,0.51,3.74,2.64,2.34,5.02,2.07,1.2,1.48,1.0,1598.98,110.51,15.16
3845,T.J. McConnell,INDIANA PACERS,2020-01-26,AWAY,PORTLAND TRAIL BLAZERS,3.43,3.4,5.61,5.64,0.03,0.03,0.9,0.81,0.08,2.33,7.35,0.55,1.0,1.23,1415.1,110.73,14.65
3846,LaMarcus Aldridge,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,7.55,6.09,10.39,14.36,1.46,3.97,5.0,4.15,1.75,4.82,2.35,1.62,1.63,0.96,2054.73,110.32,14.89
3847,Aaron Gordon,ORLANDO MAGIC,2020-01-26,HOME,LOS ANGELES CLIPPERS,5.07,4.07,7.61,11.19,1.0,3.58,3.25,1.88,1.3,4.42,3.32,0.06,1.77,0.77,2050.21,109.15,14.21
3848,Garrett Temple,BROOKLYN NETS,2020-01-26,AWAY,NEW YORK KNICKS,2.46,0.88,2.13,7.15,1.58,5.02,1.31,0.78,0.66,3.64,1.26,0.1,1.25,0.62,1360.11,109.24,14.64
3849,Joe Harris,BROOKLYN NETS,2020-01-26,AWAY,NEW YORK KNICKS,3.94,1.83,3.37,9.21,2.1,5.84,1.93,1.19,0.97,3.35,1.62,0.22,2.22,0.63,1874.79,108.98,14.74
3850,Ben McLemore,HOUSTON ROCKETS,2020-01-26,AWAY,DENVER NUGGETS,2.7,0.69,1.37,6.52,2.02,5.15,0.0,0.0,0.25,1.58,0.55,0.15,1.24,0.8,1288.83,109.85,14.17
3851,Lonnie Walker,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,2.3,1.62,3.83,5.41,0.68,1.58,1.4,1.19,0.0,1.51,1.05,0.14,0.17,0.78,942.82,110.32,14.89
3852,Patty Mills,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,3.45,1.17,2.42,9.72,2.28,7.3,1.02,0.97,0.29,2.07,1.47,0.0,0.57,0.71,1460.27,110.32,14.89
3853,Jevon Carter,PHOENIX SUNS,2020-01-26,AWAY,MEMPHIS GRIZZLIES,1.17,0.39,1.53,2.93,0.78,1.4,0.22,0.22,0.22,0.73,0.92,0.14,0.34,0.14,669.62,110.88,13.09
3854,Derrick White,SAN ANTONIO SPURS,2020-01-26,HOME,TORONTO RAPTORS,4.05,3.02,5.53,8.28,1.04,2.76,4.81,4.05,0.81,3.0,4.5,1.34,1.01,1.32,1512.19,110.32,14.89
3855,De'Anthony Melton,MEMPHIS GRIZZLIES,2020-01-26,HOME,PHOENIX SUNS,3.99,3.48,5.69,7.46,0.52,1.77,1.55,1.27,0.28,3.13,3.66,0.55,1.49,1.18,1309.69,111.01,14.76
3856,Mikal Bridges,PHOENIX SUNS,2020-01-26,AWAY,MEMPHIS GRIZZLIES,3.76,2.49,4.12,7.98,1.27,3.86,1.49,1.04,0.79,3.45,1.93,0.43,1.18,1.55,1957.38,110.85,13.29
3857,Patrick Patterson,LOS ANGELES CLIPPERS,2020-01-26,AWAY,ORLANDO MAGIC,1.5,0.75,1.13,3.47,0.75,2.33,0.81,0.81,0.34,1.14,0.37,0.0,0.22,0.03,501.39,111.19,14.57
3858,Javonte Green,BOSTON CELTICS,2020-01-26,AWAY,NEW ORLEANS PELICANS,1.76,1.56,3.17,4.11,0.2,0.93,3.5,1.92,0.92,1.63,0.85,0.18,0.08,1.33,935.12,108.86,14.25
3859,Kyle Anderson,MEMPHIS GRIZZLIES,2020-01-26,HOME,PHOENIX SUNS,2.27,2.17,2.7,3.6,0.1,0.9,0.43,0.4,0.54,1.47,1.34,0.32,0.31,0.92,774.91,111.01,14.76
3860,Lou Williams,LOS ANGELES CLIPPERS,2020-01-26,AWAY,ORLANDO MAGIC,6.21,4.06,9.36,16.09,2.15,6.74,5.8,5.42,0.61,2.99,5.88,0.31,2.56,0.43,1777.92,111.19,14.57
3861,Ish Smith,WASHINGTON WIZARDS,2020-01-26,AWAY,ATLANTA HAWKS,4.83,4.01,7.88,10.44,0.82,2.55,1.78,1.35,0.41,3.33,5.16,0.31,1.31,0.82,1630.29,110.51,15.16
3862,Nicolas Claxton,BROOKLYN NETS,2020-01-26,AWAY,NEW YORK KNICKS,2.27,2.13,3.53,3.81,0.14,0.28,1.83,1.25,1.61,2.01,0.82,0.33,0.46,0.0,651.63,110.73,14.66
3863,Markelle Fultz,ORLANDO MAGIC,2020-01-26,HOME,LOS ANGELES CLIPPERS,5.51,5.12,10.5,11.97,0.39,1.47,1.43,1.15,1.19,4.56,5.12,0.32,2.24,1.05,1937.61,109.21,14.21
3864,Ivica Zubac,LOS ANGELES CLIPPERS,2020-01-26,AWAY,ORLANDO MAGIC,3.02,3.02,5.98,5.98,0.0,0.0,1.45,1.01,2.85,4.43,1.52,0.67,0.12,0.14,1076.63,111.19,14.57
