,Unnamed: 0,slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,Date,Team Defensive Rating,Team Pace,Team Turnover %,Opponent Defensive Rating,Opponent Pace,Opponent Turnover %
2504,56,siakapa01,Pascal Siakam,TORONTO RAPTORS,HOME,WASHINGTON WIZARDS,WIN,1488,3,9,1,3,5,6,0,2,3,2,0,1,1,9.8,2020-01-17,107.1,100.2,12.4,113.9,101.4,12.3
2505,57,allengr01,Grayson Allen,MEMPHIS GRIZZLIES,HOME,CLEVELAND CAVALIERS,WIN,969,5,6,1,2,0,1,0,1,2,0,0,0,1,9.7,2020-01-17,108.8,96.6,12.9,117.6,96.6,12.2
2506,58,mclaujo01,Jordan McLaughlin,MINNESOTA TIMBERWOLVES,AWAY,INDIANA PACERS,LOSS,1068,3,6,3,5,0,0,1,3,3,0,0,0,0,9.7,2020-01-17,112.9,100.2,11.4,106.5,98.1,12.4
2507,59,millspa02,Patty Mills,SAN ANTONIO SPURS,HOME,ATLANTA HAWKS,LOSS,1468,6,11,3,7,0,0,0,0,2,1,0,2,1,9.7,2020-01-17,111.2,98.3,11.0,113.9,103.9,14.3
2508,60,turnemy01,Myles Turner,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1508,1,3,0,2,6,8,0,6,1,1,3,0,4,9.5,2020-01-17,106.5,98.1,12.4,112.9,100.2,11.4
2509,61,huertke01,Kevin Huerter,ATLANTA HAWKS,AWAY,SAN ANTONIO SPURS,WIN,2073,7,17,4,10,0,0,1,1,1,1,2,3,2,9.2,2020-01-17,113.9,103.9,14.3,111.2,98.3,11.0
2510,62,bazemke01,Kent Bazemore,PORTLAND TRAIL BLAZERS,AWAY,DALLAS MAVERICKS,LOSS,1853,4,8,2,5,1,2,1,2,4,1,0,1,4,9.1,2020-01-17,110.5,99.1,12.1,110.7,99.0,12.7
2511,63,mcderdo01,Doug McDermott,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1385,6,11,1,4,0,0,1,7,0,0,0,1,1,9.1,2020-01-17,106.5,98.1,12.4,112.9,100.2,11.4
2512,64,robindu01,Duncan Robinson,MIAMI HEAT,AWAY,OKLAHOMA CITY THUNDER,WIN,2147,5,12,4,11,0,0,0,3,3,0,0,0,4,9.0,2020-01-17,107.6,98.2,13.1,107.0,102.8,11.7
2513,65,whiteco01,Coby White,CHICAGO BULLS,AWAY,PHILADELPHIA 76ERS,LOSS,1476,5,13,2,6,2,2,0,4,4,0,0,1,3,8.7,2020-01-17,113.2,99.0,12.7,110.0,101.6,12.9
2514,66,oquinky01,Kyle O'Quinn,PHILADELPHIA 76ERS,HOME,CHICAGO BULLS,WIN,940,3,5,0,1,0,0,1,4,2,2,2,1,2,8.6,2020-01-17,110.0,101.6,12.9,113.2,99.0,12.7
2515,67,poweldw01,Dwight Powell,DALLAS MAVERICKS,HOME,PORTLAND TRAIL BLAZERS,WIN,1652,3,6,0,1,2,2,3,3,2,0,0,0,2,8.6,2020-01-17,110.7,99.0,12.7,110.5,99.1,12.1
2516,68,thybuma01,Matisse Thybulle,PHILADELPHIA 76ERS,HOME,CHICAGO BULLS,WIN,2170,2,7,1,5,2,2,2,2,2,2,3,1,2,8.6,2020-01-17,110.0,101.6,12.9,113.2,99.0,12.7
2517,69,poeltja01,Jakob Poeltl,SAN ANTONIO SPURS,HOME,ATLANTA HAWKS,LOSS,1205,2,4,0,0,0,0,3,2,4,1,3,1,3,8.4,2020-01-17,111.2,98.3,11.0,113.9,103.9,14.3
2518,70,walkelo01,Lonnie Walker,SAN ANTONIO SPURS,HOME,ATLANTA HAWKS,LOSS,996,4,7,1,2,0,0,0,1,3,1,0,0,2,8.3,2020-01-17,111.2,98.3,11.0,113.9,103.9,14.3
2519,71,culveja01,Jarrett Culver,MINNESOTA TIMBERWOLVES,AWAY,INDIANA PACERS,LOSS,2136,4,11,1,5,3,4,1,3,1,1,1,1,1,8.1,2020-01-17,112.9,100.2,11.4,106.5,98.1,12.4
2520,72,klebima01,Maxi Kleber,DALLAS MAVERICKS,HOME,PORTLAND TRAIL BLAZERS,WIN,1982,2,8,2,7,4,4,2,3,1,0,3,1,3,8.1,2020-01-17,110.7,99.0,12.7,110.5,99.1,12.1
2521,73,jonesty01,Tyus Jones,MEMPHIS GRIZZLIES,HOME,CLEVELAND CAVALIERS,WIN,862,3,7,1,2,0,0,0,1,5,0,1,0,0,7.8,2020-01-17,108.8,96.6,12.9,117.6,96.6,12.2
2522,74,pasecan01,Anžejs Pasečņiks,WASHINGTON WIZARDS,AWAY,TORONTO RAPTORS,LOSS,1394,4,6,0,0,3,5,1,5,0,0,0,2,0,7.8,2020-01-17,113.9,101.4,12.3,107.1,100.2,12.4
2523,75,holliro01,Rondae Hollis-Jefferson,TORONTO RAPTORS,HOME,WASHINGTON WIZARDS,WIN,1118,1,2,0,0,2,2,0,2,5,3,0,2,1,7.7,2020-01-17,107.1,100.2,12.4,113.9,101.4,12.3
2524,76,jonesde02,Derrick Jones,MIAMI HEAT,AWAY,OKLAHOMA CITY THUNDER,WIN,1470,5,10,1,5,2,3,0,5,0,1,0,2,1,7.7,2020-01-17,107.6,98.2,13.1,107.0,102.8,11.7
2525,77,bealbr01,Bradley Beal,WASHINGTON WIZARDS,AWAY,TORONTO RAPTORS,LOSS,1380,4,12,3,6,3,3,0,2,3,0,1,3,0,7.6,2020-01-17,113.9,101.4,12.3,107.1,100.2,12.4
2526,78,dienggo01,Gorgui Dieng,MINNESOTA TIMBERWOLVES,AWAY,INDIANA PACERS,LOSS,1194,3,5,2,3,0,0,0,4,2,0,0,0,3,7.1,2020-01-17,112.9,100.2,11.4,106.5,98.1,12.4
2527,79,brunsja01,Jalen Brunson,DALLAS MAVERICKS,HOME,PORTLAND TRAIL BLAZERS,WIN,1163,5,10,1,1,2,2,0,2,1,1,0,3,1,6.9,2020-01-17,110.7,99.0,12.7,110.5,99.1,12.1
2528,80,garlada01,Darius Garland,CLEVELAND CAVALIERS,AWAY,MEMPHIS GRIZZLIES,LOSS,1840,4,12,1,5,2,2,1,1,6,1,0,4,0,6.4,2020-01-17,117.6,96.6,12.2,108.8,96.6,12.9
2529,81,satorto01,Tomáš Satoranský,CHICAGO BULLS,AWAY,PHILADELPHIA 76ERS,LOSS,1593,3,6,0,1,0,0,1,4,6,0,0,2,2,6.3,2020-01-17,113.2,99.0,12.7,110.0,101.6,12.9
2530,82,hensojo01,John Henson,CLEVELAND CAVALIERS,AWAY,MEMPHIS GRIZZLIES,LOSS,760,2,6,1,3,3,5,2,3,2,0,0,1,1,6.1,2020-01-17,117.6,96.6,12.2,108.8,96.6,12.9
2531,83,meltode01,De'Anthony Melton,MEMPHIS GRIZZLIES,HOME,CLEVELAND CAVALIERS,WIN,1196,1,4,0,1,1,2,1,4,4,4,0,2,2,6.1,2020-01-17,108.8,96.6,12.9,117.6,96.6,12.2
2532,84,simonan01,Anfernee Simons,PORTLAND TRAIL BLAZERS,AWAY,DALLAS MAVERICKS,LOSS,1684,3,9,1,4,0,0,0,5,5,1,0,1,2,6.1,2020-01-17,110.5,99.1,12.1,110.7,99.0,12.7
2533,85,whitede01,Derrick White,SAN ANTONIO SPURS,HOME,ATLANTA HAWKS,LOSS,1088,2,6,1,2,3,3,1,2,1,1,1,1,3,6.1,2020-01-17,111.2,98.3,11.0,113.9,103.9,14.3
2534,86,diallha01,Hamidou Diallo,OKLAHOMA CITY THUNDER,HOME,MIAMI HEAT,LOSS,1394,5,12,1,4,0,1,2,4,0,1,0,1,2,6.0,2020-01-17,107.0,102.8,11.7,107.6,98.2,13.1
2535,87,feliccr01,Cristiano Felício,CHICAGO BULLS,AWAY,PHILADELPHIA 76ERS,LOSS,850,2,2,0,0,1,1,1,1,0,0,0,0,0,5.4,2020-01-17,113.2,99.0,12.7,110.0,101.6,12.9
2536,88,covinro01,Robert Covington,MINNESOTA TIMBERWOLVES,AWAY,INDIANA PACERS,LOSS,2067,3,11,3,8,0,0,0,10,2,1,0,1,4,5.3,2020-01-17,112.9,100.2,11.4,106.5,98.1,12.4
2537,89,hutchch01,Chandler Hutchison,CHICAGO BULLS,AWAY,PHILADELPHIA 76ERS,LOSS,1216,3,7,1,2,0,2,1,3,0,2,0,1,0,5.1,2020-01-17,113.2,99.0,12.7,110.0,101.6,12.9
2538,90,finnedo01,Dorian Finney-Smith,DALLAS MAVERICKS,HOME,PORTLAND TRAIL BLAZERS,WIN,1779,2,6,1,4,1,1,1,4,0,2,0,1,2,4.7,2020-01-17,110.7,99.0,12.7,110.5,99.1,12.1
2539,91,hillso01,Solomon Hill,MEMPHIS GRIZZLIES,HOME,CLEVELAND CAVALIERS,WIN,892,2,3,1,2,1,2,0,0,2,0,0,1,0,4.7,2020-01-17,108.8,96.6,12.9,117.6,96.6,12.2
2540,92,ennisja01,James Ennis,PHILADELPHIA 76ERS,HOME,CHICAGO BULLS,WIN,677,2,4,0,1,2,2,1,2,1,1,0,2,1,4.6,2020-01-17,110.0,101.6,12.9,113.2,99.0,12.7
2541,93,youngth01,Thaddeus Young,CHICAGO BULLS,AWAY,PHILADELPHIA 76ERS,LOSS,1939,2,5,0,1,0,0,1,2,2,2,0,1,1,4.6,2020-01-17,113.2,99.0,12.7,110.0,101.6,12.9
2542,94,belinma01,Marco Belinelli,SAN ANTONIO SPURS,HOME,ATLANTA HAWKS,LOSS,1027,4,10,1,4,0,0,0,1,2,0,0,0,2,4.5,2020-01-17,111.2,98.3,11.0,113.9,103.9,14.3
2543,95,thomais02,Isaiah Thomas,WASHINGTON WIZARDS,AWAY,TORONTO RAPTORS,LOSS,986,3,6,2,3,0,0,0,0,2,0,0,2,0,4.4,2020-01-17,113.9,101.4,12.3,107.1,100.2,12.4
2544,96,hezonma01,Mario Hezonja,PORTLAND TRAIL BLAZERS,AWAY,DALLAS MAVERICKS,LOSS,1162,3,5,0,0,1,1,2,1,0,0,0,1,3,4.2,2020-01-17,110.5,99.1,12.1,110.7,99.0,12.7
2545,97,sabondo01,Domantas Sabonis,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1535,4,5,0,0,0,1,1,4,4,0,1,5,5,4.1,2020-01-17,106.5,98.1,12.4,112.9,100.2,11.4
2546,98,dragigo01,Goran Dragić,MIAMI HEAT,AWAY,OKLAHOMA CITY THUNDER,WIN,1766,4,13,2,7,0,0,1,1,5,0,0,1,5,4.0,2020-01-17,107.6,98.2,13.1,107.0,102.8,11.7
2547,99,holidju01,Justin Holiday,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1580,1,4,1,3,0,0,0,2,3,0,1,0,0,4.0,2020-01-17,106.5,98.1,12.4,112.9,100.2,11.4
2548,100,jacksja02,Jaren Jackson,MEMPHIS GRIZZLIES,HOME,CLEVELAND CAVALIERS,WIN,1171,4,11,0,4,2,2,0,1,0,1,0,0,3,4.0,2020-01-17,108.8,96.6,12.9,117.6,96.6,12.2
2549,101,netora01,Raul Neto,PHILADELPHIA 76ERS,HOME,CHICAGO BULLS,WIN,849,1,3,0,1,0,0,0,1,3,1,0,0,0,3.7,2020-01-17,110.0,101.6,12.9,113.2,99.0,12.7
2550,102,thomptr01,Tristan Thompson,CLEVELAND CAVALIERS,AWAY,MEMPHIS GRIZZLIES,LOSS,1492,1,5,0,0,1,1,3,5,1,1,1,1,3,3.7,2020-01-17,117.6,96.6,12.2,108.8,96.6,12.9
2551,103,huntede01,De'Andre Hunter,ATLANTA HAWKS,AWAY,SAN ANTONIO SPURS,WIN,1747,1,5,0,2,4,6,1,5,2,1,0,2,3,3.5,2020-01-17,113.9,103.9,14.3,111.2,98.3,11.0
2552,104,jonesda03,Damian Jones,ATLANTA HAWKS,AWAY,SAN ANTONIO SPURS,WIN,789,1,1,0,0,2,2,0,2,0,0,0,0,2,3.5,2020-01-17,113.9,103.9,14.3,111.2,98.3,11.0
2553,105,lylestr01,Trey Lyles,SAN ANTONIO SPURS,HOME,ATLANTA HAWKS,LOSS,1170,0,3,0,1,0,0,2,8,1,1,2,1,1,3.4,2020-01-17,111.2,98.3,11.0,113.9,103.9,14.3
2554,106,mccontj01,T.J. McConnell,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,988,4,6,0,0,0,0,0,1,0,0,0,2,1,3.3,2020-01-17,106.5,98.1,12.4,112.9,100.2,11.4
2555,107,bitadgo01,Goga Bitadze,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,619,2,3,0,1,1,2,0,1,0,0,0,0,1,3.2,2020-01-17,106.5,98.1,12.4,112.9,100.2,11.4
2556,108,paytoga02,Gary Payton,WASHINGTON WIZARDS,AWAY,TORONTO RAPTORS,LOSS,1270,2,6,0,3,0,0,2,1,2,1,1,1,3,3.2,2020-01-17,113.9,101.4,12.3,107.1,100.2,12.4
2557,109,wrighde01,Delon Wright,DALLAS MAVERICKS,HOME,PORTLAND TRAIL BLAZERS,WIN,891,1,4,0,2,1,2,2,3,4,0,0,2,1,2.9,2020-01-17,110.7,99.0,12.7,110.5,99.1,12.1
2558,110,muscami01,Mike Muscala,OKLAHOMA CITY THUNDER,HOME,MIAMI HEAT,LOSS,1611,2,5,2,5,0,0,0,2,1,0,0,1,2,2.8,2020-01-17,107.0,102.8,11.7,107.6,98.2,13.1
2559,111,bazleda01,Darius Bazley,OKLAHOMA CITY THUNDER,HOME,MIAMI HEAT,LOSS,893,2,4,0,0,0,0,0,0,2,0,1,1,1,2.7,2020-01-17,107.0,102.8,11.7,107.6,98.2,13.1
2560,112,fernabr01,Bruno Fernando,ATLANTA HAWKS,AWAY,SAN ANTONIO SPURS,WIN,502,1,2,0,0,1,2,0,4,1,0,0,1,0,2.5,2020-01-17,113.9,103.9,14.3,111.2,98.3,11.0
2561,113,thomama02,Matt Thomas,TORONTO RAPTORS,HOME,WASHINGTON WIZARDS,WIN,296,1,1,1,1,0,0,0,0,1,0,0,1,0,2.4,2020-01-17,107.1,100.2,12.4,113.9,101.4,12.3
2562,114,mccolcj01,CJ McCollum,PORTLAND TRAIL BLAZERS,AWAY,DALLAS MAVERICKS,LOSS,690,2,6,0,1,0,0,0,1,2,0,0,0,0,2.3,2020-01-17,110.5,99.1,12.1,110.7,99.0,12.7
2563,115,bertada01,Dāvis Bertāns,WASHINGTON WIZARDS,AWAY,TORONTO RAPTORS,LOSS,1657,3,13,3,11,3,4,0,2,2,1,1,4,4,1.8,2020-01-17,113.9,101.4,12.3,107.1,100.2,12.4
2564,116,goodwbr01,Brandon Goodwin,ATLANTA HAWKS,AWAY,SAN ANTONIO SPURS,WIN,942,2,6,0,3,0,0,1,4,3,0,0,2,2,1.8,2020-01-17,113.9,103.9,14.3,111.2,98.3,11.0
2565,117,trentga02,Gary Trent,PORTLAND TRAIL BLAZERS,AWAY,DALLAS MAVERICKS,LOSS,1314,1,4,1,4,0,0,0,1,1,2,0,1,2,1.8,2020-01-17,110.5,99.1,12.1,110.7,99.0,12.7
2566,118,mccawpa01,Patrick McCaw,TORONTO RAPTORS,HOME,WASHINGTON WIZARDS,WIN,1298,1,3,0,1,0,0,0,0,4,0,0,1,1,1.7,2020-01-17,107.1,100.2,12.4,113.9,101.4,12.3
2567,119,richajo01,Josh Richardson,PHILADELPHIA 76ERS,HOME,CHICAGO BULLS,WIN,1638,1,6,0,2,0,0,1,6,4,0,0,1,2,1.7,2020-01-17,110.0,101.6,12.9,113.2,99.0,12.7
2568,120,tollian01,Anthony Tolliver,PORTLAND TRAIL BLAZERS,AWAY,DALLAS MAVERICKS,LOSS,1047,1,2,1,2,0,0,0,2,1,0,0,0,4,1.7,2020-01-17,110.5,99.1,12.1,110.7,99.0,12.7
2569,121,exumda01,Dante Exum,CLEVELAND CAVALIERS,AWAY,MEMPHIS GRIZZLIES,LOSS,965,2,5,1,3,0,0,0,2,0,0,0,1,1,1.5,2020-01-17,117.6,96.6,12.2,108.8,96.6,12.9
2570,122,arcidry01,Ryan Arcidiacono,CHICAGO BULLS,AWAY,PHILADELPHIA 76ERS,LOSS,834,2,6,1,3,0,0,0,3,1,0,0,1,2,1.4,2020-01-17,113.2,99.0,12.7,110.0,101.6,12.9
2571,123,forbebr01,Bryn Forbes,SAN ANTONIO SPURS,HOME,ATLANTA HAWKS,LOSS,1543,2,9,1,6,2,2,0,2,1,1,0,2,1,1.4,2020-01-17,111.2,98.3,11.0,113.9,103.9,14.3
2572,124,millema01,Malcolm Miller,TORONTO RAPTORS,HOME,WASHINGTON WIZARDS,WIN,296,1,1,0,0,0,0,0,0,0,0,0,0,1,1.3,2020-01-17,107.1,100.2,12.4,113.9,101.4,12.3
2573,125,jacksju01,Justin Jackson,DALLAS MAVERICKS,HOME,PORTLAND TRAIL BLAZERS,WIN,1260,0,2,0,2,0,0,2,2,1,0,1,0,2,1.2,2020-01-17,110.7,99.0,12.7,110.5,99.1,12.1
2574,126,anderky01,Kyle Anderson,MEMPHIS GRIZZLIES,HOME,CLEVELAND CAVALIERS,WIN,321,1,1,0,0,0,0,0,1,0,0,0,1,0,1.0,2020-01-17,108.8,96.6,12.9,117.6,96.6,12.2
2575,127,mahinia01,Ian Mahinmi,WASHINGTON WIZARDS,AWAY,TORONTO RAPTORS,LOSS,1165,2,7,0,0,1,3,2,5,0,1,0,3,1,0.6,2020-01-17,113.9,101.4,12.3,107.1,100.2,12.4
2576,128,dellama01,Matthew Dellavedova,CLEVELAND CAVALIERS,AWAY,MEMPHIS GRIZZLIES,LOSS,732,1,4,1,3,0,0,0,0,1,0,0,1,0,0.3,2020-01-17,117.6,96.6,12.2,108.8,96.6,12.9
2577,129,johnsst04,Stanley Johnson,TORONTO RAPTORS,HOME,WASHINGTON WIZARDS,WIN,296,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3,2020-01-17,107.1,100.2,12.4,113.9,101.4,12.3
2578,130,littlna01,Nassir Little,PORTLAND TRAIL BLAZERS,AWAY,DALLAS MAVERICKS,LOSS,156,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3,2020-01-17,110.5,99.1,12.1,110.7,99.0,12.7
2579,131,fergute01,Terrance Ferguson,OKLAHOMA CITY THUNDER,HOME,MIAMI HEAT,LOSS,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2020-01-17,107.0,102.8,11.7,107.6,98.2,13.1
2580,132,bouchch01,Chris Boucher,TORONTO RAPTORS,HOME,WASHINGTON WIZARDS,WIN,296,1,2,0,1,0,0,0,2,0,0,0,1,2,-0.2,2020-01-17,107.1,100.2,12.4,113.9,101.4,12.3
2581,133,mcraejo01,Jordan McRae,WASHINGTON WIZARDS,AWAY,TORONTO RAPTORS,LOSS,368,1,5,1,3,0,0,0,1,1,0,0,1,1,-0.5,2020-01-17,113.9,101.4,12.3,107.1,100.2,12.4
2582,134,osmande01,Cedi Osman,CLEVELAND CAVALIERS,AWAY,MEMPHIS GRIZZLIES,LOSS,1284,2,8,0,5,0,0,3,1,0,0,0,1,3,-0.6,2020-01-17,117.6,96.6,12.2,108.8,96.6,12.9
2583,135,bembrde01,DeAndre' Bembry,ATLANTA HAWKS,AWAY,SAN ANTONIO SPURS,WIN,1135,0,2,0,2,1,1,1,0,0,1,1,2,2,-0.8,2020-01-17,113.9,103.9,14.3,111.2,98.3,11.0
2584,136,scottmi01,Mike Scott,PHILADELPHIA 76ERS,HOME,CHICAGO BULLS,WIN,182,0,3,0,1,0,0,0,1,1,0,0,0,0,-1.1,2020-01-17,110.0,101.6,12.9,113.2,99.0,12.7
2585,137,bryanth01,Thomas Bryant,WASHINGTON WIZARDS,AWAY,TORONTO RAPTORS,LOSS,986,1,3,0,1,1,1,0,1,0,1,0,3,2,-1.2,2020-01-17,113.9,101.4,12.3,107.1,100.2,12.4
2586,138,burtode02,Deonte Burton,OKLAHOMA CITY THUNDER,HOME,MIAMI HEAT,LOSS,258,0,3,0,1,0,0,0,0,0,0,1,0,1,-1.8,2020-01-17,107.0,102.8,11.7,107.6,98.2,13.1
2587,139,johnsja01,James Johnson,MIAMI HEAT,AWAY,OKLAHOMA CITY THUNDER,WIN,1234,0,4,0,2,0,0,0,5,0,0,1,0,3,-1.8,2020-01-17,107.6,98.2,13.1,107.0,102.8,11.7
2588,140,bateske01,Keita Bates-Diop,MINNESOTA TIMBERWOLVES,AWAY,INDIANA PACERS,LOSS,928,0,2,0,1,0,0,0,1,0,0,0,1,0,-2.1,2020-01-17,112.9,100.2,11.4,106.5,98.1,12.4
2589,141,dunnkr01,Kris Dunn,CHICAGO BULLS,AWAY,PHILADELPHIA 76ERS,LOSS,919,0,3,0,2,0,0,0,2,2,1,0,3,2,-2.9,2020-01-17,113.2,99.0,12.7,110.0,101.6,12.9
2590,0,lavinza01,Zach LaVine,CHICAGO BULLS,HOME,CLEVELAND CAVALIERS,WIN,2355,19,31,2,6,2,4,2,4,3,5,2,1,2,36.4,2020-01-18,113.2,99.0,12.7,117.6,96.6,12.2
2591,1,bookede01,Devin Booker,PHOENIX SUNS,AWAY,BOSTON CELTICS,WIN,2439,12,20,1,4,14,15,0,10,9,2,0,4,4,35.1,2020-01-18,115.1,100.5,13.8,107.8,99.6,11.5
2592,2,smartma01,Marcus Smart,BOSTON CELTICS,HOME,PHOENIX SUNS,LOSS,2001,13,25,11,22,0,0,0,5,8,4,0,1,4,33.2,2020-01-18,107.8,99.6,11.5,115.1,100.5,13.8
2593,3,goberru01,Rudy Gobert,UTAH JAZZ,HOME,SACRAMENTO KINGS,WIN,2019,9,11,0,0,10,11,3,12,0,2,3,1,4,30.7,2020-01-18,105.7,100.3,13.4,111.5,103.1,11.5
2594,4,leonaka01,Kawhi Leonard,LOS ANGELES CLIPPERS,AWAY,NEW ORLEANS PELICANS,WIN,2064,15,28,1,4,8,10,2,4,6,5,1,5,4,30.5,2020-01-18,111.5,101.7,12.7,112.6,103.3,12.6
2595,5,willilo02,Lou Williams,LOS ANGELES CLIPPERS,AWAY,NEW ORLEANS PELICANS,WIN,1858,7,16,4,7,14,15,0,4,5,2,1,1,1,29.2,2020-01-18,111.5,101.7,12.7,112.6,103.3,12.6
2596,6,paulch01,Chris Paul,OKLAHOMA CITY THUNDER,HOME,PORTLAND TRAIL BLAZERS,WIN,1650,11,15,3,5,5,5,0,4,7,0,0,1,1,28.6,2020-01-18,107.0,102.8,11.7,110.5,99.1,12.1
2597,7,trentga02,Gary Trent,PORTLAND TRAIL BLAZERS,AWAY,OKLAHOMA CITY THUNDER,LOSS,2163,12,18,5,9,1,2,3,2,1,3,1,0,3,27.7,2020-01-18,110.5,99.1,12.1,107.0,102.8,11.7
2598,8,westbru01,Russell Westbrook,HOUSTON ROCKETS,HOME,LOS ANGELES LAKERS,LOSS,2419,15,23,0,0,5,9,2,7,7,3,0,5,5,27.7,2020-01-18,110.7,97.9,12.0,109.5,103.2,13.4
2599,9,rosede01,Derrick Rose,DETROIT PISTONS,AWAY,ATLANTA HAWKS,WIN,1579,12,17,1,3,2,2,0,2,9,1,0,1,1,26.4,2020-01-18,109.2,97.4,12.3,113.9,103.9,14.3
2600,10,vanvlfr01,Fred VanVleet,TORONTO RAPTORS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1710,11,16,7,8,0,0,0,3,2,4,0,1,4,25.9,2020-01-18,107.1,100.2,12.4,112.9,100.2,11.4
2601,11,favorde01,Derrick Favors,NEW ORLEANS PELICANS,HOME,LOS ANGELES CLIPPERS,LOSS,1686,10,10,0,0,2,4,3,8,3,1,0,0,3,24.6,2020-01-18,112.6,103.3,12.6,111.5,101.7,12.7
2602,12,russeda01,D'Angelo Russell,GOLDEN STATE WARRIORS,HOME,ORLANDO MAGIC,WIN,2071,9,21,4,12,4,4,0,2,12,2,0,1,1,24.5,2020-01-18,109.5,100.9,12.6,108.1,98.1,11.9
2603,13,bogdabo02,Bojan Bogdanović,UTAH JAZZ,HOME,SACRAMENTO KINGS,WIN,1851,10,15,6,9,4,4,0,2,1,1,0,1,2,24.0,2020-01-18,105.7,100.3,13.4,111.5,103.1,11.5
2604,14,bridgmi01,Mikal Bridges,PHOENIX SUNS,AWAY,BOSTON CELTICS,WIN,2428,10,13,6,8,0,0,0,3,0,2,2,0,3,24.0,2020-01-18,115.1,100.5,13.8,107.8,99.6,11.5
2605,15,loveke01,Kevin Love,CLEVELAND CAVALIERS,AWAY,CHICAGO BULLS,LOSS,2046,10,20,4,8,5,5,0,5,6,1,1,2,3,23.2,2020-01-18,117.6,96.6,12.2,113.2,99.0,12.7
2606,16,hardeja01,James Harden,HOUSTON ROCKETS,HOME,LOS ANGELES LAKERS,LOSS,2351,8,20,2,9,16,18,0,6,7,0,1,6,3,22.6,2020-01-18,110.7,97.9,12.0,109.5,103.2,13.4
2607,17,jamesle01,LeBron James,LOS ANGELES LAKERS,AWAY,HOUSTON ROCKETS,WIN,2124,13,25,2,7,3,5,0,5,12,2,0,6,3,22.6,2020-01-18,109.5,103.2,13.4,110.7,97.9,12.0
2608,18,simmobe01,Ben Simmons,PHILADELPHIA 76ERS,AWAY,NEW YORK KNICKS,WIN,2383,9,15,0,0,3,8,3,4,8,2,0,0,1,22.6,2020-01-18,110.0,101.6,12.9,113.7,99.6,12.4
2609,19,mykhasv01,Sviatoslav Mykhailiuk,DETROIT PISTONS,AWAY,ATLANTA HAWKS,WIN,1731,9,11,5,7,2,2,0,2,3,1,1,2,3,22.1,2020-01-18,109.2,97.4,12.3,113.9,103.9,14.3
2610,20,lowryky01,Kyle Lowry,TORONTO RAPTORS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1696,10,17,5,8,3,4,1,6,2,1,0,2,2,21.8,2020-01-18,107.1,100.2,12.4,112.9,100.2,11.4
2611,21,lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,AWAY,OKLAHOMA CITY THUNDER,LOSS,2156,10,23,5,12,9,12,0,0,6,1,0,4,2,21.1,2020-01-18,110.5,99.1,12.1,107.0,102.8,11.7
2612,22,aytonde01,Deandre Ayton,PHOENIX SUNS,AWAY,BOSTON CELTICS,WIN,2149,8,22,0,0,10,11,4,11,2,0,2,2,0,20.3,2020-01-18,115.1,100.5,13.8,107.8,99.6,11.5
2613,23,fultzma01,Markelle Fultz,ORLANDO MAGIC,AWAY,GOLDEN STATE WARRIORS,LOSS,2042,10,14,0,1,3,4,0,6,4,1,0,2,1,20.0,2020-01-18,108.1,98.1,11.9,109.5,100.9,12.6
2614,24,culveja01,Jarrett Culver,MINNESOTA TIMBERWOLVES,HOME,TORONTO RAPTORS,LOSS,1830,8,16,4,10,6,9,1,3,1,1,2,1,3,19.3,2020-01-18,112.9,100.2,11.4,107.1,100.2,12.4
2615,25,middlkh01,Khris Middleton,MILWAUKEE BUCKS,AWAY,BROOKLYN NETS,WIN,1741,7,12,3,5,3,4,0,4,4,3,0,2,0,19.0,2020-01-18,105.2,103.3,12.0,109.7,100.8,13.0
2616,26,harremo01,Montrezl Harrell,LOS ANGELES CLIPPERS,AWAY,NEW ORLEANS PELICANS,WIN,1481,9,11,0,0,6,10,1,1,0,0,0,0,1,18.9,2020-01-18,111.5,101.7,12.7,112.6,103.3,12.6
2617,27,tatumja01,Jayson Tatum,BOSTON CELTICS,HOME,PHOENIX SUNS,LOSS,2353,10,20,2,7,4,5,1,9,2,3,1,4,3,18.9,2020-01-18,107.8,99.6,11.5,115.1,100.5,13.8
2618,28,drumman01,Andre Drummond,DETROIT PISTONS,AWAY,ATLANTA HAWKS,WIN,1619,7,15,0,0,2,4,7,10,3,5,1,3,4,18.6,2020-01-18,109.2,97.4,12.3,113.9,103.9,14.3
