,Unnamed: 0,slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,Date,Team Defensive Rating,Team Pace,Team Turnover %,Opponent Defensive Rating,Opponent Pace,Opponent Turnover %
4571,16,gallida01,Danilo Gallinari,OKLAHOMA CITY THUNDER,AWAY,PHOENIX SUNS,WIN,1937,9,17,1,6,8,9,0,4,0,0,0,1,0,18.5,2020-01-31,107.0,102.8,11.7,115.1,100.5,13.8
4572,17,schrode01,Dennis Schröder,OKLAHOMA CITY THUNDER,AWAY,PHOENIX SUNS,WIN,1772,8,19,3,7,5,5,1,3,6,2,0,2,3,18.5,2020-01-31,107.0,102.8,11.7,115.1,100.5,13.8
4573,18,holidjr01,Jrue Holiday,NEW ORLEANS PELICANS,HOME,MEMPHIS GRIZZLIES,WIN,1544,7,15,2,5,2,3,1,3,6,3,2,1,2,18.3,2020-01-31,112.6,103.3,12.6,108.8,96.6,12.9
4574,19,lavinza01,Zach LaVine,CHICAGO BULLS,AWAY,BROOKLYN NETS,LOSS,2168,8,17,1,6,5,6,0,2,8,1,0,2,0,18.1,2020-01-31,113.2,99.0,12.7,109.7,100.8,13.0
4575,20,kornelu01,Luke Kornet,CHICAGO BULLS,AWAY,BROOKLYN NETS,LOSS,1693,7,11,2,4,3,4,2,2,2,1,1,0,2,18.0,2020-01-31,113.2,99.0,12.7,109.7,100.8,13.0
4576,21,balllo01,Lonzo Ball,NEW ORLEANS PELICANS,HOME,MEMPHIS GRIZZLIES,WIN,1989,7,10,5,7,0,0,2,4,8,1,0,6,1,17.6,2020-01-31,112.6,103.3,12.6,108.8,96.6,12.9
4577,22,allenja01,Jarrett Allen,BROOKLYN NETS,HOME,CHICAGO BULLS,WIN,1753,5,5,0,0,2,3,2,3,5,1,2,1,2,16.5,2020-01-31,109.7,100.8,13.0,113.2,99.0,12.7
4578,23,valanjo01,Jonas Valančiūnas,MEMPHIS GRIZZLIES,AWAY,NEW ORLEANS PELICANS,LOSS,1604,8,13,1,3,1,1,4,4,0,1,4,1,6,16.5,2020-01-31,108.8,96.6,12.9,112.6,103.3,12.6
4579,24,drumman01,Andre Drummond,DETROIT PISTONS,HOME,TORONTO RAPTORS,LOSS,2112,7,12,0,0,6,12,6,14,1,1,0,5,2,16.3,2020-01-31,109.2,97.4,12.3,107.1,100.2,12.4
4580,25,noelne01,Nerlens Noel,OKLAHOMA CITY THUNDER,AWAY,PHOENIX SUNS,WIN,1509,5,7,0,1,0,0,4,3,3,2,1,0,1,15.2,2020-01-31,107.0,102.8,11.7,115.1,100.5,13.8
4581,26,dinwisp01,Spencer Dinwiddie,BROOKLYN NETS,HOME,CHICAGO BULLS,WIN,1792,7,14,4,7,2,2,0,1,7,0,1,3,3,14.7,2020-01-31,109.7,100.8,13.0,113.2,99.0,12.7
4582,27,satorto01,Tomáš Satoranský,CHICAGO BULLS,AWAY,BROOKLYN NETS,LOSS,1845,4,8,1,3,6,6,1,3,8,1,1,4,3,14.7,2020-01-31,113.2,99.0,12.7,109.7,100.8,13.0
4583,28,rosede01,Derrick Rose,DETROIT PISTONS,HOME,TORONTO RAPTORS,LOSS,1790,9,16,2,5,1,1,0,0,3,0,0,1,0,14.5,2020-01-31,109.2,97.4,12.3,107.1,100.2,12.4
4584,29,portemi01,Michael Porter,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,1508,5,11,1,3,4,4,1,10,1,1,2,1,2,14.3,2020-01-31,108.9,97.7,11.9,105.2,103.3,12.0
4585,30,jamesle01,LeBron James,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,2279,9,22,3,8,1,4,2,6,10,0,1,5,2,14.1,2020-01-31,109.5,103.2,13.4,110.5,99.1,12.1
4586,31,ibakase01,Serge Ibaka,TORONTO RAPTORS,AWAY,DETROIT PISTONS,WIN,1720,9,14,3,4,0,0,4,2,3,0,0,5,4,13.7,2020-01-31,107.1,100.2,12.4,109.2,97.4,12.3
4587,32,mykhasv01,Sviatoslav Mykhailiuk,DETROIT PISTONS,HOME,TORONTO RAPTORS,LOSS,1569,4,6,4,6,1,1,1,3,2,0,0,0,0,13.4,2020-01-31,109.2,97.4,12.3,107.1,100.2,12.4
4588,33,gordoer01,Eric Gordon,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,1855,6,13,3,8,2,2,0,1,4,0,1,0,2,13.3,2020-01-31,110.7,97.9,12.0,110.7,99.0,12.7
4589,34,finnedo01,Dorian Finney-Smith,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,2097,4,6,2,4,2,2,3,5,3,0,1,1,4,13.2,2020-01-31,110.7,99.0,12.7,110.7,97.9,12.0
4590,35,bookede01,Devin Booker,PHOENIX SUNS,HOME,OKLAHOMA CITY THUNDER,LOSS,2368,9,18,1,5,8,8,0,3,5,0,0,7,6,13.0,2020-01-31,115.1,100.5,13.8,107.0,102.8,11.7
4591,36,houseda01,Danuel House,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,2307,5,10,4,6,0,0,0,3,0,2,2,0,2,12.5,2020-01-31,110.7,97.9,12.0,110.7,99.0,12.7
4592,37,curryse01,Seth Curry,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,1485,6,11,2,6,2,3,0,2,4,0,0,1,1,12.3,2020-01-31,110.7,99.0,12.7,110.7,97.9,12.0
4593,38,bareajo01,J.J. Barea,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,1241,4,10,0,1,3,3,2,3,9,0,0,2,0,12.2,2020-01-31,110.7,99.0,12.7,110.7,97.9,12.0
4594,39,aytonde01,Deandre Ayton,PHOENIX SUNS,HOME,OKLAHOMA CITY THUNDER,LOSS,2377,8,15,0,0,0,0,2,4,1,0,3,2,0,12.1,2020-01-31,115.1,100.5,13.8,107.0,102.8,11.7
4595,40,mccolcj01,CJ McCollum,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES LAKERS,WIN,2403,8,22,2,9,1,2,1,5,5,0,0,0,0,12.1,2020-01-31,110.5,99.1,12.1,109.5,103.2,13.4
4596,41,anderky01,Kyle Anderson,MEMPHIS GRIZZLIES,AWAY,NEW ORLEANS PELICANS,LOSS,1426,6,9,1,2,1,5,1,5,3,1,2,2,3,12.0,2020-01-31,108.8,96.6,12.9,112.6,103.3,12.6
4597,42,kuzmaky01,Kyle Kuzma,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,1504,6,12,0,3,5,7,5,10,0,0,0,4,2,11.9,2020-01-31,109.5,103.2,13.4,110.5,99.1,12.1
4598,43,beaslma01,Malik Beasley,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,1605,5,12,5,10,1,1,0,4,1,2,0,1,2,11.7,2020-01-31,108.9,97.7,11.9,105.2,103.3,12.0
4599,44,crowdja01,Jae Crowder,MEMPHIS GRIZZLIES,AWAY,NEW ORLEANS PELICANS,LOSS,1666,4,11,0,4,7,8,2,3,1,2,0,1,2,11.7,2020-01-31,108.8,96.6,12.9,112.6,103.3,12.6
4600,45,jokicni01,Nikola Jokić,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,1996,7,17,1,3,0,0,0,10,9,1,0,3,4,11.6,2020-01-31,108.9,97.7,11.9,105.2,103.3,12.0
4601,46,princta02,Taurean Waller-Prince,BROOKLYN NETS,HOME,CHICAGO BULLS,WIN,1808,6,12,2,6,2,2,1,7,3,0,0,2,4,11.3,2020-01-31,109.7,100.8,13.0,113.2,99.0,12.7
4602,47,bledser01,Eric Bledsoe,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,1893,6,11,1,5,2,5,0,3,7,2,0,4,3,11.1,2020-01-31,105.2,103.3,12.0,108.9,97.7,11.9
4603,48,redicjj01,J.J. Redick,NEW ORLEANS PELICANS,HOME,MEMPHIS GRIZZLIES,WIN,1021,4,8,3,5,5,5,0,2,1,1,0,2,3,11.1,2020-01-31,112.6,103.3,12.6,108.8,96.6,12.9
4604,49,favorde01,Derrick Favors,NEW ORLEANS PELICANS,HOME,MEMPHIS GRIZZLIES,WIN,1174,3,3,0,0,1,2,4,6,1,1,0,1,0,11.0,2020-01-31,112.6,103.3,12.6,108.8,96.6,12.9
4605,50,craigto01,Torrey Craig,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,1316,4,7,3,5,0,0,2,3,2,0,0,0,2,10.6,2020-01-31,108.9,97.7,11.9,105.2,103.3,12.0
4606,51,morrimo01,Monte Morris,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,1764,5,9,1,2,3,3,0,1,1,0,0,0,1,10.3,2020-01-31,108.9,97.7,11.9,105.2,103.3,12.0
4607,52,youngth01,Thaddeus Young,CHICAGO BULLS,AWAY,BROOKLYN NETS,LOSS,1849,6,11,1,3,1,2,0,2,4,1,0,2,1,10.3,2020-01-31,113.2,99.0,12.7,109.7,100.8,13.0
4608,53,jonesty01,Tyus Jones,MEMPHIS GRIZZLIES,AWAY,NEW ORLEANS PELICANS,LOSS,1275,5,9,0,2,0,0,0,1,3,3,0,1,0,10.1,2020-01-31,108.8,96.6,12.9,112.6,103.3,12.6
4609,54,harrish01,Shaquille Harrison,CHICAGO BULLS,AWAY,BROOKLYN NETS,LOSS,656,4,6,2,2,2,2,0,1,1,0,0,0,1,10.0,2020-01-31,113.2,99.0,12.7,109.7,100.8,13.0
4610,55,moranja01,Ja Morant,MEMPHIS GRIZZLIES,AWAY,NEW ORLEANS PELICANS,LOSS,1605,7,12,1,3,1,2,0,1,3,0,0,2,1,10.0,2020-01-31,108.8,96.6,12.9,112.6,103.3,12.6
4611,56,grantje01,Jerami Grant,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,1946,4,12,2,7,0,0,1,3,2,2,7,2,3,9.9,2020-01-31,108.9,97.7,11.9,105.2,103.3,12.0
4612,57,hernaju01,Juan Hernangómez,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,1140,5,9,2,4,0,0,1,4,1,0,0,0,1,9.9,2020-01-31,108.9,97.7,11.9,105.2,103.3,12.0
4613,58,connapa01,Pat Connaughton,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,1573,3,7,2,4,0,0,0,10,1,1,1,0,0,9.7,2020-01-31,105.2,103.3,12.0,108.9,97.7,11.9
4614,59,jeromty01,Ty Jerome,PHOENIX SUNS,HOME,OKLAHOMA CITY THUNDER,LOSS,1131,4,7,1,2,0,0,1,3,4,0,0,0,1,9.7,2020-01-31,115.1,100.5,13.8,107.0,102.8,11.7
4615,60,riverau01,Austin Rivers,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,1653,3,5,3,4,0,0,0,3,2,1,0,0,1,9.6,2020-01-31,110.7,97.9,12.0,110.7,99.0,12.7
4616,61,bradlav01,Avery Bradley,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,1525,3,6,2,3,2,2,1,4,2,0,0,0,2,9.5,2020-01-31,109.5,103.2,13.4,110.5,99.1,12.1
4617,62,hardati02,Tim Hardaway,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,1904,5,12,4,9,1,1,0,3,4,0,0,2,2,9.5,2020-01-31,110.7,99.0,12.7,110.7,97.9,12.0
4618,63,mellini01,Nicolò Melli,NEW ORLEANS PELICANS,HOME,MEMPHIS GRIZZLIES,WIN,1079,4,5,2,3,0,0,0,5,2,0,0,0,4,9.4,2020-01-31,112.6,103.3,12.6,108.8,96.6,12.9
4619,64,powelno01,Norman Powell,TORONTO RAPTORS,AWAY,DETROIT PISTONS,WIN,1731,6,13,0,4,0,0,0,7,1,3,1,2,2,9.0,2020-01-31,107.1,100.2,12.4,109.2,97.4,12.3
4620,65,doziepj01,PJ Dozier,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,1105,4,7,1,3,1,1,0,3,4,1,1,2,3,8.9,2020-01-31,108.9,97.7,11.9,105.2,103.3,12.0
4621,66,hartjo01,Josh Hart,NEW ORLEANS PELICANS,HOME,MEMPHIS GRIZZLIES,WIN,1668,4,7,2,4,1,1,2,9,0,0,1,2,5,8.5,2020-01-31,112.6,103.3,12.6,108.8,96.6,12.9
4622,67,klebima01,Maxi Kleber,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,820,1,4,0,1,2,2,4,2,1,0,4,0,0,8.5,2020-01-31,110.7,99.0,12.7,110.7,97.9,12.0
4623,68,gilgesh01,Shai Gilgeous-Alexander,OKLAHOMA CITY THUNDER,AWAY,PHOENIX SUNS,WIN,2040,5,16,0,5,2,2,3,6,4,0,1,1,2,8.4,2020-01-31,107.0,102.8,11.7,115.1,100.5,13.8
4624,69,mclembe01,Ben McLemore,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,914,5,9,3,6,0,1,0,2,0,0,1,1,2,7.8,2020-01-31,110.7,97.9,12.0,110.7,99.0,12.7
4625,70,hutchch01,Chandler Hutchison,CHICAGO BULLS,AWAY,BROOKLYN NETS,LOSS,1307,3,7,0,0,2,2,2,7,0,2,0,1,3,7.6,2020-01-31,113.2,99.0,12.7,109.7,100.8,13.0
4626,71,johnsty01,Tyler Johnson,PHOENIX SUNS,HOME,OKLAHOMA CITY THUNDER,LOSS,901,3,5,1,2,2,2,0,0,0,2,1,1,2,7.6,2020-01-31,115.1,100.5,13.8,107.0,102.8,11.7
4627,72,arizatr01,Trevor Ariza,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES LAKERS,WIN,2344,1,5,0,2,0,0,0,3,3,6,1,0,3,7.4,2020-01-31,110.5,99.1,12.1,109.5,103.2,13.4
4628,73,jacksjo02,Josh Jackson,MEMPHIS GRIZZLIES,AWAY,NEW ORLEANS PELICANS,LOSS,1731,6,14,1,5,0,1,2,3,1,1,0,1,2,7.4,2020-01-31,108.8,96.6,12.9,112.6,103.3,12.6
4629,74,bouchch01,Chris Boucher,TORONTO RAPTORS,AWAY,DETROIT PISTONS,WIN,1067,3,8,0,2,2,2,1,6,0,0,3,0,3,7.0,2020-01-31,107.1,100.2,12.4,109.2,97.4,12.3
4630,75,adamsst01,Steven Adams,OKLAHOMA CITY THUNDER,AWAY,PHOENIX SUNS,WIN,1371,4,6,0,0,0,0,4,1,2,2,1,4,5,6.6,2020-01-31,107.0,102.8,11.7,115.1,100.5,13.8
4631,76,carteje01,Jevon Carter,PHOENIX SUNS,HOME,OKLAHOMA CITY THUNDER,LOSS,746,1,2,1,1,2,2,1,2,1,0,1,0,1,6.3,2020-01-31,115.1,100.5,13.8,107.0,102.8,11.7
4632,77,harrijo01,Joe Harris,BROOKLYN NETS,HOME,CHICAGO BULLS,WIN,1669,2,3,1,2,0,0,0,2,4,1,0,1,2,6.3,2020-01-31,109.7,100.8,13.0,113.2,99.0,12.7
4633,78,morrima02,Markieff Morris,DETROIT PISTONS,HOME,TORONTO RAPTORS,LOSS,1120,2,7,1,4,4,6,1,5,0,0,1,0,2,6.2,2020-01-31,109.2,97.4,12.3,107.1,100.2,12.4
4634,79,brunsja01,Jalen Brunson,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,1219,3,8,0,1,1,1,1,2,3,0,1,1,0,5.7,2020-01-31,110.7,99.0,12.7,110.7,97.9,12.0
4635,80,mcgeeja01,JaVale McGee,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,863,3,4,0,0,0,0,1,2,0,0,2,1,1,5.7,2020-01-31,109.5,103.2,13.4,110.5,99.1,12.1
4636,81,rubiori01,Ricky Rubio,PHOENIX SUNS,HOME,OKLAHOMA CITY THUNDER,LOSS,1775,2,8,1,3,3,4,0,2,7,2,0,3,4,5.7,2020-01-31,115.1,100.5,13.8,107.0,102.8,11.7
4637,82,arcidry01,Ryan Arcidiacono,CHICAGO BULLS,AWAY,BROOKLYN NETS,LOSS,1023,2,3,2,3,0,0,0,2,2,0,0,0,3,5.5,2020-01-31,113.2,99.0,12.7,109.7,100.8,13.0
4638,83,brookdi01,Dillon Brooks,MEMPHIS GRIZZLIES,AWAY,NEW ORLEANS PELICANS,LOSS,1610,3,14,1,5,3,3,1,2,2,1,2,1,0,5.5,2020-01-31,108.8,96.6,12.9,112.6,103.3,12.6
4639,84,caldwke01,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,1271,3,7,1,3,1,2,1,0,1,1,0,0,2,5.5,2020-01-31,109.5,103.2,13.4,110.5,99.1,12.1
4640,85,matthwe02,Wesley Matthews,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,1929,4,8,1,5,0,0,0,2,1,0,0,1,0,5.3,2020-01-31,105.2,103.3,12.0,108.9,97.7,11.9
4641,86,dortlu01,Luguentz Dort,OKLAHOMA CITY THUNDER,AWAY,PHOENIX SUNS,WIN,1609,3,8,1,3,1,2,1,1,0,3,0,0,5,5.2,2020-01-31,107.0,102.8,11.7,115.1,100.5,13.8
4642,87,broekry01,Ryan Broekhoff,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,1208,3,8,3,7,0,0,0,5,0,0,1,1,2,5.0,2020-01-31,110.7,99.0,12.7,110.7,97.9,12.0
4643,88,snellto01,Tony Snell,DETROIT PISTONS,HOME,TORONTO RAPTORS,LOSS,1866,1,9,1,7,3,3,0,4,4,2,1,1,2,5.0,2020-01-31,109.2,97.4,12.3,107.1,100.2,12.4
4644,89,templga01,Garrett Temple,BROOKLYN NETS,HOME,CHICAGO BULLS,WIN,1562,5,10,1,5,0,1,0,2,0,1,0,1,3,5.0,2020-01-31,109.7,100.8,13.0,113.2,99.0,12.7
4645,90,littlna01,Nassir Little,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES LAKERS,WIN,674,3,5,2,4,0,0,0,0,0,0,0,0,2,4.9,2020-01-31,110.5,99.1,12.1,109.5,103.2,13.4
4646,91,leverca01,Caris LeVert,BROOKLYN NETS,HOME,CHICAGO BULLS,WIN,1260,1,5,0,1,1,5,0,0,6,3,1,1,1,4.8,2020-01-31,109.7,100.8,13.0,113.2,99.0,12.7
4647,92,whiteco01,Coby White,CHICAGO BULLS,AWAY,BROOKLYN NETS,LOSS,1471,4,10,2,7,1,2,1,2,1,0,1,2,3,4.7,2020-01-31,113.2,99.0,12.7,109.7,100.8,13.0
4648,93,hayesja02,Jaxson Hayes,NEW ORLEANS PELICANS,HOME,MEMPHIS GRIZZLIES,WIN,886,2,2,0,0,0,0,0,3,1,0,0,0,1,4.6,2020-01-31,112.6,103.3,12.6,108.8,96.6,12.9
4649,94,jordade01,DeAndre Jordan,BROOKLYN NETS,HOME,CHICAGO BULLS,WIN,988,3,3,0,0,0,0,1,7,0,0,0,3,1,4.5,2020-01-31,109.7,100.8,13.0,113.2,99.0,12.7
4650,95,tuckepj01,P.J. Tucker,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,2175,2,6,2,5,0,0,0,1,1,1,1,0,2,4.5,2020-01-31,110.7,97.9,12.0,110.7,99.0,12.7
4651,96,howardw01,Dwight Howard,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,854,3,3,0,0,0,0,1,3,0,0,1,1,5,4.4,2020-01-31,109.5,103.2,13.4,110.5,99.1,12.1
4652,97,woodch01,Christian Wood,DETROIT PISTONS,HOME,TORONTO RAPTORS,LOSS,768,1,6,1,2,4,4,2,3,0,0,1,1,2,4.4,2020-01-31,109.2,97.4,12.3,107.1,100.2,12.4
4653,98,mooreet01,E'Twaun Moore,NEW ORLEANS PELICANS,HOME,MEMPHIS GRIZZLIES,WIN,1135,5,13,0,4,0,0,1,0,3,0,1,1,3,4.2,2020-01-31,112.6,103.3,12.6,108.8,96.6,12.9
4654,99,trentga02,Gary Trent,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES LAKERS,WIN,1323,4,9,2,5,0,0,0,0,1,0,0,1,2,4.2,2020-01-31,110.5,99.1,12.1,109.5,103.2,13.4
4655,100,meltode01,De'Anthony Melton,MEMPHIS GRIZZLIES,AWAY,NEW ORLEANS PELICANS,LOSS,1038,3,7,0,2,1,2,0,1,1,1,0,0,2,4.1,2020-01-31,108.8,96.6,12.9,112.6,103.3,12.6
4656,101,sefolth01,Thabo Sefolosha,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,869,1,2,0,1,0,0,3,2,3,0,0,1,2,4.0,2020-01-31,110.7,97.9,12.0,110.7,99.0,12.7
4657,102,anunoog01,OG Anunoby,TORONTO RAPTORS,AWAY,DETROIT PISTONS,WIN,1428,3,6,0,2,0,0,1,1,1,0,0,0,2,3.9,2020-01-31,107.1,100.2,12.4,109.2,97.4,12.3
4658,103,daviste02,Terence Davis,TORONTO RAPTORS,AWAY,DETROIT PISTONS,WIN,649,2,4,1,2,0,0,0,1,0,0,2,0,2,3.9,2020-01-31,107.1,100.2,12.4,109.2,97.4,12.3
4659,104,diallch01,Cheick Diallo,PHOENIX SUNS,HOME,OKLAHOMA CITY THUNDER,LOSS,444,1,1,0,0,2,2,2,1,1,0,0,1,3,3.9,2020-01-31,115.1,100.5,13.8,107.0,102.8,11.7
4660,105,wrighde01,Delon Wright,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,1510,4,9,2,3,0,2,0,2,3,0,0,3,1,3.8,2020-01-31,110.7,99.0,12.7,110.7,97.9,12.0
4661,106,lopezro01,Robin Lopez,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,489,2,4,1,1,0,0,1,0,0,0,0,0,0,3.7,2020-01-31,105.2,103.3,12.0,108.9,97.7,11.9
4662,107,lowryky01,Kyle Lowry,TORONTO RAPTORS,AWAY,DETROIT PISTONS,WIN,1878,2,9,1,4,2,3,0,2,6,1,0,2,3,3.7,2020-01-31,107.1,100.2,12.4,109.2,97.4,12.3
4663,108,luwawti01,Timothé Luwawu-Cabarrot,BROOKLYN NETS,HOME,CHICAGO BULLS,WIN,166,1,1,0,0,2,2,0,0,0,0,0,0,0,3.7,2020-01-31,109.7,100.8,13.0,113.2,99.0,12.7
4664,109,simonan01,Anfernee Simons,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES LAKERS,WIN,934,1,3,0,1,2,2,0,0,2,0,0,0,0,3.7,2020-01-31,110.5,99.1,12.1,109.5,103.2,13.4
4665,110,lopezbr01,Brook Lopez,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,1446,4,11,0,5,0,0,0,2,1,1,2,1,3,3.4,2020-01-31,105.2,103.3,12.0,108.9,97.7,11.9
4666,111,valende01,Denzel Valentine,CHICAGO BULLS,AWAY,BROOKLYN NETS,LOSS,975,3,9,1,5,0,0,1,4,1,0,0,0,4,2.9,2020-01-31,113.2,99.0,12.7,109.7,100.8,13.0
4667,112,brownbr01,Bruce Brown,DETROIT PISTONS,HOME,TORONTO RAPTORS,LOSS,1082,1,5,0,1,2,2,1,1,3,0,1,2,0,2.7,2020-01-31,109.2,97.4,12.3,107.1,100.2,12.4
4668,113,brownst02,Sterling Brown,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,1162,2,8,1,4,0,0,1,6,0,0,0,0,0,2.7,2020-01-31,105.2,103.3,12.0,108.9,97.7,11.9
4669,114,konchjo01,John Konchar,MEMPHIS GRIZZLIES,AWAY,NEW ORLEANS PELICANS,LOSS,500,1,2,0,1,0,0,0,1,2,0,0,0,0,2.7,2020-01-31,108.8,96.6,12.9,112.6,103.3,12.6
4670,115,feliccr01,Cristiano Felício,CHICAGO BULLS,AWAY,BROOKLYN NETS,LOSS,1187,1,4,0,1,2,2,4,2,0,0,0,2,1,2.6,2020-01-31,113.2,99.0,12.7,109.7,100.8,13.0
4671,116,antetth01,Thanasis Antetokounmpo,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,314,2,3,0,1,0,1,0,0,0,1,0,0,2,2.5,2020-01-31,105.2,103.3,12.0,108.9,97.7,11.9
4672,117,caulewi01,Willie Cauley-Stein,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,688,1,2,0,0,0,0,1,5,2,0,1,1,5,2.3,2020-01-31,110.7,99.0,12.7,110.7,97.9,12.0
4673,118,ilyaser01,Ersan İlyasova,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,450,1,2,1,2,0,0,0,1,0,0,0,0,0,2.3,2020-01-31,105.2,103.3,12.0,108.9,97.7,11.9
4674,119,swanica01,Caleb Swanigan,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES LAKERS,WIN,833,2,2,0,0,1,1,0,6,1,0,0,3,4,2.3,2020-01-31,110.5,99.1,12.1,109.5,103.2,13.4
4675,120,gallola01,Langston Galloway,DETROIT PISTONS,HOME,TORONTO RAPTORS,LOSS,1436,1,3,1,2,0,0,0,2,1,0,1,1,1,1.9,2020-01-31,109.2,97.4,12.3,107.1,100.2,12.4
4676,121,rondora01,Rajon Rondo,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,853,1,3,0,1,0,0,0,0,5,0,0,2,0,1.8,2020-01-31,109.5,103.2,13.4,110.5,99.1,12.1
4677,122,greenda02,Danny Green,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,1307,1,8,1,6,2,3,1,2,1,0,1,0,1,1.7,2020-01-31,109.5,103.2,13.4,110.5,99.1,12.1
4678,123,mccawpa01,Patrick McCaw,TORONTO RAPTORS,AWAY,DETROIT PISTONS,WIN,1300,0,0,0,0,0,0,1,1,2,0,0,0,2,1.6,2020-01-31,107.1,100.2,12.4,109.2,97.4,12.3
4679,124,cookqu01,Quinn Cook,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,302,1,3,1,1,0,0,0,0,0,0,0,0,0,1.3,2020-01-31,109.5,103.2,13.4,110.5,99.1,12.1
4680,125,hillso01,Solomon Hill,MEMPHIS GRIZZLIES,AWAY,NEW ORLEANS PELICANS,LOSS,1542,2,5,1,4,1,2,1,2,1,0,0,2,4,1.3,2020-01-31,108.8,96.6,12.9,112.6,103.3,12.6
4681,126,danietr01,Troy Daniels,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,465,1,4,0,1,1,2,3,0,1,0,0,1,2,1.2,2020-01-31,109.5,103.2,13.4,110.5,99.1,12.1
4682,127,korveky01,Kyle Korver,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,1040,1,3,0,2,1,1,0,2,1,1,0,2,1,1.2,2020-01-31,105.2,103.3,12.0,108.9,97.7,11.9
4683,128,mokokad01,Adam Mokoka,CHICAGO BULLS,AWAY,BROOKLYN NETS,LOSS,213,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,2020-01-31,113.2,99.0,12.7,109.7,100.8,13.0
4684,129,bazleda01,Darius Bazley,OKLAHOMA CITY THUNDER,AWAY,PHOENIX SUNS,WIN,768,0,2,0,0,0,0,1,1,1,1,0,0,1,0.9,2020-01-31,107.0,102.8,11.7,115.1,100.5,13.8
4685,130,dudleja01,Jared Dudley,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,353,0,0,0,0,0,0,0,3,0,0,0,0,0,0.9,2020-01-31,109.5,103.2,13.4,110.5,99.1,12.1
4686,131,saricda01,Dario Šarić,PHOENIX SUNS,HOME,OKLAHOMA CITY THUNDER,LOSS,246,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6,2020-01-31,115.1,100.5,13.8,107.0,102.8,11.7
